Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,62,62.000,8414,438089,1014898,806644,1114959,1540455,1560204,1605362,1605362
1,65,65.000,4730,46004,92953,1212533,2023516,4051049,4064010,6054240,6054240
2,18,18.000,16291,1020593,3001224,2421121,4035165,5052925,5069298,5069298,5069298
3,10,10.000,5290,1980681,2063275,2215753,2995189,4023257,4023257,4023257,4023257
4,6,6.000,4556,4619,980081,673280,1010526,2035190,2035190,2035190,2035190
5,25,25.000,5471,1011936,2020535,2428006,3035492,6043799,6044158,7057207,7057207
6,11,11.000,995506,1009607,1042586,2021250,4004021,4013760,4044283,4044283,4044283
7,25,25.000,12366,1032220,3029789,2868161,4038841,5058387,6050911,6061649,6061649
8,4,4.000,3006326,3034706,5041655,4032684,5048050,5048050,5048050,5048050,5048050
9,4,4.000,1009659,2029617,3057061,2536838,4051017,4051017,4051017,4051017,4051017
10,10,10.000,1010540,2018021,2039791,2537674,3050540,5081933,5081933,5081933,5081933
11,15,15.000,1012359,2033685,2042407,2442708,3048881,3051229,5088573,5088573,5088573
12,12,12.000,4849,1016872,3011726,1865157,3057178,3059785,3068912,3068912,3068912
13,21,21.000,5232,1019219,2022749,1887014,3037547,3042404,3051285,3054720,3054720
14,16,16.000,4882,2004968,2035152,1654524,2060572,3023045,3032790,3032790,3032790
15,11,11.000,25028,1000476,1014731,931301,1033083,1049991,1053342,1053342,1053342
16,48,48.000,5503,21619,997889,826212,1026250,2024892,2029477,3035092,3035092
17,33,33.000,9138,50750,1018809,1396742,2029128,3055319,4061369,9142080,9142080
18,26,26.000,5157,1014310,5058032,3983554,6098113,7109667,8113849,8130773,8130773
19,12,12.000,34720,3035758,6085383,4978197,7089977,7101940,8102687,8102687,8102687
20,3,3.000,1009622,1009622,1011970,3370181,8088952,8088952,8088952,8088952,8088952
21,5,5.000,5080856,5087662,5091523,5091331,5095397,5101218,5101218,5101218,5101218
22,4,4.000,1008452,3048322,4091448,3304913,5071433,5071433,5071433,5071433,5071433
23,3,3.000,3069515,3069515,3072815,3411879,4093307,4093307,4093307,4093307,4093307
24,7,7.000,2053409,2055196,3055777,2918380,4055573,4068813,4068813,4068813,4068813
25,7,7.000,14810,1036189,1043328,1034907,1047052,2020902,2020902,2020902,2020902
26,10,10.000,14083,20526,1033130,1127533,2040657,2049669,2049669,2049669,2049669
27,24,24.000,6530,36864,1033597,1561020,3005511,3982752,4010018,4022264,4022264
28,17,17.000,6833,1009337,1976134,1826647,2978920,3016579,3037632,3037632,3037632
29,16,16.000,10969,2005913,2023596,1773615,2034386,2042074,2068968,2068968,2068968
30,9,9.000,999991,1007871,1011730,1024781,1051347,1070583,1070583,1070583,1070583
31,70,70.000,6657,36348,71448,500724,1048380,1067630,1072137,1101366,1101366
32,80,80.000,10195,39543,65817,807783,1080341,2061272,3077369,6052054,6052054
33,16,16.000,995572,1995739,2020743,2641485,4030041,5040336,5049510,5049510,5049510
34,14,14.000,1014062,1036593,3035472,2605651,3056275,4044408,4046331,4046331,4046331
35,14,14.000,5004,1026674,3034074,2603552,3055284,4038723,6097057,6097057,6097057
36,6,6.000,9121,972523,2000694,1671215,2006753,4054218,4054218,4054218,4054218
37,17,17.000,5116,1027909,3051077,2406809,4064180,5094727,5127610,5127610,5127610
38,24,24.000,8785,2033300,3083587,2604072,4066295,4091069,4099766,4108830,4108830
39,3,3.000,2033260,2033260,2091588,2410362,3106240,3106240,3106240,3106240,3106240
40,5,5.000,1028317,1038823,2078601,1860937,2084788,3074160,3074160,3074160,3074160
41,22,22.000,4269,991823,1016805,1072644,1068298,2027634,2065584,2091546,2091546
42,39,39.000,5137,38596,2033131,1599004,2076459,3050087,4096230,5040388,5040388
43,15,15.000,4906,19807,1026201,1287611,2007025,3018557,4055213,4055213,4055213
44,18,18.000,978574,996114,1023937,1737668,3024444,4040537,4050973,4050973,4050973
45,21,21.000,1015851,2028586,2039833,2332818,3063053,3070399,3088647,5082979,5082979
46,7,7.000,1004723,1028685,2015802,1737018,2030152,2037192,2037192,2037192,2037192
47,25,25.000,5296,21882,1024391,1390600,2040315,3064205,3071811,5086396,5086396
48,30,30.000,11756,1005869,1037838,1632083,3045636,3074622,3077987,4065363,4065363
49,11,11.000,1004453,1020540,2029694,2035692,2045554,3056322,4093015,4093015,4093015
50,14,14.000,15569,1045039,2039869,1757782,2056003,3068530,3073702,3073702,3073702
51,22,22.000,5304,1018506,2055778,1457798,2083611,2092816,2095837,2096364,2096364
52,22,22.000,5497,1019703,1061231,958757,1080428,2045514,2102882,2105840,2105840
