Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,32.200,1233.565,4.556,63.375,1019.428,1560.204,4023.257,4052.557,6041.665,6054.240,0.001
5,13.800,2621.972,5.471,1019.519,2036.433,4035.752,5058.387,6044.158,7057.207,7057.207,0.000
10,14.800,2033.770,4.849,1023.121,2037.097,3037.050,3051.285,3068.912,5088.573,5088.573,0.000
15,26.000,1994.660,5.157,43.853,1018.809,2056.919,6098.113,7101.940,8130.773,9142.080,0.001
20,4.400,3611.416,1008.452,2064.527,4055.573,5080.856,5095.397,5101.218,8088.952,8088.952,0.000
25,14.800,1559.663,6.530,1009.337,1976.134,2039.406,3007.679,3081.194,4022.264,4022.264,0.001
30,37.800,992.801,6.657,43.604,1009.871,1070.583,3022.054,4030.041,5051.489,6052.054,0.001
35,12.800,2455.025,5.004,1026.674,3046.240,4038.723,4091.069,4124.499,6097.057,6097.057,0.000
40,19.800,1473.295,4.269,990.872,1028.317,2048.731,3050.087,4050.973,5040.388,5040.388,0.001
45,18.800,1779.452,5.296,1011.110,2024.899,3037.665,3070.298,3088.647,5086.396,5086.396,0.001
50,32.800,931.939,4.403,31.164,1001.975,1082.258,2058.846,2092.816,3068.530,3073.702,0.001
55,13.200,2696.704,4.810,1013.683,3060.804,4116.669,6102.107,6122.392,7135.105,7135.105,0.000
60,14.200,2098.530,4.129,1009.897,2043.686,3066.884,4077.805,4086.974,5107.018,5107.018,0.000
65,24.800,1152.190,4.755,29.045,1014.012,2036.202,3051.568,4035.130,5072.529,5121.487,0.001
70,25.200,1187.689,4.505,67.755,1033.273,2031.033,3032.250,3042.911,3092.992,4065.535,0.001
75,25.400,1216.954,5.109,995.110,1030.644,2012.736,2125.751,3045.080,4042.165,4062.891,0.001
80,29.400,1119.013,4.616,29.192,1019.236,2023.686,3023.325,3066.197,4062.850,5068.130,0.001
85,16.000,2035.677,5.001,42.683,1046.355,4055.693,5055.660,5065.616,5078.558,5078.558,0.000
90,23.800,1670.388,4.918,998.625,1997.560,3031.272,3064.632,4038.772,4080.893,5087.734,0.001
95,18.600,1553.608,5.695,1004.343,1053.375,2060.564,3054.108,3076.327,6131.329,6131.329,0.001
100,39.600,811.312,2.947,30.947,998.299,1033.707,2030.736,2045.915,3055.035,3067.467,0.001
105,21.400,1679.302,5.100,984.209,1030.562,3011.223,4032.319,4082.745,5065.766,5068.213,0.001
110,22.400,932.465,5.514,39.966,974.571,2007.010,2051.240,2059.377,3007.343,3013.146,0.001
115,36.800,712.874,5.150,27.673,64.466,1033.940,2052.574,3040.292,3088.654,3117.460,0.001
