Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1170.600,27.377,17.359,23.727,26.081,29.305,33.107,36.329,49.740,124.190,0.037
5,1062.000,30.131,18.060,25.989,28.834,32.605,37.183,41.277,54.735,107.309,0.033
10,1028.600,31.114,14.781,26.879,29.733,33.564,38.737,43.283,56.676,90.626,0.032
15,1033.000,30.983,18.237,26.867,29.867,33.826,38.588,41.992,50.780,80.258,0.032
20,1027.600,31.124,18.990,26.917,29.830,33.708,38.360,42.097,54.681,126.989,0.032
25,1031.200,31.037,15.950,26.758,29.833,33.813,38.657,42.549,56.285,85.173,0.032
30,1023.600,31.255,19.484,26.996,29.948,33.870,38.711,42.472,56.597,112.488,0.032
35,1028.000,31.105,16.356,26.836,29.775,33.688,38.307,43.154,57.756,88.884,0.032
40,1037.600,30.856,19.473,26.949,29.814,33.429,37.698,41.252,52.197,86.583,0.032
45,1027.800,31.121,19.245,26.762,29.717,33.578,38.506,42.890,56.493,95.508,0.032
50,1029.400,31.054,14.647,26.765,29.653,33.570,38.282,42.400,58.046,92.653,0.032
55,1036.800,30.869,16.637,26.822,29.512,33.230,37.773,42.049,56.032,88.832,0.032
60,1025.600,31.181,19.318,27.207,30.205,33.898,38.247,41.496,52.360,87.360,0.032
65,1020.200,31.394,16.314,26.910,29.960,34.067,38.964,43.336,60.522,105.206,0.032
70,1033.800,30.917,19.890,26.782,29.473,33.152,38.190,42.193,57.453,89.516,0.032
75,1034.600,30.996,19.131,26.846,29.625,33.436,38.445,42.234,55.724,95.161,0.032
80,1027.200,31.127,19.324,26.951,29.864,33.718,38.469,42.187,55.853,99.041,0.032
85,1021.600,31.268,18.332,27.293,30.160,33.872,38.340,41.810,52.702,83.934,0.032
90,1031.200,31.081,15.817,26.993,29.794,33.547,38.306,42.100,55.777,102.096,0.032
95,1020.000,31.328,19.009,26.958,29.921,33.783,39.010,43.258,57.858,107.171,0.032
100,1035.400,30.910,15.167,26.858,29.730,33.357,37.440,41.311,58.137,99.889,0.032
105,1044.800,30.650,17.791,26.848,29.592,33.176,37.480,41.257,52.045,87.216,0.033
110,1025.800,31.176,20.032,26.865,29.874,33.774,38.220,41.898,56.364,109.432,0.032
115,1054.600,30.113,14.954,25.622,28.759,32.731,37.917,42.132,57.472,103.944,0.033
