Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,34,34.000,49162,1068497,2066183,1887003,2069739,3078293,3080933,3082207,3082207
1,10,10.000,7395,1004493,2021379,2517643,3011611,6053284,6053284,6053284,6053284
2,19,19.000,1002587,2014317,4015294,3603827,5036451,5053779,5054545,5054545,5054545
3,12,12.000,1019939,2021818,4031311,3193386,4037400,4048274,4049131,4049131,4049131
4,5,5.000,1002467,3026175,3029962,2625480,3033548,3035249,3035249,3035249,3035249
5,8,8.000,1004759,2017387,2030127,2149227,2040874,4030696,4030696,4030696,4030696
6,3,3.000,1024847,1024847,1029498,1028912,1032393,1032393,1032393,1032393,1032393
7,37,37.000,6601,1010411,2002701,1448342,2018696,2027293,3025863,4031350,4031350
8,12,12.000,996432,2021377,4032800,3941870,6040148,7029706,7052642,7052642,7052642
9,21,21.000,1002367,2002408,3031463,3738430,6036607,6044125,6046075,6051045,6051045
10,7,7.000,1002068,4017772,5032316,4314700,5039088,5045788,5045788,5045788,5045788
11,5,5.000,1005688,4028299,4030149,3829663,4038024,6046158,6046158,6046158,6046158
12,7,7.000,3008802,3025234,3029439,3027319,3032475,3038005,3038005,3038005,3038005
13,2,2.000,2014724,2014724,2023193,2018958,2023193,2023193,2023193,2023193,2023193
14,4,4.000,1007021,1023133,1025551,1526119,3048771,3048771,3048771,3048771,3048771
15,35,35.000,5963,2008536,2022503,1825001,2034273,3037219,3042403,3043206,3043206
16,2,2.000,2036334,2036334,2038153,2037243,2038153,2038153,2038153,2038153,2038153
17,31,31.000,5801,1004490,1021422,954012,1031263,2006722,2011352,2014360,2014360
18,41,41.000,5341,25754,1005339,963903,1999397,2012434,2018028,2028707,2028707
19,23,23.000,13964,1002425,2000679,1884823,3023645,3028435,3034127,3035692,3035692
20,21,21.000,10954,2020633,2026049,2073777,2045522,3036650,3040102,3046744,3046744
21,4,4.000,1026126,1028534,2033928,1532129,2039930,2039930,2039930,2039930,2039930
22,27,27.000,5285,1022855,1031407,1836067,3012714,3031489,5037578,6026211,6026211
23,21,21.000,4927,2008324,4016829,3586292,5021692,6029482,6040733,6041173,6041173
24,8,8.000,997782,4018170,5016506,4268002,5030970,5034898,5034898,5034898,5034898
25,10,10.000,4950,4005075,4027990,3623546,4033546,5044561,5044561,5044561,5044561
26,4,4.000,5545,1002622,3026741,1766656,3031717,3031717,3031717,3031717,3031717
27,3,3.000,1015772,1015772,2017161,2021785,3032423,3032423,3032423,3032423,3032423
28,14,14.000,5220,1019456,2023344,1522214,2026723,2033016,2040207,2040207,2040207
29,24,24.000,5217,1023015,2004812,1725996,3011755,3022164,3022303,3029273,3029273
30,20,20.000,5868,2016495,2021937,2319264,4023370,4031171,4032000,4032000,4032000
31,9,9.000,998872,1016851,1021444,1683615,2028477,3021296,3021296,3021296,3021296
32,25,25.000,4857,1005533,2010595,1852850,2031453,3017967,3030247,5022484,5022484
33,9,9.000,1001865,1010162,2010659,2122986,2015755,5018500,5018500,5018500,5018500
34,22,22.000,16383,1002081,1010494,1691249,2996385,3025313,4015585,4017348,4017348
35,21,21.000,1001790,2026663,3015560,2919978,3027314,4015521,4019754,4022820,4022820
36,3,3.000,1003260,1003260,2019874,2680953,5019726,5019726,5019726,5019726,5019726
37,13,13.000,10542,1012411,2000381,2009168,3009300,3012893,4015271,4015271,4015271
38,21,21.000,4229,1002775,2015162,2295646,4013430,4016150,4018757,4028811,4028811
39,13,13.000,2006315,3007087,3011461,2783755,3016184,3027282,3031595,3031595,3031595
40,7,7.000,1001896,1001946,2018294,1730591,2025103,2035191,2035191,2035191,2035191
41,10,10.000,1003450,1005345,1017557,1015573,1020729,1033641,1033641,1033641,1033641
42,49,49.000,10384,23313,2018572,1491707,2036797,3029798,3032249,3039538,3039538
43,4,4.000,1014740,1020535,2012383,1515269,2013419,2013419,2013419,2013419,2013419
44,18,18.000,1002480,1013329,1027951,2020870,2026023,6034043,8036787,8036787,8036787
45,32,32.000,4857,1002969,2024225,2863359,4018496,8019630,8025435,8027704,8027704
46,10,10.000,1001802,6016320,7017854,6421284,7029558,10035552,10035552,10035552,10035552
47,8,8.000,1001483,1012756,6022288,4891818,9024490,9026523,9026523,9026523,9026523
48,7,7.000,3007355,6016244,8022828,7023303,9029919,9042014,9042014,9042014,9042014
49,2,2.000,1002180,1002180,7020159,4011169,7020159,7020159,7020159,7020159,7020159
50,2,2.000,4018204,4018204,6024619,5021411,6024619,6024619,6024619,6024619,6024619
51,2,2.000,2008314,2008314,3012621,2510467,3012621,3012621,3012621,3012621,3012621
52,7,7.000,10042,1009665,4011896,3156816,5018037,5025840,5025840,5025840,5025840
53,13,13.000,1001740,2008555,4011669,3167935,4018781,4025871,4033957,4033957,4033957
54,9,9.000,2015101,3009598,3019377,3576874,4027020,7032780,7032780,7032780,7032780
55,1,1.000,1001731,1001731,1001731,1001731,1001731,1001731,1001731,1001731,1001731
56,12,12.000,5134,2009675,2017492,2184488,4023762,4024991,4032621,4032621,4032621
57,20,20.000,12106,1025005,3026557,2870189,4028863,6017745,6019382,6019382,6019382
58,14,14.000,1001860,1007255,4016213,3227717,5017676,5018986,5021966,5021966,5021966
59,8,8.000,1001588,1002175,3011489,2260188,4015816,4032154,4032154,4032154,4032154
60,10,10.000,1999994,2001404,3002529,2606613,3008738,4019008,4019008,4019008,4019008
61,7,7.000,1001669,1005210,2000224,1576117,2003501,2010880,2010880,2010880,2010880
62,15,15.000,4665,1010951,1018170,1813436,2018929,5027044,5029545,5029545,5029545
63,29,29.000,4743,1012981,2001139,2118309,4023828,4030294,4032665,5020106,5020106
64,13,13.000,1001819,3017989,4021493,3253279,4031372,4034130,4034345,4034345,4034345
65,9,9.000,2023729,3016132,3028227,3136864,4021455,4033578,4033578,4033578,4033578
66,1,1.000,2014322,2014322,2014322,2014322,2014322,2014322,2014322,2014322,2014322
67,17,17.000,5321,1012804,2005049,1897084,2014899,4024959,5029282,5029282,5029282
68,20,20.000,1004255,2007220,3017646,2614410,3019845,4019551,4023305,4023305,4023305
69,11,11.000,1004534,1013669,2016534,1742668,2020334,2029392,3013402,3013402,3013402
70,10,10.000,1001620,1001782,1019907,1513942,2018158,3027991,3027991,3027991,3027991
71,31,31.000,4570,1001650,1020132,1466949,2023346,3023034,4019632,4032013,4032013
72,17,17.000,1001528,1013141,2011839,1902610,3026522,3042660,3044985,3044985,3044985
73,17,17.000,1011200,1018908,2019182,1786349,2026063,2035850,3034308,3034308,3034308
74,13,13.000,1001653,1023392,1029949,1025785,1032552,1037628,1039477,1039477,1039477
75,44,44.000,4740,25276,1015840,993342,2003727,2014022,2016592,2017170,2017170
76,22,22.000,5780,1006643,1019546,1419496,2011610,2015752,2018990,3015036,3015036
77,23,23.000,19351,1004396,1012109,1705995,2999295,4013792,5018895,5027899,5027899
78,30,30.000,7881,1001962,4007272,3347242,5015058,8028430,8032932,8037948,8037948
79,5,5.000,3022104,6022420,7027048,6029657,7038080,7038634,7038634,7038634,7038634
80,7,7.000,4017386,6015184,6022828,5740199,6034402,6035181,6035181,6035181,6035181
81,3,3.000,1013086,1013086,5033667,3695167,5038748,5038748,5038748,5038748,5038748
82,10,10.000,4021816,4024473,4033379,4031484,4036103,4042429,4042429,4042429,4042429
83,4,4.000,1001691,1002273,3019812,2011067,3020494,3020494,3020494,3020494,3020494
84,4,4.000,2019348,2027709,2040029,2033047,2045104,2045104,2045104,2045104,2045104
85,1,1.000,1030979,1030979,1030979,1030979,1030979,1030979,1030979,1030979,1030979
86,60,60.000,5247,17876,1009470,999227,2003908,2026462,3012042,8020456,8020456
87,16,16.000,5216,2001464,2009980,2695445,5011047,6016420,6016425,6016425,6016425
88,16,16.000,7870,1016761,3012667,3262328,5021907,6020683,6025732,6025732,6025732
89,17,17.000,6587,4005258,4019908,4128572,5018822,7013941,7023010,7023010,7023010
90,2,2.000,6025533,6025533,7043606,6534569,7043606,7043606,7043606,7043606,7043606
91,4,4.000,3017447,3017852,6030369,4526385,6039872,6039872,6039872,6039872,6039872
92,3,3.000,2016465,2016465,5027909,4025719,5032785,5032785,5032785,5032785,5032785
93,12,12.000,4568,2012947,3022378,3017403,4028048,4032319,5033021,5033021,5033021
94,13,13.000,4770,3012295,3032602,3408749,4040105,6041557,7043420,7043420,7043420
95,6,6.000,2026349,3024112,3035786,3530570,4033343,6035865,6035865,6035865,6035865
96,7,7.000,4451,1001604,1027583,2022469,4037190,4049091,4049091,4049091,4049091
97,19,19.000,4465,1006284,3010848,2228930,3044298,4008253,4013304,4013304,4013304
98,13,13.000,4966,2032715,3001242,2709480,4007617,5013395,5021390,5021390,5021390
99,7,7.000,1001649,1003677,2009925,2295916,4017026,4022111,4022111,4022111,4022111
100,17,17.000,4651,1986069,3009062,2538956,3024012,4019742,5040458,5040458,5040458
101,13,13.000,1001815,2017196,3022975,2640213,3038952,4040626,4043939,4043939,4043939
102,5,5.000,1001886,1018194,1031051,1623403,2025502,3040382,3040382,3040382,3040382
103,27,27.000,4598,1001598,1028394,1758100,3015415,3037663,4018613,4030678,4030678
104,17,17.000,4838,1001680,1020717,1662061,3015779,3026910,3028819,3028819,3028819
105,16,16.000,4265,1005123,2015005,1455472,2033929,2044881,3021915,3021915,3021915
106,16,16.000,5197,1011527,1018683,1078374,1022450,2019573,2020289,2020289,2020289
107,40,40.000,7080,29644,2005685,1391235,2020505,2034131,3009861,4016480,4016480
108,10,10.000,1001934,1022196,2011844,1817844,3015140,3020497,3020497,3020497,3020497
109,31,31.000,10035,1001807,1019862,2141120,4016162,5016121,5028166,5029965,5029965
110,13,13.000,999223,1001614,2997106,2393473,3017571,4033399,4038688,4038688,4038688
111,10,10.000,1001648,1003840,2009682,2012044,3022416,3030054,3030054,3030054,3030054
112,9,9.000,1008638,2012737,2020699,1908643,2024344,2033605,2033605,2033605,2033605
113,15,15.000,5126,1014950,1023651,957382,1034596,1039266,1043195,1043195,1043195
114,54,54.000,4792,19704,1018959,1149457,2027743,3015088,3021162,3038458,3038458
115,9,9.000,1001817,1020809,1026009,1462390,2016848,2019571,2019571,2019571,2019571
