Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.000,2615.691,7.395,2004.251,2069.733,3082.207,5035.871,5053.779,6053.284,6053.284,0.000
5,16.200,2465.169,6.601,1011.932,2017.387,3025.863,6036.607,6044.125,7052.642,7052.642,0.000
10,5.000,3227.394,1002.068,2023.193,3032.475,4038.024,5039.088,5045.788,6046.158,6046.158,0.000
15,26.400,1366.628,5.341,1001.866,1024.776,2022.503,3011.768,3028.435,3042.403,3043.206,0.001
20,16.200,2576.640,4.927,1027.974,2026.049,3046.744,5023.851,5037.578,6041.173,6041.173,0.000
25,11.000,2038.225,4.950,1021.069,2023.344,3022.164,4019.120,4033.546,5044.561,5044.561,0.000
30,17.000,1931.452,4.857,1005.533,2010.595,2996.385,4017.348,4030.995,5022.484,5022.484,0.001
35,14.200,2533.507,4.229,2002.462,3009.300,3022.824,4015.521,4019.754,5019.726,5019.726,0.000
40,17.600,1565.912,10.384,1004.742,1031.470,2032.571,3026.913,3032.249,8036.787,8036.787,0.001
45,11.800,4273.905,4.857,1011.502,4015.149,7029.254,8027.704,9029.919,10035.552,10035.552,0.000
50,6.600,3349.591,10.042,2015.101,4011.669,4025.871,5018.037,6024.619,7032.780,7032.780,0.000
55,11.000,2688.890,5.134,1007.629,2024.865,4024.991,5018.486,5028.348,6019.382,6019.382,0.000
60,14.800,2270.596,4.665,1013.959,2008.436,4014.834,4031.372,4034.345,5029.545,5029.545,0.000
65,11.600,2309.554,5.321,1997.190,2018.737,3019.632,4021.455,4030.313,5029.282,5029.282,0.000
70,17.600,1552.982,4.570,1011.610,1032.552,2023.346,3026.522,3041.433,4032.013,4032.013,0.001
75,24.800,1973.705,4.740,1003.811,1019.546,2017.170,5015.789,7027.048,8032.932,8037.948,0.001
80,5.600,3848.507,1001.691,3019.812,4030.322,5038.748,6033.846,6034.402,6035.181,6035.181,0.000
85,22.000,2059.043,5.216,27.896,1031.735,3012.667,5021.907,6017.853,7023.010,8020.456,0.000
90,6.800,3640.424,4.568,3007.921,4018.545,5028.395,6039.872,7043.420,7043.606,7043.606,0.000
95,10.400,2480.482,4.451,1012.638,3010.848,4003.065,4033.343,5013.395,6035.865,6035.865,0.000
100,15.800,2042.099,4.598,1003.519,2029.194,3024.012,3040.382,4030.678,5040.458,5040.458,0.000
105,22.600,1599.506,4.265,1003.307,1023.048,2027.272,3021.915,4017.771,5028.166,5029.965,0.001
110,20.200,1434.107,4.792,1001.518,1030.888,2027.743,3016.793,3025.934,4033.399,4038.688,0.001
115,11.000,830.040,5.658,20.871,1009.305,1013.413,1022.595,2016.848,2019.571,2019.571,0.001
