Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,967.600,33.915,14.170,23.287,26.947,33.412,47.470,77.460,154.148,403.375,0.029
5,928.800,33.628,14.781,26.259,29.495,33.936,42.219,51.643,150.940,301.391,0.030
10,974.400,32.865,20.034,27.920,31.196,35.891,41.872,46.732,62.017,124.680,0.030
15,797.600,40.082,13.409,27.895,31.649,37.304,52.873,85.301,203.134,385.318,0.025
20,993.600,32.233,15.920,27.024,30.117,34.514,40.857,48.332,73.208,117.484,0.031
25,987.800,32.386,15.503,27.263,30.591,35.080,41.447,47.375,64.016,114.358,0.031
30,987.000,32.392,16.702,27.278,30.682,35.294,41.627,46.957,62.896,127.768,0.031
35,753.600,42.471,13.946,27.985,31.684,37.674,48.977,65.936,257.488,752.885,0.024
40,997.800,32.073,15.619,27.212,30.391,34.849,40.809,46.576,60.507,85.563,0.031
45,1007.600,31.759,19.138,27.072,30.198,34.514,40.202,44.376,58.062,109.998,0.031
50,1001.000,31.947,17.906,26.768,29.875,33.976,39.991,46.443,65.947,1035.102,0.031
55,1003.000,31.904,15.752,26.905,30.013,34.248,39.862,45.342,60.725,1032.051,0.031
60,1009.200,31.723,15.932,27.032,30.129,34.209,40.160,45.473,60.288,92.398,0.032
65,957.800,33.395,15.351,26.737,29.868,34.270,41.147,51.753,100.528,1036.861,0.030
70,927.400,34.509,16.665,27.569,31.033,36.612,46.492,58.790,86.031,194.517,0.029
75,973.200,32.866,18.710,27.660,31.043,35.527,42.019,48.495,68.698,118.966,0.030
80,973.800,33.071,19.476,27.484,30.888,35.477,41.629,47.217,61.770,1039.106,0.030
85,966.200,32.900,14.301,26.851,29.910,34.482,41.484,49.717,88.577,1035.961,0.030
90,980.000,32.644,15.658,27.209,30.704,35.331,42.558,49.869,66.660,98.122,0.031
95,978.800,32.677,14.782,27.370,30.662,35.538,42.065,49.180,64.877,106.376,0.031
100,988.200,32.383,19.713,27.550,30.583,35.113,41.170,47.368,60.907,103.898,0.031
105,984.400,32.527,15.552,27.233,30.525,35.397,41.377,47.725,66.269,106.232,0.031
110,979.000,32.667,14.719,27.341,30.564,35.243,41.121,46.504,62.272,1027.102,0.031
115,971.200,32.699,19.083,27.699,31.001,35.608,41.319,47.568,61.564,86.211,0.031
