Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2263.400,14.147,10.481,11.703,12.278,13.421,20.449,23.481,34.912,103.582,0.071
5,2337.800,13.683,10.457,11.601,12.130,13.127,20.034,22.690,30.670,66.247,0.073
10,2326.600,13.752,10.397,11.486,12.013,13.045,20.352,22.990,31.636,85.849,0.073
15,2352.400,13.601,10.370,11.559,12.071,12.979,20.044,22.676,29.754,84.619,0.074
20,2324.800,13.756,10.365,11.495,12.015,12.985,20.229,23.159,32.989,76.429,0.073
25,2340.400,13.671,10.370,11.479,11.988,12.957,20.126,22.949,31.862,75.572,0.073
30,2113.000,15.131,9.938,11.350,11.856,12.866,20.120,23.040,32.835,1020.757,0.066
35,2334.800,13.705,10.416,11.509,12.037,13.008,20.085,22.732,31.803,77.598,0.073
40,2354.200,13.590,10.267,11.449,11.946,12.879,20.074,23.017,31.197,91.759,0.074
45,2326.600,13.739,10.290,11.469,11.995,13.006,20.286,23.247,32.526,73.708,0.073
50,2364.800,13.537,10.345,11.504,12.024,12.983,20.032,22.518,29.732,71.833,0.074
55,2297.600,13.926,10.372,11.603,12.135,13.166,20.514,23.587,33.393,75.467,0.072
60,2312.400,13.837,10.274,11.519,12.055,13.060,20.441,23.185,32.474,79.261,0.072
65,2355.600,13.575,10.402,11.481,11.992,13.017,19.993,22.694,29.896,67.261,0.074
70,2329.000,13.740,10.352,11.510,12.028,13.017,20.305,23.292,32.959,72.400,0.073
75,2156.800,14.900,10.359,11.580,12.194,13.658,20.500,23.929,40.053,385.141,0.067
80,1377.600,23.257,10.131,11.876,13.077,17.460,53.038,78.208,161.844,383.059,0.043
85,2175.000,14.625,10.367,11.636,12.299,13.878,22.143,27.627,44.097,89.098,0.068
90,2271.400,14.088,10.339,11.509,12.092,13.624,20.674,24.220,34.904,82.273,0.071
95,2299.000,13.914,10.337,11.485,12.000,13.079,20.527,23.902,32.842,680.196,0.072
100,1563.200,21.144,9.957,11.775,12.987,18.439,39.392,57.993,104.214,1026.253,0.047
105,2089.800,14.807,10.106,11.489,12.156,13.839,21.752,27.749,41.226,804.323,0.068
110,1629.200,19.654,10.275,11.590,12.407,17.508,30.344,53.286,99.517,1030.671,0.051
115,2138.600,14.902,10.133,11.584,12.226,13.665,21.472,27.198,40.065,1025.411,0.067
