Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,644,644.000,13754,20591,26104,79202,44850,92413,398945,960716,1089060
1,377,377.000,18427,25994,30960,36206,43021,53656,62772,91649,106244
2,249,249.000,14401,21969,27096,133776,43844,780690,831481,987413,1019042
3,799,799.000,16026,25101,30748,57579,42907,60214,75668,988355,1086693
4,226,226.000,13672,18219,26257,73458,40964,68628,632845,860488,882414
5,311,311.000,14111,23135,28914,118661,47417,661040,875988,983362,1019151
6,481,481.000,14203,21523,25397,81356,36015,70032,719965,976674,1092412
7,544,544.000,17995,26320,32283,37011,42811,58151,70586,85782,130654
8,646,646.000,14207,24152,30141,79910,46405,78528,136572,1017687,1054069
9,322,322.000,15598,23298,29396,37905,43791,67312,77393,179536,195928
10,828,828.000,18036,25117,30975,54698,43179,60012,76919,981995,1073449
11,156,156.000,13451,18043,23558,122563,49258,375197,910001,986980,1019092
12,709,709.000,14305,24457,29675,73950,44952,68778,106686,943558,1062136
13,319,319.000,17208,24888,29597,35059,42138,54790,65454,80955,123911
14,354,354.000,14683,23592,29107,108993,42813,80512,865956,1031179,1076645
15,459,459.000,13787,21551,25389,72921,35648,55202,569005,909372,1016867
16,525,525.000,13721,22739,27798,79229,40151,65572,709668,1029879,1071527
17,387,387.000,13628,24114,27991,37088,37818,57422,72222,141141,596565
18,849,849.000,18799,25797,30742,37785,44325,63281,76399,94134,145116
19,846,846.000,17523,26264,32276,41054,43374,61196,74677,106061,1050026
20,254,254.000,13492,19379,27148,115314,46378,677207,794022,908121,937556
21,843,843.000,13175,25634,29977,46761,43366,62512,77021,805335,1087644
22,303,303.000,14168,22536,29095,80195,43772,73118,644642,779406,822584
23,427,427.000,14107,23127,28336,94901,40172,74709,802833,1002529,1052755
24,627,627.000,16585,24763,29788,37478,43319,60358,75685,133809,201838
25,558,558.000,14162,23206,28008,68507,39522,64900,568978,740788,1027788
26,674,674.000,14798,24339,29241,61175,40793,60042,89217,813605,976315
27,365,365.000,14181,23903,27973,67538,43056,62160,93586,1026703,1255961
28,239,239.000,14059,18730,22182,105466,35096,319292,823680,895799,987681
29,454,454.000,13842,21848,27239,97049,43469,70216,891857,1031607,1057203
30,421,421.000,14835,19459,24332,90769,35733,111785,781664,1014957,1061151
31,245,245.000,13959,19867,24623,51365,42051,112165,181113,560521,654928
32,312,312.000,13595,21402,27192,123112,45731,724603,961798,1027240,1054706
33,586,586.000,14586,23293,28659,74389,40907,60922,671333,920388,1029114
34,378,378.000,16620,25337,29537,60249,42604,60985,76009,1019875,1050754
35,259,259.000,13803,19341,23866,93394,35536,94166,748513,899281,1020318
36,268,268.000,13915,21933,26700,115606,41142,669693,778978,946861,969488
37,854,854.000,15426,25727,31055,37383,44350,63048,73966,99872,121808
38,256,256.000,14824,23331,29648,138018,46743,814143,884650,985365,1035775
39,401,401.000,14525,24109,29331,102814,48074,83233,838937,1020497,1170440
40,526,526.000,15292,24853,29209,37055,43868,60970,74730,102969,162119
41,489,489.000,13737,23656,29249,87941,44263,69867,780611,1022654,1085798
42,570,570.000,15135,25048,29852,36903,42564,63082,74163,121572,147467
43,498,498.000,13873,23469,27885,86365,44008,71194,752369,1018971,1088713
44,528,528.000,14007,24392,29936,43542,43418,63715,84185,214206,1025894
45,250,250.000,14658,21065,26448,121308,41861,704672,821987,938463,1006524
46,395,395.000,14274,23316,29324,108940,45269,77708,963460,1037493,1058812
47,566,566.000,15218,24284,29587,36506,44319,62146,76536,105842,150553
48,345,345.000,14412,22617,27456,110620,41200,102064,851088,1011517,1058101
49,544,544.000,12518,21137,25935,69389,37269,64108,517104,875489,1028343
50,386,386.000,13164,17892,22535,101932,35978,180295,846842,987567,1020011
51,341,341.000,13691,24072,28618,47865,43208,56671,66229,949043,1305688
52,352,352.000,13730,21093,25841,85799,38991,82888,650272,909791,1030522
53,609,609.000,14719,21176,27752,73123,39377,66132,609685,901530,1054047
54,496,496.000,17815,24033,28205,48165,40504,56049,72467,1012108,1064368
55,147,147.000,14727,20764,26332,173614,52391,873756,955241,991090,991168
56,867,867.000,18905,25896,30537,37110,44452,58109,72900,101084,117117
57,443,443.000,13708,23424,29691,94342,40376,66856,849816,1002451,1070637
58,598,598.000,13897,25776,31218,52591,44267,60812,70931,1001165,1082267
