Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683068977.417682,398945,4,1
1,ReadModifyWrite,1683068977.417682,69729,5,1
1,ReadModifyWrite,1683068977.417683,64845,2,1
1,ReadModifyWrite,1683068977.417683,94317,8,1
1,ReadModifyWrite,1683068977.417738,64681,3,1
1,ReadModifyWrite,1683068977.417795,62891,0,1
1,ReadModifyWrite,1683068977.417797,75753,6,1
1,ReadModifyWrite,1683068977.417813,63387,7,1
1,ReadModifyWrite,1683068977.417830,67496,9,1
1,ReadModifyWrite,1683068977.417843,66852,1,1
1,ReadModifyWrite,1683068977.417870,67643,10,1
1,ReadModifyWrite,1683068977.417929,62756,11,1
1,ReadModifyWrite,1683068977.417947,69892,12,1
1,ReadModifyWrite,1683068977.417973,78604,13,1
1,ReadModifyWrite,1683068977.418031,64838,14,1
1,ReadModifyWrite,1683068977.418088,64842,15,1
1,ReadModifyWrite,1683068977.418261,90065,17,1
1,ReadModifyWrite,1683068977.418706,94674,19,1
1,ReadModifyWrite,1683068977.418708,345358,16,1
1,ReadModifyWrite,1683068977.420538,327667,18,1
1,ReadModifyWrite,1683068977.420559,58680,20,1
1,ReadModifyWrite,1683068977.420584,66126,23,1
1,ReadModifyWrite,1683068977.420620,64580,21,1
1,ReadModifyWrite,1683068977.420641,59216,22,1
1,ReadModifyWrite,1683068977.420659,61341,24,1
1,ReadModifyWrite,1683068977.421314,81556,26,1
1,ReadModifyWrite,1683068977.421328,112090,28,1
1,ReadModifyWrite,1683068977.421342,64918,25,1
1,ReadModifyWrite,1683068977.425530,77156,30,1
1,ReadModifyWrite,1683068977.425554,80658,29,1
1,ReadModifyWrite,1683068977.425568,57339,27,1
1,ReadModifyWrite,1683068977.425799,77268,31,1
1,ReadModifyWrite,1683068977.479335,22501,20,1
1,ReadModifyWrite,1683068977.479880,29261,22,1
1,ReadModifyWrite,1683068977.480704,22879,0,1
1,ReadModifyWrite,1683068977.480708,23308,11,1
1,ReadModifyWrite,1683068977.481218,22491,7,1
1,ReadModifyWrite,1683068977.482018,326463,24,1
1,ReadModifyWrite,1683068977.482436,24794,3,1
1,ReadModifyWrite,1683068977.482542,24112,2,1
