Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.000,34986.890,1063.229,15679.617,30754.026,42830.968,83009.240,86415.036,89985.581,89985.581,0.000
5,0.600,75694.493,63326.112,63326.112,81383.626,82373.741,82373.741,82373.741,82373.741,82373.741,0.000
10,0.400,71342.763,65313.355,65313.355,77372.171,77372.171,77372.171,77372.171,77372.171,77372.171,0.000
15,0.600,55283.942,45235.402,45235.402,54278.845,66337.579,66337.579,66337.579,66337.579,66337.579,0.000
20,0.400,38733.992,26186.998,26186.998,51280.985,51280.985,51280.985,51280.985,51280.985,51280.985,0.000
25,0.600,31204.208,17149.071,17149.071,34210.554,42252.998,42252.998,42252.998,42252.998,42252.998,0.000
30,0.800,34943.718,19123.596,27167.951,45226.581,48256.743,48256.743,48256.743,48256.743,48256.743,0.000
35,0.800,17590.812,7067.006,13072.416,24121.918,26101.906,26101.906,26101.906,26101.906,26101.906,0.000
40,1.000,47826.348,15076.809,27113.986,62247.791,67340.391,67352.761,67352.761,67352.761,67352.761,0.000
45,0.400,65816.126,60290.406,60290.406,71341.845,71341.845,71341.845,71341.845,71341.845,71341.845,0.000
50,0.200,62304.980,62304.980,62304.980,62304.980,62304.980,62304.980,62304.980,62304.980,62304.980,0.000
55,0.400,41683.286,41181.432,41181.432,42185.140,42185.140,42185.140,42185.140,42185.140,42185.140,0.000
60,0.400,32657.308,27140.054,27140.054,38174.561,38174.561,38174.561,38174.561,38174.561,38174.561,0.000
65,0.400,33149.794,27126.795,27126.795,39172.793,39172.793,39172.793,39172.793,39172.793,39172.793,0.000
70,0.400,32627.042,28123.872,28123.872,37130.211,37130.211,37130.211,37130.211,37130.211,37130.211,0.000
75,0.600,28482.396,20092.227,20092.227,32170.558,33184.404,33184.404,33184.404,33184.404,33184.404,0.000
80,0.200,26122.953,26122.953,26122.953,26122.953,26122.953,26122.953,26122.953,26122.953,26122.953,0.000
85,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
90,0.800,15345.948,2028.112,14080.502,19108.667,26166.512,26166.512,26166.512,26166.512,26166.512,0.000
95,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
100,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
105,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
110,0.200,5029.416,5029.416,5029.416,5029.416,5029.416,5029.416,5029.416,5029.416,5029.416,0.000
