Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2258.000,14.171,10.558,11.962,12.571,13.728,20.300,22.593,31.165,86.327,0.071
5,2261.200,14.144,10.470,11.859,12.440,13.564,20.786,22.842,30.510,91.471,0.071
10,2307.000,13.869,10.660,11.808,12.398,13.478,20.385,22.638,28.830,72.101,0.072
15,2287.600,13.987,10.522,11.810,12.395,13.548,20.660,22.559,29.210,77.764,0.071
20,2328.000,13.742,10.390,11.749,12.336,13.400,20.248,22.321,27.989,58.853,0.073
25,2280.600,14.023,10.610,11.817,12.415,13.554,20.459,22.777,29.942,78.905,0.071
30,2283.200,14.011,10.463,11.823,12.400,13.508,20.439,22.573,30.204,80.771,0.071
35,2294.200,13.947,10.573,11.844,12.417,13.602,20.400,22.583,28.584,71.269,0.072
40,2207.800,14.487,10.362,11.676,12.267,13.305,20.062,22.399,29.777,1017.934,0.069
45,2289.800,13.971,10.450,11.824,12.419,13.619,20.572,22.620,29.299,69.609,0.072
50,2282.800,14.016,10.610,11.840,12.424,13.500,20.583,22.648,28.865,86.971,0.071
55,2285.000,14.005,10.626,11.798,12.372,13.514,20.736,22.851,30.455,78.845,0.071
60,2276.400,14.043,10.483,11.822,12.407,13.649,20.355,22.536,30.049,86.165,0.071
65,2301.200,13.917,10.366,11.801,12.377,13.418,20.295,22.306,30.069,78.817,0.072
70,2296.200,13.920,10.413,11.819,12.410,13.579,20.362,22.855,29.662,73.593,0.072
75,2279.800,14.041,10.449,11.830,12.420,13.478,20.649,22.744,30.582,91.696,0.071
80,2300.800,13.903,10.654,11.798,12.383,13.438,20.583,22.901,28.980,90.122,0.072
85,1813.600,17.647,10.306,11.988,12.858,16.664,26.095,46.747,80.927,154.673,0.057
90,1950.000,16.409,10.270,11.548,12.244,13.940,21.851,29.937,111.237,243.481,0.061
95,2223.200,14.383,10.554,11.845,12.477,13.788,21.297,24.930,35.652,76.456,0.070
100,2304.800,13.889,10.560,11.815,12.398,13.465,20.529,22.659,27.995,80.497,0.072
105,2284.800,13.996,10.577,11.817,12.387,13.437,20.677,23.045,30.593,79.977,0.071
110,1322.200,24.226,10.296,12.275,13.769,20.097,51.507,78.515,154.209,300.489,0.041
115,2146.200,14.844,10.634,11.977,12.648,14.107,22.144,27.203,38.600,98.289,0.067
