Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2270.800,14.096,10.616,11.664,12.177,13.236,20.326,24.218,35.475,102.960,0.071
5,2445.800,13.079,10.493,11.470,11.837,12.407,16.929,21.700,29.364,74.268,0.076
10,2403.600,13.309,10.551,11.518,11.934,12.669,18.545,22.764,30.561,57.978,0.075
15,2424.000,13.200,10.433,11.472,11.838,12.422,17.982,21.991,30.289,91.065,0.076
20,2429.800,13.162,10.455,11.456,11.836,12.493,18.602,22.209,29.483,45.845,0.076
25,2445.400,13.081,10.494,11.400,11.749,12.321,17.700,22.352,29.357,73.006,0.076
30,2199.800,14.547,10.493,11.418,11.804,12.522,19.915,24.309,33.631,1031.841,0.069
35,2445.000,13.076,10.470,11.436,11.807,12.368,17.875,22.042,29.151,44.737,0.076
40,2449.800,13.061,10.398,11.468,11.838,12.406,16.477,21.681,28.711,77.508,0.077
45,2439.600,13.114,10.537,11.505,11.892,12.498,18.242,21.980,28.251,41.960,0.076
50,2459.000,13.008,10.595,11.419,11.772,12.311,17.071,21.792,28.726,76.760,0.077
55,2435.000,13.140,10.544,11.453,11.825,12.409,17.966,22.232,29.328,66.814,0.076
60,2417.800,13.229,10.473,11.427,11.812,12.517,19.172,22.595,29.356,61.757,0.076
65,2399.600,13.329,10.523,11.436,11.817,12.451,19.136,22.927,32.957,74.919,0.075
70,2456.200,13.032,10.437,11.476,11.833,12.424,17.571,21.853,28.031,46.019,0.077
75,2427.200,13.178,10.469,11.505,11.887,12.459,17.410,22.012,29.639,75.156,0.076
80,2450.200,13.059,10.513,11.424,11.801,12.393,17.398,21.437,29.323,70.064,0.077
85,2378.000,13.460,10.435,11.509,11.943,12.802,19.455,22.825,30.123,44.221,0.074
90,1914.000,16.705,10.200,11.405,11.808,12.483,20.634,28.951,73.397,1060.845,0.060
95,2430.400,13.167,10.374,11.501,11.905,12.575,18.262,22.128,28.664,57.121,0.076
100,2007.200,15.939,10.466,11.560,12.029,13.041,22.113,31.004,80.704,263.903,0.063
105,2452.400,13.047,10.524,11.509,11.908,12.457,16.798,21.762,28.200,65.475,0.077
110,2200.200,14.540,10.397,11.513,11.934,12.622,18.617,22.599,32.029,1018.799,0.069
115,2028.200,15.733,10.432,11.589,12.043,13.006,21.750,33.302,76.352,231.252,0.064
