Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2107,2107.000,11021,11964,12478,15242,13430,20794,27667,62492,102960
1,2326,2326.000,10802,11876,12302,13741,13073,20071,22945,30428,55164
2,2149,2149.000,10704,11658,12269,14908,15577,22937,26969,35747,79632
3,2325,2325.000,10683,11548,12070,13762,13342,19829,23206,32452,45945
4,2447,2447.000,10616,11407,11799,13047,12398,18201,21769,29238,45461
5,2480,2480.000,10569,11487,11828,12898,12372,16060,21228,28088,39691
6,2478,2478.000,10540,11442,11803,12928,12347,17222,21131,27278,37853
7,2426,2426.000,10618,11593,12015,13169,12597,16893,21621,28926,42456
8,2380,2380.000,10687,11458,11808,13449,12395,16925,22489,54887,74268
9,2465,2465.000,10493,11406,11754,12965,12296,18069,21873,29414,43913
10,2453,2453.000,10638,11457,11845,13067,12547,17357,21374,28500,38941
11,2396,2396.000,10656,11456,11828,13327,12465,18894,23478,31896,53979
12,2299,2299.000,10608,11628,12160,13900,13465,19786,23832,31809,57978
13,2421,2421.000,10703,11596,12041,13226,12763,16796,22026,29651,39664
14,2449,2449.000,10551,11510,11873,13057,12424,17075,22180,28985,37951
15,2442,2442.000,10553,11447,11782,13104,12384,17972,22239,31160,39348
16,2335,2335.000,10697,11504,11854,13615,12391,17438,22324,63944,91065
17,2500,2500.000,10433,11471,11803,12865,12344,15355,21268,27741,40355
18,2456,2456.000,10673,11458,11845,13032,12381,17245,21429,28612,47373
19,2387,2387.000,10610,11488,11915,13412,12612,19413,22830,30110,48093
20,2360,2360.000,10455,11484,11856,13532,12690,19989,23591,31422,45845
21,2383,2383.000,10625,11502,11884,13419,12655,19500,23176,31367,44084
22,2438,2438.000,10612,11549,11969,13115,12625,16566,21794,27726,41973
23,2482,2482.000,10586,11408,11792,12898,12336,15858,21190,28280,39198
24,2486,2486.000,10577,11378,11725,12872,12282,16817,21379,28160,36859
25,2350,2350.000,10567,11412,11771,13628,12402,19321,23453,55736,73006
26,2471,2471.000,10617,11415,11771,12958,12347,17226,22199,27935,36444
27,2450,2450.000,10592,11370,11701,13024,12295,18227,22235,29484,43289
28,2462,2462.000,10494,11393,11725,12975,12332,17535,22311,28233,43113
