Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.200,13440.955,10.316,83.056,3024.024,28108.013,42219.802,45261.406,50265.161,50265.161,0.000
5,1.000,71950.523,65313.521,68348.939,68352.673,73336.707,84400.776,84400.776,84400.776,84400.776,0.000
10,0.600,57949.695,48242.422,48242.422,55277.515,70329.147,70329.147,70329.147,70329.147,70329.147,0.000
15,0.600,44574.302,33197.388,33197.388,42228.450,58297.067,58297.067,58297.067,58297.067,58297.067,0.000
20,0.400,65339.714,63339.839,63339.839,67339.588,67339.588,67339.588,67339.588,67339.588,67339.588,0.000
25,0.800,34708.083,30200.809,31190.722,34199.786,43241.016,43241.016,43241.016,43241.016,43241.016,0.000
30,0.800,40205.466,32184.312,36212.083,45196.743,47228.727,47228.727,47228.727,47228.727,47228.727,0.000
35,0.600,36173.273,25124.572,25124.572,36190.922,47204.325,47204.325,47204.325,47204.325,47204.325,0.000
40,0.800,29378.611,8039.914,27127.478,35175.662,47171.388,47171.388,47171.388,47171.388,47171.388,0.000
45,0.600,60272.905,46169.417,46169.417,63307.731,71341.566,71341.566,71341.566,71341.566,71341.566,0.000
50,0.400,59800.579,59291.482,59291.482,60309.675,60309.675,60309.675,60309.675,60309.675,60309.675,0.000
55,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
60,0.200,31140.365,31140.365,31140.365,31140.365,31140.365,31140.365,31140.365,31140.365,31140.365,0.000
65,0.200,30133.299,30133.299,30133.299,30133.299,30133.299,30133.299,30133.299,30133.299,30133.299,0.000
70,0.800,35919.085,29126.333,33122.456,37175.001,44252.550,44252.550,44252.550,44252.550,44252.550,0.000
75,0.600,27795.195,17085.684,17085.684,29099.799,37200.102,37200.102,37200.102,37200.102,37200.102,0.000
80,0.600,18750.291,11056.170,11056.170,20095.075,25099.627,25099.627,25099.627,25099.627,25099.627,0.000
85,0.600,12062.445,5022.725,5022.725,11049.839,20114.770,20114.770,20114.770,20114.770,20114.770,0.000
90,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
95,0.200,21152.933,21152.933,21152.933,21152.933,21152.933,21152.933,21152.933,21152.933,21152.933,0.000
