Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.800,2063.307,6.655,1028.814,2015.071,3019.239,4069.635,4070.994,4076.836,4076.836,0.000
5,21.000,2122.026,6.032,1019.114,2017.584,3018.980,4017.478,4022.859,5012.743,5022.216,0.000
10,12.000,2048.412,5.735,1012.124,2012.217,2023.514,4021.002,5025.703,6030.781,6030.781,0.000
15,11.400,2700.191,9.179,1006.139,3015.081,4018.014,5028.294,5036.968,6043.455,6043.455,0.000
20,21.600,1567.347,4.541,1003.445,1034.899,2036.003,3034.872,3043.842,4033.946,5054.293,0.001
25,16.200,1678.857,4.521,1004.221,2001.545,2022.599,3016.343,3028.580,5018.643,5018.643,0.001
30,27.800,1380.049,5.356,1004.110,1026.926,2026.593,3015.698,3023.121,3028.915,4033.760,0.001
35,10.400,3252.072,12.284,2012.815,3025.422,4031.403,6033.620,7034.026,7046.954,7046.954,0.000
40,12.400,2211.049,4.565,1016.579,2023.528,3026.224,4021.398,4027.301,5022.414,5022.414,0.000
45,18.800,2032.712,4.815,1003.620,2006.893,3012.258,4020.421,5015.019,6040.213,6040.213,0.000
50,12.400,2419.925,5.036,1016.942,2024.502,3025.316,4034.589,5035.000,7036.684,7036.684,0.000
55,14.600,2229.448,4.426,1013.271,2011.634,3007.371,4015.058,5018.945,7023.384,7023.384,0.000
60,12.200,2570.641,4.137,1006.150,2016.121,4017.328,5022.370,5031.416,6044.691,6044.691,0.000
65,14.800,2167.607,12.677,1011.787,2024.924,3021.460,4033.677,5018.304,5045.261,5045.261,0.000
70,18.000,1581.560,4.512,1006.781,1019.848,2018.051,3029.297,4033.471,5019.263,5019.263,0.001
75,14.800,2312.455,4.829,1009.733,2022.258,3030.777,4026.741,5018.052,5036.248,5036.248,0.000
80,23.400,1647.470,4.399,1006.761,1019.606,2022.591,3023.581,4029.894,8030.381,8041.084,0.001
85,8.400,3808.210,1001.675,2009.484,5014.169,5037.322,6013.742,6029.438,7038.707,7038.707,0.000
90,19.000,1405.999,4.291,26.190,1030.936,2029.934,3019.121,3029.987,4014.076,4014.076,0.001
95,21.400,1795.057,4.077,1001.968,1016.247,2997.296,4009.694,5009.404,6040.541,7016.662,0.001
100,9.200,2323.924,4.408,1015.558,2041.612,3036.800,4029.996,5022.150,5035.906,5035.906,0.000
105,24.000,1523.519,4.393,1005.757,1025.347,2018.870,3022.643,3028.952,4010.835,4019.653,0.001
110,17.400,1880.711,4.285,1010.003,2017.214,3017.942,4025.671,4031.628,5037.433,5037.433,0.001
115,6.400,1733.082,14.422,1006.204,2011.148,2029.300,3022.913,3023.679,3025.768,3025.768,0.001
