Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1433.200,22.325,4.728,16.019,16.913,18.606,25.592,27.730,41.778,1022.119,0.045
5,1235.600,31.922,3.341,15.221,15.834,16.692,24.343,26.490,1021.637,2028.625,0.031
10,1095.200,22.418,3.397,14.962,15.636,16.614,25.717,26.617,35.195,1026.123,0.045
15,1532.200,20.871,3.229,15.000,15.597,16.440,25.299,27.321,48.342,1048.012,0.048
20,1143.600,27.982,3.336,15.109,15.771,17.173,25.693,28.136,971.552,1028.432,0.036
25,888.800,36.002,3.298,15.079,15.698,16.495,24.836,26.591,1025.772,1037.969,0.028
30,1580.200,20.235,3.368,15.092,15.693,16.526,25.295,26.695,28.894,1030.696,0.049
35,1632.800,19.587,3.825,14.831,15.425,16.123,20.211,25.990,28.968,1031.972,0.051
40,1152.000,27.771,4.590,14.859,15.431,16.403,26.628,27.603,1026.390,1040.931,0.036
45,1945.400,16.441,4.571,14.889,15.469,16.297,25.497,27.003,35.844,42.720,0.061
50,1549.600,20.648,3.679,15.057,15.703,16.505,25.014,27.330,48.364,1036.854,0.048
55,1179.000,27.131,3.381,14.856,15.493,16.414,25.564,27.884,995.452,1026.630,0.037
60,1209.400,26.896,4.539,14.954,15.534,16.319,26.014,27.163,1020.073,1036.629,0.037
65,1541.600,20.407,3.183,14.921,15.596,16.455,26.063,27.931,38.590,924.249,0.049
70,1650.000,19.390,4.561,14.915,15.513,16.298,25.509,27.332,36.964,810.332,0.052
75,1953.800,16.399,4.524,14.931,15.539,16.409,25.729,27.611,36.508,42.040,0.061
80,1533.600,20.823,3.410,14.930,15.549,16.501,25.868,27.780,40.899,1031.077,0.048
85,1172.400,27.283,4.582,15.005,15.655,16.558,26.939,28.724,996.792,1031.351,0.037
90,1576.800,20.327,4.124,14.845,15.430,16.188,25.985,28.189,40.898,1029.578,0.049
95,1559.800,20.489,4.545,14.906,15.488,16.207,27.336,28.649,40.812,1011.139,0.049
100,1922.000,16.643,3.302,14.993,15.652,16.612,26.555,28.213,31.448,43.838,0.060
105,1617.800,19.768,4.627,15.040,15.636,16.452,26.757,28.259,38.932,821.366,0.051
110,1910.600,16.744,3.911,15.144,15.761,16.601,26.584,28.629,39.441,57.835,0.060
115,1979.200,16.111,4.576,14.998,15.552,16.176,19.436,28.118,35.197,60.172,0.062
