Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1938.400,16.510,4.819,15.847,16.586,17.635,19.703,21.458,27.583,88.363,0.061
5,2102.400,15.210,4.671,15.236,15.746,16.264,16.876,17.429,20.154,78.564,0.066
10,2144.400,14.919,4.675,15.079,15.613,16.154,16.797,17.368,19.627,26.403,0.067
15,2157.400,14.827,4.643,15.019,15.541,16.051,16.645,17.085,18.725,27.665,0.067
20,2155.600,14.835,4.629,14.996,15.528,16.067,16.678,17.245,19.514,24.121,0.067
25,2157.600,14.820,4.587,14.913,15.420,15.989,16.761,17.417,19.895,29.846,0.067
30,2152.000,14.865,4.523,14.945,15.472,16.017,16.671,17.385,21.682,29.032,0.067
35,2191.400,14.601,4.570,14.779,15.284,15.813,16.392,16.902,18.832,27.831,0.068
40,2183.200,14.653,4.571,14.851,15.358,15.884,16.436,16.969,18.505,25.323,0.068
45,2178.400,14.674,4.527,14.856,15.367,15.877,16.439,17.008,18.947,30.594,0.068
50,2160.800,14.810,4.567,14.804,15.320,15.837,16.438,16.998,18.921,84.031,0.068
55,2167.600,14.760,4.556,14.902,15.386,15.914,16.529,17.113,21.278,28.241,0.068
60,2150.800,14.877,4.580,14.821,15.357,15.976,16.800,18.039,23.193,30.259,0.067
65,2167.400,14.761,4.633,14.906,15.438,15.976,16.584,17.154,20.213,23.929,0.068
70,2178.000,14.682,4.557,14.899,15.391,15.914,16.453,16.929,18.819,26.588,0.068
75,2187.600,14.621,4.618,14.838,15.353,15.839,16.360,16.795,18.458,29.457,0.068
80,2144.400,14.919,4.645,15.035,15.594,16.199,16.932,17.514,19.246,25.021,0.067
85,2127.400,15.039,4.610,15.102,15.645,16.235,16.980,17.815,21.760,28.754,0.066
90,2109.200,15.223,4.681,15.250,15.779,16.349,17.034,17.654,23.635,85.996,0.066
95,2144.200,14.860,4.551,14.776,15.289,15.840,16.529,17.417,22.650,85.103,0.067
100,2196.400,14.575,4.561,14.733,15.249,15.797,16.485,17.109,18.320,26.268,0.069
105,2191.600,14.592,4.561,14.762,15.258,15.760,16.335,16.939,19.156,27.590,0.069
110,2187.000,14.628,4.577,14.809,15.324,15.830,16.387,16.877,19.529,24.562,0.068
115,2167.600,14.707,4.501,14.771,15.270,15.803,16.498,17.459,22.428,27.506,0.068
