Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2138,2138.000,10721,12146,12790,15077,13985,21472,25193,60154,74538
1,2250,2250.000,10653,11925,12488,14186,13572,20780,23989,31797,42548
2,2331,2331.000,10637,11639,12151,13720,13115,20301,22563,30777,45533
3,2332,2332.000,10628,11595,12077,13704,12941,20151,22695,30810,67844
4,2320,2320.000,10604,11586,12108,13807,13192,20678,23090,32588,43571
5,2298,2298.000,10571,11576,12103,13904,13093,20844,23737,32456,49861
6,2312,2312.000,10533,11607,12091,13882,13153,20865,23421,31803,68722
7,2226,2226.000,10544,11632,12107,14362,13121,20902,24302,58320,74959
8,2362,2362.000,10597,11573,12041,13504,12868,20121,22489,29467,41103
9,2325,2325.000,10623,11599,12079,13769,13075,20518,23369,30304,48011
10,2341,2341.000,10574,11499,11993,13673,13051,20288,23051,31242,51284
11,2335,2335.000,10462,11570,12018,13727,12855,20517,23296,32491,55516
12,2329,2329.000,10488,11524,12040,13773,13158,20308,23179,31602,49055
13,2353,2353.000,10658,11553,12047,13513,12969,19999,22374,29135,40156
14,2354,2354.000,10569,11561,12045,13619,13003,19986,22612,29622,40520
15,2313,2313.000,10630,11588,12065,13790,13082,20508,23195,32289,46787
16,2240,2240.000,10488,11566,12040,14285,13001,20332,23837,63707,94979
17,2337,2337.000,10618,11577,12084,13716,13004,20312,23118,30709,50733
18,2340,2340.000,10624,11564,12085,13632,13046,20167,22817,29578,46595
19,2373,2373.000,10533,11595,12105,13489,12995,19698,22203,28221,40253
20,2328,2328.000,10514,11516,11974,13745,12958,20329,23157,32038,59734
21,2365,2365.000,10564,11522,11994,13518,12810,19863,22965,31321,43754
22,2349,2349.000,10571,11553,12067,13612,12945,20143,22663,29641,43437
23,2364,2364.000,10561,11573,12026,13589,12879,20046,22898,31619,68816
24,2325,2325.000,10674,11628,12120,13708,13030,20483,23069,29884,47641
25,2219,2219.000,10630,11590,12053,14432,13054,20761,24561,64469,82671
26,2356,2356.000,10675,11552,12026,13575,12895,20041,22903,30083,47655
27,2345,2345.000,10594,11578,12056,13635,12996,20344,23023,29272,41161
28,2372,2372.000,10518,11593,12009,13482,12981,19693,22067,28802,43500
29,2309,2309.000,10519,11619,12123,13847,13282,20412,22865,32971,64318
30,2361,2361.000,10652,11534,12006,13555,12880,20126,22587,30573,50524
31,2355,2355.000,10342,11533,11962,13573,12884,20341,23179,30915,36798
32,2347,2347.000,10720,11624,12112,13635,12983,20087,22761,30473,47393
33,2363,2363.000,10645,11508,11939,14086,12697,20094,23352,60142,146076
34,2248,2248.000,10629,11566,12054,13655,13029,19941,23246,30697,57918
35,2324,2324.000,10562,11659,12150,13799,13111,20362,23152,31486,50268
36,2333,2333.000,10628,11576,12084,13698,12884,20675,23175,30888,54431
37,2344,2344.000,10604,11606,12116,13645,13055,20235,22379,30047,43310
38,2357,2357.000,10638,11591,12056,13546,12880,20076,22554,29080,42487
39,2348,2348.000,10663,11598,12071,13619,12869,20246,22691,31445,45179
40,2310,2310.000,10632,11622,12155,13853,13293,20190,23131,33744,52277
41,2237,2237.000,10561,11633,12167,14305,13482,22057,25294,33922,41063
42,2219,2219.000,10650,11583,12027,14420,12936,20557,24219,66405,85215
43,2336,2336.000,10740,11669,12158,13690,13050,20260,23103,30162,40262
44,2359,2359.000,10572,11656,12070,13587,12919,19859,22380,29761,44784
45,2275,2275.000,10568,11675,12164,14066,13327,20714,24095,34424,52834
46,2306,2306.000,10558,11607,12067,13855,12889,20614,23352,32939,67611
47,2332,2332.000,10639,11647,12143,13712,13079,20117,22640,30811,49604
48,2351,2351.000,10506,11636,12060,13610,12928,20168,23054,30929,40276
49,2344,2344.000,10749,11688,12175,13646,12951,20198,22635,29993,52414
50,2345,2345.000,10606,11621,12117,13655,13016,20006,22434,30138,49481
51,2212,2212.000,10597,11559,12042,14433,13029,20748,24081,64692,85546
52,2364,2364.000,10602,11567,12042,13557,12917,20000,22264,30285,40126
53,2352,2352.000,10636,11640,12106,13599,12866,19847,22278,31147,45193
54,2312,2312.000,10558,11699,12211,13821,13257,20331,23618,30272,44690
55,2296,2296.000,10591,11674,12156,13937,13208,20600,23237,31829,77176
56,2336,2336.000,10703,11578,12042,13700,12996,20312,23132,30986,46965
57,2319,2319.000,10661,11649,12138,13799,13022,20534,23397,32147,42399
58,2332,2332.000,10613,11584,12092,13687,13073,20279,23084,30875,45466
59,2338,2338.000,10617,11597,12103,13703,12930,20497,22965,30406,43534
60,2245,2245.000,10577,11614,12081,14235,12956,19983,23178,64306,90622
61,2200,2200.000,10465,11720,12385,14563,15478,21281,23891,33333,56479
62,2346,2346.000,10567,11541,12026,13641,12855,20577,23565,32620,49410
63,2377,2377.000,10508,11524,12006,13406,12858,19556,22467,31251,42113
64,2358,2358.000,10425,11521,12012,13624,12939,20366,22858,29280,62582
65,2330,2330.000,10488,11502,12003,13713,12964,20684,23429,31548,42263
66,2290,2290.000,10699,11592,12085,13937,13140,20884,23620,31578,57691
67,2341,2341.000,10216,11540,12015,13695,13036,20599,23418,30014,55696
68,2321,2321.000,10678,11608,12084,14326,12987,20699,24192,63733,87724
69,2259,2259.000,10575,11595,12084,13644,12972,20058,23100,30263,52000
70,2327,2327.000,10623,11637,12132,13683,13041,20099,22628,30012,49054
71,2318,2318.000,10672,11593,12056,13812,13026,20516,23213,30719,44150
72,2347,2347.000,10496,11598,12080,13659,13019,20222,22856,30086,48496
73,2335,2335.000,10542,11651,12147,13700,13099,20056,22961,29923,41241
74,2373,2373.000,10671,11552,12020,13466,12863,20038,22314,29186,39747
75,2295,2295.000,10493,11626,12136,13936,13130,20913,23470,31938,48726
76,2311,2311.000,10578,11683,12217,13884,13291,20721,23135,31234,45156
77,2208,2208.000,10639,11556,12060,14425,13081,20546,24832,68897,97787
78,2343,2343.000,10455,11594,12067,13668,13003,20074,23097,32338,68034
79,2175,2175.000,10559,11819,12519,15548,14580,21708,25551,33901,1026045
80,1778,1778.000,10586,11723,12303,17047,14142,22752,26557,39687,842228
81,944,944.000,10951,24939,27045,35296,47262,54892,77765,130697,278533
82,1608,1608.000,10606,11590,12205,19047,17739,45769,51356,73568,182140
83,2185,2185.000,10436,11683,12348,14587,13931,22094,28183,38868,79787
84,2001,2001.000,10265,11459,12080,16379,13598,21436,32098,126578,239993
85,1953,1953.000,10439,11511,12143,16004,13955,22832,32580,102402,249123
