Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2274.200,14.082,10.604,11.750,12.305,13.379,20.603,23.408,33.393,74.538,0.071
5,2304.600,13.880,10.533,11.599,12.084,13.055,20.618,23.391,31.978,74.959,0.072
10,2342.400,13.661,10.462,11.542,12.029,12.994,20.212,22.967,30.498,55.516,0.073
15,2320.600,13.778,10.488,11.577,12.076,13.023,20.214,22.929,31.543,94.979,0.073
20,2346.200,13.634,10.514,11.551,12.036,12.921,20.178,22.940,30.702,68.816,0.073
25,2320.200,13.787,10.518,11.585,12.057,13.044,20.234,23.058,32.004,82.671,0.073
30,2334.800,13.702,10.342,11.553,12.011,12.891,20.093,22.976,31.991,146.076,0.073
35,2341.200,13.662,10.562,11.602,12.096,12.957,20.298,22.798,30.755,54.431,0.073
40,2292.200,13.963,10.561,11.632,12.114,13.133,20.452,23.500,33.421,85.215,0.072
45,2321.600,13.776,10.506,11.649,12.125,13.021,20.338,23.124,31.522,67.611,0.073
50,2317.000,13.806,10.558,11.613,12.101,13.007,20.204,22.788,32.246,85.546,0.072
55,2324.200,13.765,10.591,11.615,12.106,13.026,20.449,23.181,31.239,77.176,0.073
60,2305.200,13.881,10.425,11.580,12.077,13.101,20.331,23.198,33.333,90.622,0.072
65,2308.200,13.864,10.216,11.566,12.055,13.018,20.547,23.578,32.152,87.724,0.072
70,2340.000,13.664,10.496,11.604,12.087,13.016,20.158,22.810,30.012,49.054,0.073
75,2266.400,14.275,10.455,11.649,12.176,13.362,20.679,23.926,33.700,1026.045,0.070
80,1703.200,18.660,10.265,11.676,12.448,17.824,29.126,48.485,77.894,842.228,0.054
85,2166.800,14.697,10.439,11.626,12.203,13.658,21.999,26.907,42.552,249.123,0.068
90,2264.200,14.134,10.536,11.614,12.150,13.526,21.077,24.289,33.190,59.618,0.071
95,2013.000,15.893,10.093,11.540,12.043,13.053,20.682,24.282,37.110,1045.132,0.063
100,1583.400,20.227,10.277,11.913,13.023,18.316,30.902,53.747,125.475,308.013,0.049
105,2134.600,14.971,10.408,11.713,12.448,14.151,22.285,28.567,44.865,398.688,0.067
110,1770.000,18.074,10.419,11.852,12.768,17.855,28.058,38.107,82.195,313.947,0.055
115,2194.000,14.533,10.488,11.675,12.284,13.681,21.867,27.163,38.908,87.907,0.069
