Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1582,1582.000,11150,13297,15476,20270,22743,32534,43581,79864,103161
1,1983,1983.000,10784,12647,13767,16113,19014,23200,25747,34196,46623
2,2087,2087.000,10814,12265,13282,15295,18231,21695,23787,29657,43654
3,2133,2133.000,10516,12244,13094,15035,17437,21596,23407,28030,37753
4,1828,1828.000,10227,12079,13163,17516,18533,23798,32111,85849,98304
5,2109,2109.000,10367,12060,12935,15158,18123,21916,23954,30966,40392
6,2030,2030.000,10685,12283,13394,15779,18931,23655,25815,31838,47334
7,1977,1977.000,10817,12530,13738,16126,19386,24248,26290,31357,50063
8,1943,1943.000,10746,12515,13941,16443,20681,24114,26477,33544,44883
9,1851,1851.000,10284,12376,13668,17324,20279,25282,29322,69180,114654
10,1952,1952.000,10648,12499,13741,16385,20826,24421,26485,32012,54055
11,1982,1982.000,10573,12344,13541,16133,20176,23924,25716,35114,64527
12,1901,1901.000,10680,12439,13631,16984,20485,24235,26773,64357,105747
13,1820,1820.000,10478,12575,14031,17411,20930,26382,31011,47598,88478
14,1910,1910.000,10735,12613,14010,16790,21158,24974,26922,38409,62224
15,1973,1973.000,10770,12495,13602,16128,19793,23859,26125,31763,50956
16,1978,1978.000,10583,12490,13779,16224,20477,24000,25830,31539,47809
17,1946,1946.000,10362,12449,13643,16467,20383,24214,26052,36318,95709
18,1999,1999.000,10722,12387,13563,15987,19111,23798,25940,35207,49434
19,1938,1938.000,10767,12460,13693,16553,20995,24651,26930,35261,55632
20,1972,1972.000,10786,12495,13731,16166,20106,23623,25317,34602,60752
21,1842,1842.000,10684,12555,13857,17395,20967,24830,27470,72147,86827
22,1939,1939.000,10324,12434,13665,16471,20221,24103,26494,40133,88511
23,1991,1991.000,10687,12442,13614,16073,19979,23578,25387,34753,53451
24,1937,1937.000,10863,12450,13777,16538,21246,24680,26039,34885,48641
25,2004,2004.000,10599,12403,13563,15964,19946,23834,25631,32082,42380
26,1939,1939.000,10446,12473,13684,16478,20065,23969,27000,40764,83443
27,2008,2008.000,10710,12410,13413,15910,19823,23725,25552,30477,37918
28,1960,1960.000,10587,12538,13803,16355,20261,24106,26261,34457,55237
29,1989,1989.000,10547,12423,13590,16070,19983,23555,25882,33083,43950
30,1884,1884.000,10808,12308,13399,16991,20076,24311,28064,71710,88109
31,1868,1868.000,10370,12384,13810,17211,21168,25426,29183,43850,90532
32,1904,1904.000,10714,12464,13860,16748,20529,24986,28976,36943,56244
33,1981,1981.000,10690,12409,13651,16138,20224,24100,25908,31955,46730
34,1949,1949.000,10538,12492,13765,16421,20627,24116,26189,34345,50409
35,1937,1937.000,10509,12463,13751,16458,19690,23818,26113,43188,83901
36,1998,1998.000,10764,12454,13577,16034,19870,23750,26003,32666,50804
37,1960,1960.000,10534,12481,13620,16324,20719,24347,25796,34108,46992
38,1887,1887.000,10782,12458,13599,16950,20057,23603,26113,80161,92437
39,2002,2002.000,10786,12512,13730,16245,19639,23441,25537,34703,100530
40,1982,1982.000,10232,12279,13540,15874,18822,23461,25380,35303,91499
41,1982,1982.000,10446,12456,13536,16160,20383,23871,25776,30940,64302
42,2003,2003.000,10576,12329,13453,15932,19373,23614,25799,35319,43060
43,1940,1940.000,10282,12351,13658,16484,20021,23965,26429,40803,94280
44,1975,1975.000,10814,12642,13860,16265,20343,23685,25369,33212,48386
45,1990,1990.000,10589,12522,13672,15995,19925,23502,25291,31028,51693
46,1983,1983.000,10671,12406,13645,16167,20136,23789,25832,32254,47230
47,1826,1826.000,10720,12411,13920,17552,21068,25058,29736,65570,106304
48,1929,1929.000,10444,12426,13780,16528,19971,24179,26636,41330,88827
49,1890,1890.000,10465,12534,13988,16929,21341,24528,27939,37719,54183
50,1936,1936.000,10933,12667,14278,16509,20294,23920,26056,31505,49329
