Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1922.600,16.647,10.227,12.411,13.560,19.026,23.469,27.581,51.804,103.161,0.060
5,1982.000,16.136,10.284,12.324,13.522,19.347,23.907,26.185,34.944,114.654,0.062
10,1913.000,16.728,10.478,12.491,13.774,20.711,24.605,27.200,40.531,105.747,0.060
15,1966.800,16.270,10.362,12.461,13.650,20.316,24.124,26.125,33.632,95.709,0.061
20,1936.200,16.517,10.324,12.476,13.716,20.542,24.138,26.108,37.674,88.511,0.061
25,1980.000,16.153,10.446,12.453,13.604,20.043,23.838,26.001,34.223,83.443,0.062
30,1917.200,16.694,10.370,12.418,13.704,20.529,24.537,27.376,40.075,90.532,0.060
35,1956.800,16.396,10.509,12.474,13.655,20.018,23.750,25.848,37.663,100.530,0.061
40,1976.400,16.141,10.232,12.414,13.611,19.862,23.721,25.777,34.906,94.280,0.062
45,1923.600,16.617,10.444,12.463,13.791,20.574,24.197,26.645,38.742,106.304,0.060
50,1976.400,16.188,10.596,12.477,13.694,20.091,23.751,25.695,33.171,86.031,0.062
55,1770.000,18.106,10.289,12.551,13.889,21.145,25.416,31.382,46.149,1031.267,0.055
60,1962.400,16.274,10.439,12.466,13.720,20.044,23.990,26.357,36.746,72.535,0.061
65,1930.400,16.586,10.406,12.440,13.681,20.231,24.076,26.763,39.421,107.959,0.060
70,1958.600,16.329,10.521,12.463,13.653,20.171,24.029,26.166,35.079,87.445,0.061
75,1965.000,16.279,10.465,12.411,13.651,20.268,23.784,25.941,34.370,101.261,0.061
80,1958.800,16.335,10.425,12.410,13.637,20.081,23.930,26.201,36.745,108.464,0.061
85,1953.600,16.373,10.257,12.429,13.663,20.428,24.058,26.353,35.555,102.912,0.061
90,1946.800,16.435,10.235,12.419,13.634,20.267,24.237,26.562,38.110,105.017,0.061
95,1975.600,16.197,10.565,12.435,13.692,20.256,23.819,25.816,33.329,85.813,0.062
100,1944.800,16.456,10.392,12.423,13.692,20.065,23.912,26.444,38.423,97.455,0.061
105,1978.000,16.171,10.627,12.443,13.624,20.254,24.023,26.123,33.363,56.997,0.062
110,1935.200,16.536,10.334,12.456,13.722,20.308,24.062,26.679,38.569,102.973,0.060
115,1966.600,16.212,10.438,12.403,13.609,20.097,23.891,26.127,34.188,115.123,0.062
