Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,946.600,33.873,19.856,27.764,30.985,35.857,45.024,54.084,77.482,193.332,0.030
5,931.400,34.966,15.983,26.508,29.981,34.747,43.116,54.129,84.017,1034.406,0.029
10,952.000,33.013,14.551,26.721,30.334,35.067,43.550,51.592,75.468,359.233,0.030
15,961.000,33.318,14.534,26.210,29.378,34.056,41.456,49.540,72.560,1033.636,0.030
20,929.400,34.433,16.429,26.905,30.322,35.349,43.607,52.156,73.988,1017.577,0.029
25,971.800,32.925,16.276,27.260,30.543,35.146,43.674,52.408,67.482,134.774,0.030
30,961.000,33.307,14.210,27.393,30.819,35.640,44.385,52.588,71.847,121.246,0.030
35,974.200,32.828,15.757,27.318,30.630,35.092,43.073,51.497,68.730,99.224,0.030
40,962.600,33.227,17.374,27.460,30.839,35.798,44.280,52.128,68.541,98.471,0.030
45,978.600,32.672,15.439,27.022,30.395,35.240,43.240,51.155,67.780,107.439,0.031
50,984.000,32.567,18.530,27.160,30.199,35.178,43.297,50.271,65.250,101.543,0.031
55,975.800,32.758,12.993,27.337,30.503,35.285,43.455,50.768,65.531,115.751,0.031
60,951.400,33.632,17.260,27.661,31.161,36.134,44.855,53.535,71.075,128.682,0.030
65,955.200,33.513,18.029,26.650,30.033,34.970,43.005,49.655,68.095,1058.129,0.030
70,958.800,33.391,15.320,27.374,30.924,36.201,44.593,53.287,70.211,106.875,0.030
75,753.600,42.386,13.376,28.969,33.385,41.972,56.599,93.649,180.267,459.450,0.024
80,850.200,38.395,14.640,28.645,33.595,41.640,51.384,60.302,108.582,1027.383,0.026
85,822.400,38.162,13.779,26.991,30.406,35.628,47.791,71.610,183.013,1028.969,0.026
90,956.800,33.427,17.022,27.389,30.947,35.981,43.793,52.578,76.917,138.590,0.030
95,975.200,32.811,19.585,27.309,30.679,35.581,43.076,50.107,65.729,94.641,0.030
100,961.400,33.282,12.845,27.222,30.527,35.317,43.623,51.551,76.144,741.094,0.030
105,921.400,34.739,15.618,27.099,30.679,35.716,43.446,52.941,75.366,1026.608,0.029
110,830.600,38.435,13.734,23.433,29.466,38.632,54.258,79.135,205.107,387.960,0.026
115,1351.400,23.569,15.320,20.806,22.430,24.600,28.367,33.211,44.471,73.302,0.042
