Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2262.600,14.147,10.474,11.861,12.548,13.726,20.765,23.202,30.577,92.108,0.071
5,2283.000,14.014,10.348,11.734,12.365,13.508,20.720,22.856,31.185,103.607,0.071
10,2315.600,13.809,10.325,11.724,12.316,13.392,20.350,22.585,29.168,72.076,0.072
15,2330.800,13.723,10.455,11.663,12.265,13.387,20.272,22.608,27.876,76.505,0.073
20,2315.400,13.824,10.295,11.672,12.284,13.400,20.395,22.604,29.173,78.696,0.072
25,2320.800,13.782,10.295,11.673,12.291,13.504,20.477,22.598,28.279,70.185,0.073
30,2315.800,13.812,10.369,11.650,12.257,13.369,20.474,22.696,29.294,71.626,0.072
35,2311.000,13.845,10.269,11.657,12.283,13.404,20.541,22.650,29.560,89.307,0.072
40,2333.200,13.711,10.355,11.672,12.261,13.385,20.272,22.521,28.974,82.929,0.073
45,2314.800,13.824,10.247,11.678,12.273,13.403,20.429,22.673,29.302,82.452,0.072
50,2326.800,13.744,10.419,11.672,12.289,13.392,20.327,22.552,27.988,83.734,0.073
55,2296.200,13.938,10.385,11.679,12.323,13.524,20.368,22.883,31.197,78.502,0.072
60,2320.400,13.786,10.399,11.671,12.297,13.466,20.390,22.757,28.815,81.673,0.073
65,2322.800,13.771,10.234,11.635,12.230,13.259,20.434,22.709,29.503,91.708,0.073
70,2302.600,13.895,10.433,11.680,12.299,13.420,20.506,22.782,30.611,77.512,0.072
75,2333.400,13.716,10.266,11.638,12.239,13.312,20.376,22.744,28.051,90.007,0.073
80,2292.400,13.954,10.436,11.674,12.300,13.462,20.671,22.932,31.294,89.992,0.072
85,1571.600,20.416,10.165,11.736,12.636,14.715,22.998,83.219,161.052,249.525,0.049
90,1258.800,25.357,10.470,12.408,14.931,32.151,55.142,67.249,102.255,203.582,0.039
95,2273.000,14.070,10.485,11.717,12.368,13.662,21.171,24.110,31.745,77.544,0.071
100,2318.800,13.792,10.404,11.667,12.281,13.308,20.437,22.762,29.296,134.094,0.073
105,2037.600,15.707,10.415,11.902,12.767,15.025,23.911,31.760,54.045,104.230,0.064
110,1618.200,19.784,10.146,11.865,12.889,16.730,32.988,54.953,123.471,248.396,0.051
115,2169.000,14.693,10.308,11.873,12.613,14.286,22.233,27.096,36.430,95.601,0.068
