Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.800,1743.415,5.587,1015.545,1082.642,2080.797,3034.181,4031.553,5041.183,6074.370,0.001
5,9.000,4427.418,9.660,3041.059,4046.413,6062.517,7067.608,7079.946,9088.960,9088.960,0.000
10,8.400,3165.292,988.859,2012.540,3022.597,4044.103,5037.466,6028.553,7049.046,7049.046,0.000
15,21.400,2337.705,4.616,88.725,1084.503,4031.029,6022.705,7026.618,9015.480,9031.293,0.000
20,4.800,2935.242,1001.668,1003.076,3021.140,4028.948,6037.406,6058.747,8064.451,8064.451,0.000
25,12.200,2980.289,4.270,1038.879,3014.319,4046.511,6060.105,6074.449,7066.998,7066.998,0.000
30,9.200,2848.131,4.945,2008.085,3018.694,4031.862,5033.955,5041.114,5044.563,5044.563,0.000
35,15.600,2241.633,4.946,1013.074,2023.643,3037.047,4054.593,5041.909,5058.884,5058.884,0.000
40,14.600,1943.727,4.807,1007.898,2024.205,3024.553,3082.251,4040.012,6042.493,6042.493,0.001
45,11.200,3817.537,5.041,1025.613,4023.932,6051.987,7062.454,8061.373,9060.065,9060.065,0.000
50,8.000,2423.192,4.228,1002.085,3022.212,4029.058,4045.330,5042.664,6050.339,6050.339,0.000
55,24.200,1635.297,4.141,36.658,1040.295,3020.376,3053.737,4020.821,4030.859,4039.194,0.001
60,23.600,1093.511,4.252,53.825,1018.810,2003.528,2072.542,3018.344,3025.074,3027.807,0.001
65,29.200,1252.418,4.028,970.321,1020.791,1992.453,2033.622,3062.447,5066.576,5071.840,0.001
70,14.400,1903.352,4.839,1015.704,2011.088,2964.502,3030.380,4038.142,4047.189,4047.189,0.001
75,15.200,3417.140,4.883,1017.755,3000.622,5033.097,8058.225,9055.214,11089.186,11089.186,0.000
80,5.000,3954.508,4.655,1029.249,3997.908,6069.963,8060.048,8073.293,8104.417,8104.417,0.000
85,10.200,2166.095,4.633,1046.877,2017.498,3021.353,4030.346,4060.621,5029.571,5029.571,0.000
90,22.400,1382.135,4.040,1010.620,1039.080,2028.281,2056.755,3040.568,4040.014,4044.212,0.001
95,17.600,1954.851,5.026,1011.777,2021.371,3018.935,4036.569,4041.437,5051.733,5051.733,0.001
100,20.200,1726.192,5.096,1016.223,1993.514,2070.927,3074.454,3091.540,4115.130,5086.819,0.001
105,16.000,1863.024,4.066,1003.180,2007.142,3023.514,3081.445,4059.869,4076.587,4076.587,0.001
110,16.400,2084.407,4.549,1019.724,2027.755,3049.273,3998.703,4009.301,4061.985,4061.985,0.000
115,12.800,1179.697,4.783,1001.647,1051.720,1962.239,2025.530,2059.035,3071.915,3071.915,0.001
