Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,502.600,68.529,4.081,16.498,24.474,37.433,67.654,391.387,918.532,1039.464,0.015
5,331.000,93.862,4.531,15.721,22.856,35.685,63.711,882.018,1022.733,1075.643,0.011
10,509.200,60.069,4.347,16.864,24.319,37.313,58.573,89.165,960.005,1057.781,0.017
15,578.600,58.470,4.266,18.185,25.673,38.494,57.392,80.323,923.753,1065.792,0.017
20,605.800,49.806,4.203,18.869,26.006,38.073,56.229,74.359,828.768,1024.523,0.020
25,639.200,50.030,4.596,19.142,26.795,39.685,58.341,79.008,884.790,1035.973,0.020
30,348.400,104.549,4.360,15.371,23.618,37.674,84.656,873.831,1046.359,1988.175,0.010
35,601.400,48.956,4.289,19.496,27.105,39.637,57.330,75.423,886.778,1059.194,0.020
40,434.000,69.422,3.889,16.739,25.905,40.745,66.603,104.048,984.056,1086.966,0.014
45,530.800,65.881,4.553,18.177,26.012,39.847,62.120,99.733,944.880,1082.769,0.015
50,640.000,50.220,4.283,18.678,26.923,40.294,57.463,75.637,889.620,1024.737,0.020
55,409.200,70.572,4.460,16.779,25.204,39.831,64.139,120.773,1000.762,1133.122,0.014
60,453.200,74.256,4.303,17.218,25.097,39.499,64.933,722.768,928.115,1074.067,0.013
65,482.600,68.716,4.418,16.689,24.475,38.931,63.227,197.407,923.544,1019.935,0.015
70,579.800,55.434,4.452,18.304,26.108,38.671,58.147,76.840,900.822,1067.771,0.018
75,463.600,66.672,4.318,16.741,24.506,37.816,58.885,140.957,922.840,1032.253,0.015
80,487.000,66.674,4.246,18.222,25.018,37.830,58.522,86.641,938.618,1950.267,0.015
85,411.000,72.157,4.258,16.650,24.267,38.453,64.825,688.213,937.916,1057.999,0.014
90,510.000,62.729,4.590,18.497,26.142,40.797,63.769,91.584,955.560,1068.305,0.016
95,420.400,76.024,4.266,15.921,24.123,37.387,60.766,721.291,941.742,1896.502,0.013
100,514.000,68.751,4.133,17.919,25.702,38.571,60.418,103.472,984.964,1880.689,0.015
105,425.200,75.424,3.985,18.176,25.602,38.831,60.784,690.708,1046.238,1307.472,0.013
110,541.600,59.291,3.776,18.314,26.637,39.497,58.503,86.275,999.342,1145.048,0.017
115,591.800,47.805,4.189,16.389,23.808,35.150,54.252,71.595,889.205,1047.410,0.021
