Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,246,246.000,4614,15312,22922,139801,97781,735947,801837,963488,1028466
1,924,924.000,5248,18013,25877,35432,39755,58521,77752,148340,1023792
2,211,211.000,5393,13167,20088,139769,32572,840470,912341,980710,1039464
3,657,657.000,4463,15636,22956,52407,33165,49768,127858,717874,861570
4,475,475.000,4081,17595,26229,86651,39861,64963,880214,938898,983208
5,419,419.000,4883,15190,21956,90633,33767,60225,828286,1028118,1055440
6,338,338.000,4908,16713,23590,110888,38385,70445,925097,998155,1063227
7,291,291.000,5398,18570,24599,73425,37059,50959,81273,1033831,1075643
8,164,164.000,4754,12221,20397,118523,40321,837344,882018,945045,945147
9,443,443.000,4531,15028,22425,88220,34025,59870,854452,1027190,1066558
10,789,789.000,5169,18663,25951,37222,38513,56684,71823,106095,1053480
11,208,208.000,4891,13122,21300,132469,35840,834716,882177,946991,1027863
12,372,372.000,4347,15949,24008,106784,37366,77370,960005,1028339,1057781
13,524,524.000,4642,13835,18932,68480,30372,61990,660870,887116,982782
14,653,653.000,5773,19154,26894,31249,40643,54530,66840,90779,117579
15,482,482.000,4653,17621,24313,80675,38141,55634,787673,920531,1005234
16,813,813.000,5360,19326,26915,30676,38936,54631,64042,85737,108522
17,626,626.000,4589,16525,24829,73466,39750,64189,743688,986708,1032192
18,564,564.000,4266,17954,25203,65662,36916,59590,632702,774028,862132
19,408,408.000,6234,19245,25751,54664,39594,59953,77523,1014881,1065792
20,193,193.000,4619,14549,19957,117238,31086,767198,882425,965924,976900
21,1042,1042.000,5449,20151,27352,30880,38907,53248,63325,85283,103039
22,946,946.000,4591,18943,26076,54676,37294,54890,73864,873885,1024523
23,359,359.000,4937,19792,26841,34386,39305,55480,63982,102968,692756
24,489,489.000,4203,16741,24303,65418,38584,70713,568922,666040,698132
25,954,954.000,5382,20056,28219,35879,39489,54120,66081,93495,1018414
26,873,873.000,5391,19187,26361,44113,38530,54759,76581,904247,1035973
27,232,232.000,4596,14319,21076,111857,37032,750292,839482,993501,1016031
28,197,197.000,4936,13602,20116,147880,31339,858174,924636,1004958,1005299
29,940,940.000,5536,20627,28468,34119,42759,60216,78624,105019,188382
30,521,521.000,5126,17706,26374,86323,37992,62440,824422,1017520,1988175
31,308,308.000,4360,12446,21244,102057,41388,117796,808734,964174,1054891
32,373,373.000,5015,15281,22929,92138,37233,77856,738994,991480,1054022
33,285,285.000,4436,14653,21946,129963,34299,892954,987334,1090022,1098786
34,255,255.000,5031,15471,22265,134545,40709,847138,915955,1038631,1080970
35,318,318.000,5885,20180,27108,30864,39632,52971,63213,80681,112695
36,1015,1015.000,5589,20449,28198,31454,38679,53617,64930,86746,137176
37,552,552.000,4289,15608,23697,75641,36641,58158,765049,1016251,1059194
38,669,669.000,4842,20576,28482,34253,43284,62741,78775,110563,138976
39,453,453.000,4373,18992,26485,90068,38982,71902,871451,954427,1016909
40,365,365.000,3889,11610,20783,101117,34687,63297,911009,1016184,1054376
41,547,547.000,4677,18141,28388,32344,41857,59306,70460,94290,157777
42,517,517.000,4357,17709,26684,85190,42387,73468,888585,971717,1021725
43,533,533.000,4976,18463,25561,85538,40568,71733,898201,1013576,1086966
44,208,208.000,4576,14155,23693,30813,39016,60877,75576,118098,153347
45,1018,1018.000,5554,19972,27165,31443,39416,55652,66875,89984,121561
46,350,350.000,4716,16843,26032,108544,39959,90623,916318,1015610,1082769
47,545,545.000,4553,17511,26985,78358,43457,70929,770459,895387,1004913
48,402,402.000,4805,16995,23311,83379,36451,64022,756656,1013763,1049197
49,339,339.000,4644,17211,24157,84439,37200,76151,866776,931692,1040425
50,260,260.000,4539,15690,24267,65889,39415,63800,726230,823781,862015
51,663,663.000,4661,17099,24871,68561,38247,58213,100306,926419,942504
52,589,589.000,6113,19783,27966,31594,40768,55811,66947,89388,113458
53,989,989.000,5746,20014,28420,32269,40834,56830,68115,97085,123787
54,699,699.000,4283,18213,26565,68088,40677,60537,99055,954523,1024737
55,320,320.000,5038,14125,22080,116151,39299,774815,916706,1000766,1133122
56,340,340.000,5871,20391,28782,32903,43099,57633,69641,98362,113546
57,266,266.000,4460,14267,23309,136007,38773,900280,969332,1048488,1102808
58,722,722.000,4684,16400,24403,65582,39165,63124,108656,958940,1064839
59,398,398.000,5664,19056,26281,31421,40119,57638,69100,95144,119342
60,297,297.000,4489,15509,23563,114596,37438,766133,865518,951196,990142
61,419,419.000,4726,15248,23512,82622,39473,86204,718996,818909,844256
62,353,353.000,4816,15303,23254,104940,39499,80178,902040,979191,1074067
63,699,699.000,6162,20476,27315,31842,40685,56070,68390,90565,113140
64,498,498.000,4303,17140,25189,80942,39254,63817,773145,961816,1023914
65,403,403.000,4668,16622,23982,92759,39445,66497,844140,934651,1015458
66,280,280.000,4418,12446,18533,118827,34850,734314,782768,984209,1002834
67,383,383.000,4762,16597,24256,99850,37667,76010,896929,1006685,1019935
68,370,370.000,5519,14587,22655,28908,35425,52927,67837,141117,172961
69,977,977.000,5501,19033,26773,47307,40410,59311,73937,804910,950717
70,348,348.000,4524,16954,23929,100351,37396,75345,853562,1016696,1058901
71,241,241.000,4633,13921,20339,62348,35150,66198,122439,816617,906419
72,999,999.000,5435,19602,27891,31850,39825,57828,67527,96178,146193
73,970,970.000,5275,19264,26798,53256,38540,55051,74221,845058,1019337
74,341,341.000,4452,17790,24521,79986,37699,55305,800511,1024578,1067771
75,218,218.000,4736,11047,15947,78380,30833,104712,750824,935002,966341
76,991,991.000,5417,18323,25437,52683,38170,56301,73543,918919,1013744
77,273,273.000,4429,20227,28557,43280,40496,56761,66357,715134,752539
78,514,514.000,4947,16652,24494,75011,37137,59693,735947,915173,1032253
79,322,322.000,4318,14952,22454,108316,37500,85281,874742,946795,989765
80,541,541.000,4246,16278,23200,75971,35237,55364,796480,980315,1017586
81,450,450.000,5211,19524,26035,30034,38398,54283,62420,82812,95678
82,385,385.000,4360,16738,24779,94526,38548,68716,825506,891978,1025293
83,229,229.000,4849,14508,22345,145911,34888,878164,919149,955688,982821
84,830,830.000,5473,19651,27063,45696,39156,56215,67004,849824,1950267
85,245,245.000,4258,12181,17500,105761,33295,168088,771961,994540,1034929
86,232,232.000,4596,15931,20550,114464,32321,744921,838279,946909,959180
87,601,601.000,5195,17915,24937,67424,37718,61402,590411,844615,1057999
88,449,449.000,4555,17688,25730,86563,43025,68064,802638,939415,1025275
89,528,528.000,5548,18643,27016,31111,39488,56094,65420,97493,134596
90,309,309.000,4834,15687,22672,115963,37877,777786,883297,1021446,1057941
91,414,414.000,4590,17136,24494,92952,40797,73348,831484,965574,1023001
92,683,683.000,5782,18678,25779,55546,37984,57652,75752,958640,1068305
93,187,187.000,4697,16201,26824,84415,49824,102598,782499,889316,936941
94,957,957.000,4985,20553,28078,33353,41856,62042,73456,94994,137509
95,455,455.000,4929,16953,24892,91149,37750,62195,880133,1012653,1896502
96,352,352.000,4834,13499,20392,90870,31635,67432,791165,941742,977025
97,357,357.000,4266,15067,22865,99466,35469,86203,854018,987068,1020877
