Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.800,1897.043,5.886,173.981,1064.528,3107.097,4203.670,6636.167,7623.520,7634.062,0.001
5,23.000,1336.191,4.071,30.176,1002.756,2027.777,3562.438,4032.633,4564.381,6048.479,0.001
10,11.400,2656.503,2.995,1058.497,2031.785,4032.007,5037.805,5046.613,5071.535,5071.535,0.000
15,18.600,1869.187,3.897,1015.307,2008.859,2034.050,3031.271,4008.637,4037.166,4037.166,0.001
20,13.400,1994.234,5.231,1011.135,2007.853,3009.185,3030.514,4021.264,4964.225,4964.225,0.001
25,25.400,1394.548,4.098,1001.540,1020.311,2010.866,3017.844,4023.224,6004.650,6117.034,0.001
30,11.600,2434.485,3.695,1142.330,2154.279,3128.362,4129.398,4133.987,4148.770,4148.770,0.000
35,20.800,1355.264,3.009,1001.150,1023.196,2020.542,3019.762,3035.365,3045.025,3069.020,0.001
40,27.600,1792.325,2.755,24.196,1015.025,2029.301,6016.764,6024.836,7025.136,7982.017,0.001
45,7.000,2516.404,1001.175,1961.101,1969.451,2974.230,3966.752,4964.591,4980.518,4980.518,0.000
50,31.600,1351.683,3.066,16.255,1012.035,1995.193,4021.347,5013.835,6007.897,8023.806,0.001
55,8.800,4016.901,3.395,3005.660,5013.672,5039.159,6031.636,7026.637,7035.120,7035.120,0.000
60,9.200,3170.920,2.640,1010.448,3008.508,5080.588,6075.521,7079.326,7094.480,7094.480,0.000
65,9.000,2161.009,2.729,1992.901,2007.472,3015.805,4083.016,5079.926,5081.751,5081.751,0.000
70,27.400,1422.935,3.258,999.005,1022.220,2023.926,3009.080,3014.894,4001.737,4024.971,0.001
75,14.000,2643.563,4.392,1002.515,2009.820,4022.418,6030.541,8029.275,8043.076,8043.076,0.000
80,8.800,2701.262,5.577,1021.725,3010.786,4025.569,5026.008,5033.436,6033.947,6033.947,0.000
85,26.200,1570.713,2.302,33.496,1024.683,2025.835,4001.000,4019.668,5018.870,5021.141,0.001
90,11.400,3386.185,6.284,2007.440,3011.524,5018.078,6023.898,7023.228,8023.048,8023.048,0.000
95,6.600,2749.360,2.676,2009.358,3017.432,4027.612,4157.724,5155.211,6027.165,6027.165,0.000
100,17.600,2367.040,2.278,1012.467,2020.143,3041.565,6021.332,6024.145,7034.591,7034.591,0.000
105,4.600,4718.928,1007.597,4018.860,5028.682,6020.104,6029.328,6030.355,7030.962,7030.962,0.000
110,23.800,1363.278,3.083,1000.889,1014.466,2012.689,3013.461,3019.847,4008.344,4013.504,0.001
115,8.600,1172.302,2.665,21.024,1011.108,2008.321,2017.918,3009.622,3017.374,3017.374,0.001
