Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2144.400,14.932,10.563,11.689,12.162,13.059,22.354,28.494,41.937,1022.243,0.067
5,2548.400,12.553,10.458,11.434,11.787,12.311,13.527,18.708,26.149,46.912,0.080
10,2445.200,13.077,10.514,11.455,11.844,12.514,16.254,21.336,28.977,73.230,0.076
15,2556.600,12.515,10.586,11.446,11.806,12.279,13.021,15.526,25.356,90.419,0.080
20,2588.200,12.362,10.516,11.471,11.826,12.304,13.074,15.200,23.620,41.169,0.081
25,2585.200,12.373,10.455,11.392,11.744,12.198,12.922,14.820,24.820,83.351,0.081
30,2524.400,12.667,10.494,11.439,11.835,12.438,14.422,19.154,25.188,47.880,0.079
35,2565.400,12.468,10.453,11.394,11.730,12.208,13.057,17.214,25.070,83.250,0.080
40,2563.800,12.476,10.516,11.395,11.751,12.235,13.102,16.642,25.332,93.658,0.080
45,2485.800,12.875,10.483,11.468,11.866,12.499,14.880,20.203,28.099,71.960,0.078
50,2476.400,12.917,10.429,11.486,11.857,12.416,14.426,20.789,28.270,76.608,0.077
55,2539.600,12.597,10.517,11.428,11.789,12.329,13.902,19.455,25.145,54.553,0.079
60,2565.600,12.466,10.487,11.415,11.757,12.213,13.039,16.521,25.134,73.268,0.080
65,2573.400,12.442,10.454,11.422,11.774,12.242,12.998,14.957,24.823,85.093,0.080
70,2585.000,12.369,10.454,11.411,11.772,12.252,13.190,16.556,24.235,44.626,0.081
75,2511.600,12.742,10.548,11.466,11.852,12.399,13.733,19.531,26.405,87.089,0.078
80,2572.000,12.439,10.433,11.437,11.807,12.322,13.339,17.042,24.197,39.943,0.080
85,2528.600,12.654,10.404,11.398,11.770,12.314,13.830,17.879,27.244,81.046,0.079
90,2533.600,12.623,10.423,11.431,11.810,12.352,13.382,16.321,24.768,119.793,0.079
95,2593.600,12.336,10.444,11.418,11.786,12.247,13.048,15.730,23.860,42.736,0.081
100,2014.400,15.886,10.466,11.576,12.077,12.980,21.890,31.016,76.981,183.796,0.063
105,2592.400,12.337,10.555,11.416,11.758,12.223,13.011,16.425,24.327,37.864,0.081
110,2081.000,15.377,10.570,11.608,12.075,12.983,21.287,49.171,52.465,105.566,0.065
115,2080.600,15.345,10.508,11.561,12.020,12.883,19.012,25.499,80.596,184.090,0.065
