Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1985,1985.000,11004,12002,12586,16180,13931,25070,32955,78928,101227
1,2520,2520.000,10749,11688,12069,12717,12592,13424,17637,24635,39746
2,2499,2499.000,10563,11576,11987,12801,12629,14262,18683,26447,39157
3,1281,1281.000,10892,12188,18953,25535,29319,35251,40926,80575,1022243
4,2437,2437.000,10605,11520,11916,12815,12470,13759,19865,30055,41131
5,2519,2519.000,10542,11362,11705,12684,12252,14887,19500,30829,46912
6,2596,2596.000,10600,11469,11812,12328,12252,12984,14860,23725,41179
7,2582,2582.000,10616,11427,11781,12376,12306,13266,14774,24428,45738
8,2573,2573.000,10548,11445,11771,12448,12279,13219,17914,25453,39444
9,2472,2472.000,10458,11481,11876,12948,12503,16816,21014,25794,35782
10,2446,2446.000,10514,11440,11827,13069,12577,17198,20794,29349,40784
11,2479,2479.000,10542,11372,11699,12901,12198,13273,19266,56735,73230
12,2492,2492.000,10637,11492,11883,12810,12464,15102,20638,25542,44945
13,2361,2361.000,10517,11550,12039,13572,13140,19177,23291,29195,52823
14,2448,2448.000,10569,11455,11851,13056,12507,16613,22126,28842,50857
15,2595,2595.000,10611,11432,11791,12310,12263,12878,14509,23872,33051
16,2596,2596.000,10630,11453,11816,12350,12310,13082,14969,24232,31661
17,2590,2590.000,10586,11422,11798,12360,12285,13098,15090,24478,41059
18,2580,2580.000,10608,11456,11821,12387,12275,13021,14487,25406,46660
19,2422,2422.000,10604,11454,11804,13208,12264,13019,18948,73167,90419
20,2570,2570.000,10519,11500,11853,12455,12325,13239,16116,25397,38268
21,2610,2610.000,10516,11359,11692,12241,12172,13066,15384,23389,36310
22,2564,2564.000,10743,11546,11896,12473,12368,13009,17528,24275,39317
23,2604,2604.000,10594,11469,11827,12293,12290,12961,13921,23577,41169
24,2593,2593.000,10711,11492,11857,12349,12339,13134,15029,23152,35181
25,2624,2624.000,10455,11349,11686,12172,12126,12709,13803,24334,37811
26,2612,2612.000,10655,11445,11776,12255,12231,12879,14528,23395,29772
27,2440,2440.000,10469,11465,11858,13109,12398,13434,17749,67437,83351
28,2624,2624.000,10540,11361,11706,12169,12133,12863,14447,23096,36816
29,2626,2626.000,10563,11370,11715,12208,12150,12833,15275,24333,34129
30,2515,2515.000,10652,11464,11862,12709,12428,15173,18871,24810,41153
31,2615,2615.000,10494,11385,11750,12227,12224,12969,14144,23929,31890
32,2605,2605.000,10608,11398,11706,12270,12197,12976,15128,24264,35585
33,2515,2515.000,10563,11461,11882,12735,12500,14430,19803,24781,35767
34,2372,2372.000,10577,11531,12075,13467,13559,18428,21504,27426,47880
35,2493,2493.000,10514,11424,11733,13111,12264,13248,20183,65050,83250
36,2547,2547.000,10498,11350,11703,12292,12188,13034,15931,24023,41409
37,2554,2554.000,10453,11427,11769,12538,12304,13778,18114,24952,37014
38,2595,2595.000,10550,11401,11723,12293,12198,13056,15108,24082,34755
39,2638,2638.000,10657,11366,11715,12134,12124,12680,13324,23702,35652
40,2582,2582.000,10554,11374,11765,12416,12274,13419,17313,24706,37530
41,2613,2613.000,10516,11382,11710,12241,12192,12993,14541,23670,32838
42,2596,2596.000,10579,11386,11753,12283,12218,12978,15246,24081,39624
43,2593,2593.000,10519,11415,11738,12371,12199,12928,18370,24078,39356
44,2435,2435.000,10577,11417,11794,13108,12311,13464,17963,68550,93658
45,2552,2552.000,10483,11424,11807,12540,12336,13723,18295,24877,38983
46,2408,2408.000,10610,11506,11938,13614,12928,17317,21919,49032,71960
47,2417,2417.000,10566,11560,11998,12931,12693,15114,20055,26080,39751
48,2624,2624.000,10569,11386,11737,12154,12171,12779,13647,23218,30092
49,2428,2428.000,10626,11509,11930,13214,12735,17675,21686,29818,48479
50,2504,2504.000,10429,11552,11935,12765,12513,14392,19758,26036,48556
51,2430,2430.000,10568,11529,11922,13170,12582,17230,21903,31026,43796
52,2263,2263.000,10658,11542,11975,14144,12908,19613,24065,64580,76608
53,2605,2605.000,10540,11430,11756,12269,12219,12761,15138,23484,37065
54,2580,2580.000,10572,11409,11747,12401,12204,13000,17074,25878,34112
