Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2136,2136.000,10958,11983,12550,15046,13989,21583,26479,59938,84888
1,2300,2300.000,10544,11677,12068,13885,12704,18357,22672,63632,79905
2,2425,2425.000,10546,11437,11825,13193,12530,18449,22659,30234,53327
3,2503,2503.000,10526,11390,11745,12760,12235,15155,20796,27059,41634
4,2475,2475.000,10501,11396,11755,12918,12334,17212,21523,27156,36219
5,2505,2505.000,10652,11361,11723,12786,12230,15371,21112,27715,43418
6,2488,2488.000,10608,11393,11761,12836,12242,15948,21441,28467,36704
7,2473,2473.000,10622,11404,11770,12938,12333,17526,21577,27747,38766
8,2501,2501.000,10343,11229,11589,12773,12147,17606,21437,27952,37204
9,2396,2396.000,10475,11240,11586,13361,12157,18809,22566,55426,79066
10,2495,2495.000,10321,11301,11634,12822,12172,17042,21814,27984,41116
11,2515,2515.000,10466,11283,11611,12745,12136,17118,21540,27460,35971
12,2503,2503.000,10585,11309,11663,12753,12189,15636,21183,27114,34662
13,2513,2513.000,10480,11282,11615,12717,12115,15820,21340,27491,34835
14,2507,2507.000,10511,11277,11605,12773,12127,16570,21346,28276,38485
15,2507,2507.000,10542,11255,11584,12765,12130,16118,21465,29121,45080
16,2517,2517.000,10534,11282,11609,12700,12183,15237,20440,27411,39253
17,2392,2392.000,10441,11290,11635,13346,12122,17908,22635,58359,81198
18,2512,2512.000,10491,11232,11572,12759,12121,17093,21735,28143,42393
19,2504,2504.000,10484,11220,11571,12774,12135,17949,20960,27489,36589
20,2495,2495.000,10492,11271,11632,12819,12222,17123,21570,27593,40811
21,2505,2505.000,10391,11275,11611,12755,12156,16306,21427,27566,39690
22,2514,2514.000,10458,11270,11620,12735,12185,15614,20988,27760,41378
23,2499,2499.000,10484,11303,11671,12814,12310,17220,20898,27557,39180
24,2514,2514.000,10381,11293,11642,12742,12180,16478,21130,27072,42099
25,2487,2487.000,10445,11333,11678,12814,12224,16988,21370,27550,36779
26,2399,2399.000,10436,11248,11566,13338,12149,18700,22546,55473,81037
27,2505,2505.000,10489,11236,11558,12777,12131,16794,21649,27746,38793
28,2519,2519.000,10501,11253,11599,12702,12128,15545,20945,28057,38619
29,2476,2476.000,10313,11252,11578,12931,12175,17746,22587,28508,43044
30,2518,2518.000,10426,11242,11584,12691,12145,15618,21051,28139,39144
31,2474,2474.000,10486,11286,11647,12928,12280,16854,21689,30086,41253
32,2501,2501.000,10456,11280,11629,12805,12161,17466,21093,27962,36770
33,2509,2509.000,10514,11280,11618,12749,12130,17297,21218,27665,39947
34,2400,2400.000,10511,11265,11585,13347,12141,18624,22524,55026,78279
35,2438,2438.000,10386,11279,11608,13088,12369,18673,21715,28350,50074
36,2503,2503.000,10483,11301,11640,12786,12157,16373,21428,27397,37285
37,2516,2516.000,10492,11296,11659,12734,12174,16224,20587,27632,39718
38,2513,2513.000,10448,11276,11636,12712,12193,16575,20984,26485,39173
39,2507,2507.000,10408,11313,11677,12757,12243,15339,21057,28062,43101
40,2517,2517.000,10521,11277,11617,12697,12147,15490,21207,27245,40413
41,2519,2519.000,10540,11301,11640,12692,12118,16062,21291,27108,39313
42,2389,2389.000,10466,11261,11639,13388,12213,17426,23174,57151,72109
43,2506,2506.000,10476,11243,11551,12782,12132,17684,21475,27669,38050
44,2476,2476.000,10551,11292,11647,12928,12208,17463,21737,29039,38422
45,2524,2524.000,10537,11286,11622,12685,12072,15839,21084,26997,40273
46,2507,2507.000,10293,11303,11629,12746,12168,15956,21097,27545,38369
47,2487,2487.000,10506,11357,11716,12866,12291,15700,21511,28335,38240
48,2511,2511.000,10484,11258,11589,12731,12091,16549,21635,27578,41531
49,2507,2507.000,10550,11280,11625,12762,12168,16303,21567,27894,39290
50,2480,2480.000,10522,11274,11617,13386,12147,18567,22380,58049,76313
51,2438,2438.000,10456,11209,11562,12614,12078,14902,21217,27517,36016
52,2497,2497.000,10495,11292,11644,12820,12195,17326,21405,27887,39060
53,2494,2494.000,10452,11222,11552,12834,12156,16639,22173,28719,43631
54,2517,2517.000,10543,11289,11616,12695,12127,15731,21116,27233,35198
55,2504,2504.000,10484,11283,11625,12780,12200,16656,20941,28369,39045
56,2515,2515.000,10442,11324,11648,12720,12147,15842,21052,27395,40707
57,2484,2484.000,10549,11269,11646,12873,12375,16970,20961,28334,42815
58,2097,2097.000,10403,11162,11503,18026,12162,20947,23333,32163,1024712
59,1616,1616.000,10261,11075,11493,16231,12261,20670,26913,78158,462651
60,2395,2395.000,10434,11374,11733,13332,12595,19041,22348,30055,52708
61,2514,2514.000,10455,11237,11575,12741,12107,17173,21516,27924,35874
62,2490,2490.000,10509,11282,11644,12838,12168,17387,21676,27717,42777
63,2514,2514.000,10454,11274,11601,12722,12134,16188,21030,26877,37944
64,2516,2516.000,10452,11259,11599,12728,12163,16209,21318,27829,34281
65,1953,1953.000,10209,10919,11301,21639,11800,13380,20593,626892,1023083
66,1596,1596.000,10057,11220,11602,13611,12162,15678,21074,27358,390463
67,2492,2492.000,10405,11341,11680,12845,12193,17672,21369,28299,38146
68,2358,2358.000,10512,11210,11548,13554,12080,17952,22848,76048,94859
69,2518,2518.000,10473,11240,11580,12700,12128,16435,20958,27145,38131
70,2525,2525.000,10395,11227,11566,12658,12100,15783,21215,26711,45159
71,2512,2512.000,10533,11301,11640,12750,12118,16421,20819,28570,37538
72,2506,2506.000,10563,11271,11633,12783,12203,16233,21428,27625,35833
73,2503,2503.000,10501,11228,11562,12768,12125,17290,21406,27539,45332
74,2488,2488.000,10429,11294,11636,12848,12189,17977,21742,27776,43690
75,2522,2522.000,10468,11251,11537,12695,12037,15711,21660,28096,39404
76,2383,2383.000,10308,11269,11604,13425,12145,18064,22691,61850,78488
77,2474,2474.000,10438,11307,11668,12933,12244,17471,21614,28951,43399
78,2504,2504.000,10463,11279,11649,12776,12254,16367,20855,26892,38504
79,2505,2505.000,10521,11290,11618,12766,12155,15871,21303,28976,36113
80,2498,2498.000,10404,11288,11635,12822,12219,16989,20974,28326,38277
81,2448,2448.000,10404,11269,11622,13059,12308,18860,21794,28817,45739
82,2499,2499.000,10505,11333,11678,12812,12246,17713,21183,26710,39470
83,2508,2508.000,10474,11339,11674,12754,12241,15302,20918,26880,37477
84,2519,2519.000,10542,11256,11596,12670,12095,15983,20739,27440,40410
85,2405,2405.000,10477,11271,11596,13316,12134,16315,22444,60117,81159
86,2464,2464.000,10412,11284,11662,13034,12327,18574,21753,28805,40620
87,2494,2494.000,10487,11265,11621,12769,12143,15159,21740,28210,44624
88,2372,2372.000,10588,11307,11704,13499,12617,18526,23132,35718,54230
89,2508,2508.000,10559,11330,11647,12733,12188,15139,20846,28273,40628
90,2511,2511.000,10534,11318,11689,12770,12155,15376,21370,28325,41372
91,2493,2493.000,10524,11301,11656,12828,12216,16494,21657,28401,36520
92,2508,2508.000,10396,11233,11568,12744,12105,17308,21929,27360,41219
93,2407,2407.000,10357,11133,11450,13310,11931,18945,23251,57536,72646
94,2509,2509.000,10535,11279,11627,12763,12176,16058,21349,27840,37662
95,2468,2468.000,10537,11218,11537,14545,12054,16699,21860,30718,1017113
96,1750,1750.000,10188,10926,11274,16058,11862,18570,21648,44674,755459
97,2522,2522.000,10505,11262,11623,12682,12173,15399,20869,26359,38032
98,2409,2409.000,10556,11566,12019,13281,12798,18136,22405,28846,42138
99,2062,2062.000,10776,11794,12505,15562,19495,24172,26382,38826,60167
100,869,869.000,10452,11398,28007,36675,52551,76815,82779,137055,214999
101,2486,2486.000,10547,11214,11556,12856,12201,17943,21539,28381,43887
102,2480,2480.000,10437,11325,11686,13434,12237,17943,22637,60645,87020
103,2437,2437.000,10544,11220,11522,12595,12023,14842,20976,28235,38148
