Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2367.800,13.513,10.501,11.526,11.949,12.701,18.721,22.681,32.748,84.888,0.074
5,2472.600,12.936,10.343,11.320,11.686,12.232,17.169,21.580,29.121,79.066,0.077
10,2506.600,12.763,10.321,11.291,11.625,12.148,16.446,21.391,27.773,41.116,0.078
15,2486.400,12.865,10.441,11.252,11.595,12.136,17.068,21.505,29.321,81.198,0.078
20,2505.400,12.773,10.381,11.281,11.635,12.208,16.662,21.159,27.646,42.099,0.078
25,2477.200,12.909,10.313,11.265,11.597,12.164,17.114,21.916,29.352,81.037,0.077
30,2480.400,12.900,10.426,11.270,11.609,12.168,16.918,21.597,29.166,78.279,0.078
35,2495.400,12.814,10.386,11.293,11.645,12.215,16.851,21.175,27.734,50.074,0.078
40,2481.400,12.893,10.466,11.274,11.620,12.159,16.792,21.709,28.604,72.109,0.078
45,2507.200,12.758,10.293,11.296,11.632,12.153,16.040,21.362,27.744,41.531,0.078
50,2485.200,12.870,10.452,11.257,11.600,12.147,16.643,21.603,28.672,76.313,0.078
55,2243.200,14.266,10.261,11.238,11.597,12.217,18.593,21.997,31.615,1024.712,0.070
60,2485.800,12.868,10.434,11.282,11.631,12.200,17.479,21.540,27.924,52.708,0.078
65,2183.400,14.650,10.057,11.198,11.553,12.091,16.359,21.470,29.744,1023.083,0.068
70,2506.800,12.762,10.395,11.264,11.605,12.150,16.829,21.364,27.710,45.332,0.078
75,2477.600,12.914,10.308,11.277,11.614,12.168,16.896,21.730,29.596,78.488,0.077
80,2494.400,12.823,10.404,11.301,11.641,12.218,17.445,21.141,27.734,45.739,0.078
85,2448.600,13.064,10.412,11.291,11.641,12.242,17.898,21.832,30.357,81.159,0.077
90,2485.600,12.880,10.357,11.253,11.598,12.128,17.042,21.811,29.240,72.646,0.078
95,2242.200,14.278,10.188,11.299,11.748,12.587,20.019,23.164,31.185,1017.113,0.070
100,2157.200,14.818,10.437,11.252,11.616,12.302,21.270,28.235,76.406,214.999,0.067
105,2494.200,12.826,10.454,11.281,11.637,12.172,17.237,21.557,27.919,43.589,0.078
110,2463.600,12.987,10.462,11.307,11.679,12.323,17.110,21.583,29.364,72.622,0.077
115,1932.000,16.510,10.513,11.389,11.895,15.497,24.179,35.959,83.197,210.410,0.061
