Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,985,985.000,4236,18934,26322,59230,31389,47355,82147,988453,990515
1,98,98.000,5538,19459,27309,350745,1028031,1033061,1034260,1043324,1043324
2,75,75.000,5958,24989,29116,458310,1037957,1052511,1053296,1054726,1054726
3,48,48.000,5109,16296,17536,23203,32647,33197,33326,33732,33732
4,942,942.000,4694,16126,19907,54979,26670,32796,37086,1025897,1026871
5,103,103.000,4915,16062,22667,330381,1023601,1024381,1024710,1025494,1025630
6,343,343.000,4143,16305,22646,202205,27222,37946,1993184,2010378,2013654
7,1,1.000,1008483,1008483,1008483,1008483,1008483,1008483,1008483,1008483,1008483
8,95,95.000,3430,20177,27949,365766,1033145,1042928,1056554,1058236,1058236
9,49,49.000,3314,16317,17076,22127,31983,36103,36413,40248,40248
10,295,295.000,3084,13358,17116,341688,26383,3033807,3036368,3048033,3048439
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,1,1.000,1029031,1029031,1029031,1029031,1029031,1029031,1029031,1029031,1029031
13,47,47.000,4922,15567,1023825,701114,1024336,1025023,1025346,1025809,1025809
14,363,363.000,4393,14168,15509,106799,23353,32879,1034379,1043821,1047105
15,501,501.000,3048,14593,16979,83544,24887,33891,1035615,1041392,1043796
16,211,211.000,3406,17018,25854,175730,36465,1025930,1027542,1036848,1039255
17,76,76.000,5338,15794,17622,438886,1018800,1027839,1030448,1031491,1031491
18,112,112.000,3036,12245,22189,20669,27456,34099,36446,37418,37735
19,413,413.000,4803,15400,17814,98248,27043,45577,1022065,1026279,1026864
20,100,100.000,3189,18847,33873,347993,1038246,1038841,1039049,1040467,1040467
21,513,513.000,3392,15614,23122,84090,29401,35445,1016504,1017922,1019269
22,136,136.000,4904,15234,15811,518974,24085,2034035,2034695,3037238,3037868
23,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,34,34.000,3660,1020775,1022181,844284,1026851,1028386,1029381,1029530,1029530
25,193,193.000,5023,15596,18991,186871,32295,1026430,1026849,1027971,1028204
26,113,113.000,4803,15723,16692,97610,23397,24429,1025720,1026459,1026991
27,24,24.000,5533,1025890,1026170,983050,1026579,1026767,1026824,1026835,1026835
28,159,159.000,5098,16205,26364,303423,44938,1051410,2038699,2061724,2062906
29,20,20.000,1013512,1017348,1018525,1018667,1020343,1022955,1025024,1025024,1025024
30,181,181.000,2978,17780,27562,206509,50733,1035146,1065960,1071010,1071070
31,133,133.000,2925,23241,27855,267544,39505,1027487,1038052,1038758,1039111
32,59,59.000,5168,15906,1017904,702488,1028802,1035155,3079144,3080027,3080027
33,33,33.000,2972,2052583,2057363,1720356,2066572,2067248,2067631,2071180,2071180
34,1,1.000,1024368,1024368,1024368,1024368,1024368,1024368,1024368,1024368,1024368
35,44,44.000,5409,17579,1024974,749248,1025365,1025858,1025942,1027027,1027027
36,35,35.000,4972,1012573,1013458,930077,1022047,1024376,1024616,1025043,1025043
37,328,328.000,2899,15499,24483,118421,26479,37210,1026386,1027002,1028113
38,69,69.000,4761,14576,16129,947818,2025543,2035290,2037589,2038464,2038464
39,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,256,256.000,3437,15518,18142,20556,26303,31261,37319,40219,40918
41,583,583.000,4847,16547,26192,82669,37022,49120,1034494,1041271,1042606
42,124,124.000,5100,15659,16243,277584,1019999,1027354,1038898,1039391,1040562
43,116,116.000,4785,28404,41499,308271,1031202,1032368,1032600,1032994,1033049
44,352,352.000,4857,15104,16039,287444,25519,65856,2985805,2994265,2994865
