Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,429.600,83.795,4.236,17.242,24.406,30.005,38.494,988.043,1037.841,1054.726,0.012
5,118.200,237.269,3.314,16.476,22.981,32.404,1028.992,1982.004,1999.749,2013.654,0.004
10,141.200,245.819,3.084,14.211,15.980,26.283,1024.584,1043.821,3047.201,3048.439,0.004
15,262.600,118.189,3.036,15.019,18.447,27.521,51.116,1026.279,1039.866,1043.796,0.008
20,156.600,226.340,3.189,15.555,23.376,33.627,1022.759,1038.957,2034.686,3037.868,0.004
25,101.800,273.688,4.803,15.877,23.385,35.971,1026.615,1049.272,2041.204,2062.906,0.004
30,81.400,423.107,2.925,19.615,29.653,1024.368,1065.960,2057.363,2071.180,3080.027,0.002
35,95.200,356.641,2.899,15.511,25.433,1012.756,1026.495,2025.299,2036.834,2038.464,0.003
40,286.200,157.106,3.437,15.692,24.619,36.070,65.253,1034.494,2993.224,2994.865,0.006
45,111.400,136.268,4.836,15.245,16.875,26.277,1019.293,1021.147,1035.693,1037.904,0.007
50,245.600,175.166,2.867,14.852,16.040,26.571,992.574,1026.139,3037.074,3040.662,0.006
55,81.200,261.391,4.834,15.937,23.918,35.243,1024.934,2036.406,2038.074,2039.613,0.004
60,116.800,297.180,3.185,15.072,24.265,40.129,1039.190,2030.899,2032.734,2033.464,0.003
65,106.600,378.639,2.852,15.221,18.163,43.031,1042.799,2991.969,3000.631,3008.691,0.003
70,227.800,107.787,2.776,15.445,22.588,32.620,45.134,1029.731,1043.399,1049.025,0.009
75,64.200,418.217,3.180,14.646,16.425,1023.020,1035.441,2024.136,2029.526,3042.133,0.002
80,190.600,245.568,3.328,15.287,17.670,30.248,1027.520,1062.770,4041.390,4043.115,0.004
85,32.800,866.980,2.938,15.637,26.902,2038.834,2041.266,3027.168,3033.337,3033.983,0.001
90,82.200,255.893,3.232,16.019,22.681,40.751,1025.812,1042.790,1043.873,1045.292,0.004
95,140.800,245.814,2.972,16.129,17.467,33.398,1014.452,1029.219,2048.553,2050.803,0.004
100,171.600,170.165,3.251,15.594,21.180,31.991,1029.453,1035.974,1045.461,1048.370,0.006
105,146.000,243.276,3.298,15.625,24.805,45.207,1034.613,1040.903,1045.174,1060.970,0.004
110,168.600,174.865,3.044,15.590,24.903,29.922,1027.312,1040.511,2055.588,2057.015,0.006
115,157.000,185.656,3.020,15.789,24.866,36.845,1027.151,1035.462,1047.266,1049.883,0.005
