Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2468.400,12.963,10.389,11.330,11.747,12.393,13.765,20.574,36.249,128.985,0.077
5,2638.000,12.121,10.321,11.223,11.571,12.046,12.810,14.965,23.953,38.845,0.083
10,2620.000,12.216,10.219,11.177,11.509,11.956,12.751,16.351,25.101,71.021,0.082
15,2640.200,12.113,10.143,11.162,11.498,11.952,12.645,14.122,23.841,80.805,0.083
20,2629.200,12.159,10.259,11.171,11.506,11.943,12.646,14.914,24.554,79.325,0.082
25,2658.200,12.054,10.281,11.163,11.490,11.949,12.662,15.368,23.660,44.024,0.083
30,2619.400,12.191,10.251,11.137,11.478,11.951,12.769,16.435,24.683,85.202,0.082
35,2631.600,12.159,10.262,11.162,11.500,11.956,12.716,15.303,24.257,76.399,0.082
40,2650.400,12.073,10.240,11.160,11.511,11.972,12.715,15.101,23.827,46.522,0.083
45,2625.200,12.197,10.261,11.174,11.513,11.995,12.820,14.773,24.524,92.911,0.082
50,2608.400,12.258,10.313,11.194,11.537,11.992,12.889,16.234,24.840,78.338,0.082
55,2602.400,12.292,10.284,11.199,11.562,12.059,12.936,16.289,24.524,86.191,0.081
60,2639.200,12.119,10.350,11.194,11.537,11.978,12.734,16.916,23.854,45.292,0.083
65,2620.800,12.207,10.112,11.183,11.527,12.003,12.771,15.448,24.334,80.315,0.082
70,2637.000,12.133,10.326,11.159,11.500,11.940,12.605,14.578,24.568,87.476,0.082
75,2666.400,11.996,10.273,11.136,11.463,11.910,12.644,14.385,23.627,43.156,0.083
80,2616.200,12.233,10.277,11.169,11.517,12.000,12.851,17.083,24.567,74.567,0.082
85,2603.600,12.285,10.296,11.155,11.496,11.992,13.198,17.198,24.953,89.847,0.081
90,2616.200,12.225,10.245,11.167,11.516,11.984,12.781,16.504,24.806,91.193,0.082
95,2622.000,12.205,10.355,11.197,11.549,12.034,12.995,17.073,24.485,46.381,0.082
100,1807.200,17.704,10.253,11.251,11.734,13.876,30.221,50.894,74.497,1032.068,0.056
105,2649.200,12.080,10.209,11.153,11.481,11.963,12.776,15.715,24.184,52.654,0.083
110,2150.200,14.878,10.244,11.213,11.627,12.359,17.720,35.230,76.491,143.062,0.067
115,2168.000,14.725,10.201,11.238,11.677,12.503,20.427,24.333,76.856,160.976,0.068
