Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1864.800,17.168,10.656,12.818,14.071,19.741,23.721,27.943,51.645,127.321,0.058
5,1881.000,17.021,10.442,12.914,14.280,20.327,24.830,27.395,39.421,188.356,0.059
10,1882.200,16.995,10.621,12.803,14.124,20.654,24.793,27.281,39.923,118.276,0.059
15,1916.600,16.687,10.549,12.842,14.172,20.455,24.454,26.638,33.810,95.086,0.060
20,1898.000,16.851,10.585,12.856,14.176,20.656,24.519,26.850,35.554,89.308,0.059
25,1926.400,16.612,10.581,12.804,14.076,20.332,24.258,26.534,34.173,87.974,0.060
30,1855.200,17.251,10.852,13.129,14.602,21.026,24.635,27.180,37.587,93.452,0.058
35,1893.600,16.890,10.483,12.814,14.074,20.551,24.594,27.069,37.842,100.667,0.059
40,1920.000,16.666,10.663,12.793,14.139,20.459,24.572,26.910,34.510,78.049,0.060
45,1892.600,16.895,10.858,12.908,14.176,20.448,24.429,26.959,38.461,98.204,0.059
50,1917.600,16.690,10.669,12.774,14.145,20.275,24.604,27.215,35.290,84.920,0.060
55,1881.600,17.010,10.402,12.828,14.143,20.812,24.874,27.439,37.999,105.561,0.059
60,1865.800,17.138,10.426,12.897,14.288,21.161,25.265,27.939,37.884,99.019,0.058
65,1873.000,17.084,10.626,12.846,14.229,20.846,25.040,27.603,39.049,91.254,0.059
70,1893.600,16.894,10.468,12.846,14.205,20.868,25.044,27.528,35.843,90.326,0.059
75,1899.600,16.841,10.677,12.826,14.065,20.607,24.796,27.524,37.039,84.062,0.059
80,1875.400,17.066,10.497,12.843,14.273,20.810,25.030,27.518,38.740,96.385,0.059
85,1920.400,16.661,10.795,12.810,14.041,20.638,24.661,26.844,34.011,79.661,0.060
90,1888.000,16.951,10.876,12.923,14.215,20.493,24.771,26.962,37.915,107.837,0.059
95,1903.800,16.795,10.904,12.809,14.143,20.697,24.933,27.210,36.273,81.242,0.060
100,1875.000,17.065,10.801,12.773,14.047,20.761,24.883,27.455,44.289,98.465,0.059
105,1924.800,16.626,10.878,12.790,14.075,20.559,24.777,27.003,34.160,71.340,0.060
110,1879.600,17.019,10.682,12.855,14.239,20.654,24.731,27.584,37.855,98.315,0.059
115,1873.800,17.019,10.907,12.884,14.304,20.903,24.899,27.232,35.277,88.985,0.059
