Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.400,244.828,5.365,28.482,32.659,37.871,48.622,86.980,5048.238,6048.033,0.004
5,18.000,2036.749,8.483,1018.006,1026.216,4073.377,5068.717,5090.999,5093.116,5093.116,0.000
10,13.600,4365.841,13.755,1035.442,2049.922,10130.690,11139.305,11147.176,11148.362,11148.362,0.000
15,3.200,6509.322,10.051,5035.638,7088.833,9101.696,9107.327,9115.332,9115.332,9115.332,0.000
20,5.600,2750.471,14.557,2072.963,3083.543,3086.029,4059.169,4067.520,5076.726,5076.726,0.000
25,10.800,4426.627,4.315,1051.874,6054.205,7072.288,7074.568,8088.852,8093.743,8093.743,0.000
30,7.600,3414.525,5.659,3044.302,4048.235,4052.978,4054.873,6087.565,6087.623,6087.623,0.000
35,6.600,3087.398,1009.971,3033.416,3056.351,4075.793,4083.377,4084.509,4084.735,4084.735,0.000
40,26.600,2145.238,3.028,34.584,1043.688,2052.888,6076.140,8072.876,8073.580,8074.109,0.000
45,4.000,3681.196,1010.118,3025.525,3026.462,5042.136,5043.911,6058.584,6058.584,6058.584,0.000
50,11.800,3420.488,5.039,15.758,6003.914,6012.326,7023.061,7024.155,7025.575,7025.575,0.000
55,8.800,2986.015,3.484,2004.427,4034.351,4041.217,4042.797,4043.299,4046.924,4046.924,0.000
60,13.600,3335.696,3.226,1018.218,2046.617,5051.562,7078.769,7085.759,8092.577,8092.577,0.000
65,5.000,2154.635,3.127,2027.800,2029.001,2030.423,2069.958,4073.122,5081.517,5081.517,0.000
70,12.600,2599.752,3.397,16.482,3049.409,5039.339,5044.857,5045.977,5046.325,5046.325,0.000
75,7.800,11567.091,10.054,8083.215,14128.923,15143.198,15144.779,16138.517,16138.585,16138.585,0.000
80,0.600,9423.338,8078.200,8078.200,10092.497,10099.316,10099.316,10099.316,10099.316,10099.316,0.000
85,0.800,4557.959,3045.417,4052.266,5061.244,6072.907,6072.907,6072.907,6072.907,6072.907,0.000
90,13.200,3243.196,3.097,1029.569,2046.041,2078.405,11140.743,15174.354,15176.179,15176.179,0.000
95,4.400,11795.773,2008.803,10122.286,14133.858,14134.512,14149.925,14157.374,14166.514,14166.514,0.000
100,1.000,7096.741,5080.665,6089.055,7095.495,8104.803,9113.688,9113.688,9113.688,9113.688,0.000
105,15.600,2738.313,3.036,18.975,1046.249,7054.482,7059.089,7062.034,9078.421,9078.421,0.000
110,1.600,6297.867,2004.145,7054.232,7054.572,7059.917,8068.580,8068.580,8068.580,8068.580,0.000
115,2.600,1868.267,1011.344,2022.874,2024.115,2024.356,2025.347,2025.723,2025.723,2025.723,0.001
