Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1065.200,30.101,17.226,24.715,28.176,32.864,39.247,45.396,64.546,138.029,0.033
5,992.000,32.301,14.675,26.540,30.169,35.229,42.660,50.122,70.662,114.192,0.031
10,930.400,34.360,15.785,27.236,30.842,35.698,43.841,53.167,78.889,1055.531,0.029
15,945.400,33.853,17.290,27.010,30.303,35.240,42.756,50.414,68.659,1069.642,0.030
20,969.200,33.004,15.486,25.882,29.186,34.240,42.527,50.308,73.336,1034.795,0.030
25,978.600,33.208,14.719,26.711,29.862,34.437,42.024,51.293,72.870,1024.751,0.030
30,959.400,32.810,15.133,26.836,30.210,35.026,42.785,50.737,69.297,444.234,0.030
35,972.200,32.945,18.038,27.514,30.777,35.437,42.340,50.852,67.436,119.244,0.030
40,943.000,33.878,16.396,27.663,31.288,36.618,45.319,54.044,73.748,134.272,0.030
45,970.200,32.985,16.550,27.443,30.824,35.602,42.968,50.517,67.088,97.220,0.030
50,960.400,33.335,15.852,27.664,31.096,36.115,43.943,51.282,66.282,107.060,0.030
55,958.600,33.375,18.941,27.716,31.065,35.906,43.708,52.125,70.427,96.636,0.030
60,961.600,33.304,16.621,27.837,31.242,36.208,43.173,49.799,67.118,126.377,0.030
65,948.800,33.695,15.970,27.798,31.164,36.414,44.096,52.897,73.425,112.407,0.030
70,935.200,34.234,17.756,26.559,30.170,35.217,42.938,51.197,70.216,1038.206,0.029
75,961.400,33.235,14.856,27.484,30.925,35.954,43.874,51.821,68.939,108.839,0.030
80,741.200,43.206,13.960,29.548,34.712,43.194,58.408,84.751,181.631,453.476,0.023
85,905.200,35.367,15.776,28.181,32.133,38.254,47.264,55.653,77.303,1026.889,0.028
90,749.400,42.805,13.757,28.416,32.766,40.614,56.733,83.377,209.433,1089.073,0.023
95,962.200,33.147,18.303,27.562,30.972,35.851,43.119,50.164,67.873,273.703,0.030
100,948.200,33.770,14.988,27.568,30.977,36.305,45.172,54.069,78.200,129.445,0.030
105,945.400,33.824,14.570,27.147,30.307,35.306,43.290,51.267,69.549,1032.356,0.030
110,960.400,33.302,17.166,26.935,30.200,34.967,42.456,50.233,65.951,1030.351,0.030
115,743.200,42.468,13.448,28.910,33.739,41.821,59.079,83.334,175.886,677.807,0.024
