Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2092.000,15.296,10.492,12.055,12.818,15.081,22.516,26.094,39.755,88.513,0.065
5,2185.800,14.639,10.368,11.835,12.518,14.271,22.038,24.976,33.946,78.991,0.068
10,1969.000,16.246,10.082,11.712,12.441,14.161,22.085,25.114,38.164,1012.591,0.062
15,2214.400,14.442,10.420,11.754,12.415,14.059,21.866,24.478,33.367,52.451,0.069
20,2198.400,14.558,10.375,11.723,12.416,14.036,21.980,24.889,34.674,101.526,0.069
25,2172.000,14.723,10.461,11.753,12.418,14.184,22.197,25.225,35.998,99.423,0.068
30,2187.600,14.625,10.410,11.801,12.494,14.318,22.031,24.778,34.803,85.457,0.068
35,2181.800,14.662,10.422,11.773,12.478,14.188,22.116,24.938,34.832,72.341,0.068
40,2204.400,14.512,10.276,11.774,12.445,14.032,21.865,24.824,33.800,78.956,0.069
45,2169.600,14.748,10.238,11.828,12.531,14.256,22.157,25.034,36.928,110.150,0.068
50,2194.200,14.579,10.237,11.805,12.489,14.224,22.060,24.476,33.362,94.352,0.069
55,2158.400,14.821,10.439,11.803,12.535,14.463,22.205,25.165,35.399,81.425,0.067
60,2199.400,14.544,10.395,11.791,12.482,14.075,22.057,24.753,33.523,76.644,0.069
65,2164.400,14.785,10.291,11.814,12.536,14.423,22.025,25.097,36.732,112.743,0.068
70,2192.600,14.588,10.314,11.843,12.521,14.074,21.943,24.789,33.944,66.927,0.069
75,2029.600,15.763,10.283,11.718,12.420,14.092,21.872,24.766,38.604,1019.506,0.063
80,2153.800,14.861,10.500,11.850,12.581,14.573,22.292,25.480,36.762,80.307,0.067
85,2181.800,14.838,10.311,11.841,12.546,14.274,22.128,24.640,34.669,1026.942,0.067
90,2022.200,15.633,10.073,11.713,12.448,14.142,21.970,24.888,37.261,813.038,0.064
95,2185.800,14.639,10.408,11.784,12.507,14.343,22.272,25.186,33.555,79.116,0.068
100,1317.200,24.345,10.027,11.498,12.638,19.708,39.262,77.928,160.630,1059.749,0.041
105,1869.800,17.071,10.337,11.947,13.017,16.049,28.655,37.658,63.094,147.154,0.059
110,2119.200,15.093,10.417,11.866,12.619,14.602,23.321,27.401,37.919,80.085,0.066
115,2013.800,15.839,10.066,11.703,12.486,14.564,22.614,26.104,36.889,1019.229,0.063
