Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2324.800,13.777,10.369,11.625,12.242,13.329,18.055,23.153,33.198,102.565,0.073
5,2421.600,13.205,10.238,11.492,12.023,12.922,16.357,21.430,28.475,65.834,0.076
10,2470.000,12.948,10.163,11.402,11.894,12.696,15.200,20.781,26.152,77.206,0.077
15,2456.600,13.021,10.211,11.390,11.888,12.699,15.643,20.936,27.757,64.235,0.077
20,2484.800,12.874,10.274,11.420,11.907,12.650,14.890,20.593,25.961,70.916,0.078
25,2462.200,12.997,10.317,11.433,11.885,12.653,15.565,20.783,26.687,77.392,0.077
30,2467.200,12.970,10.034,11.373,11.861,12.646,15.384,20.811,28.023,76.956,0.077
35,2475.600,12.916,10.333,11.389,11.903,12.691,16.402,20.779,25.608,63.912,0.077
40,2430.400,13.162,10.310,11.411,11.923,12.807,17.353,21.207,27.681,443.619,0.076
45,2461.000,13.003,10.268,11.425,11.924,12.800,16.678,20.865,26.186,84.530,0.077
50,2458.600,13.004,10.302,11.418,11.920,12.705,14.828,20.773,27.420,81.771,0.077
55,2452.800,13.047,10.253,11.418,11.896,12.697,16.566,21.036,27.095,75.394,0.077
60,2342.600,13.656,10.342,11.462,11.994,12.868,18.232,21.542,28.938,1026.613,0.073
65,2406.600,13.328,10.216,11.505,12.037,12.896,16.364,21.296,28.706,175.152,0.075
70,975.600,32.855,10.116,12.033,14.039,42.962,73.426,101.833,207.726,389.046,0.030
75,2049.400,15.539,10.200,11.599,12.235,13.764,23.390,34.142,59.615,153.530,0.064
80,2355.600,13.583,10.261,11.531,12.112,13.244,18.234,22.483,33.180,83.146,0.074
85,2412.000,13.268,10.321,11.479,11.987,12.852,16.241,21.648,31.836,90.914,0.075
90,1737.400,18.430,10.355,11.762,12.712,15.526,28.017,52.939,93.686,349.478,0.054
95,1899.000,16.933,10.320,11.768,12.566,14.470,24.259,44.363,102.050,219.004,0.059
100,2303.400,13.809,10.006,11.329,11.848,12.753,17.173,21.955,32.700,398.465,0.072
105,2445.800,13.078,10.281,11.460,11.964,12.749,15.802,20.881,26.885,78.660,0.076
110,2460.000,13.006,10.222,11.455,11.947,12.690,15.003,20.725,27.658,80.177,0.077
115,2484.800,12.844,10.240,11.408,11.884,12.593,15.073,20.418,25.511,77.093,0.078
