Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683659909.215625,2019478,16,1
1,ReadModifyWrite,1683659909.215893,1983915,29,1
1,ReadModifyWrite,1683659909.216417,71538,27,1
1,ReadModifyWrite,1683659909.216953,2016439,14,1
1,ReadModifyWrite,1683659909.217046,3059613,13,1
1,ReadModifyWrite,1683659909.217091,2037371,10,1
1,ReadModifyWrite,1683659909.217139,1068954,11,1
1,ReadModifyWrite,1683659909.217155,1977445,9,1
1,ReadModifyWrite,1683659909.217200,2028500,21,1
1,ReadModifyWrite,1683659909.217214,67585,19,1
1,ReadModifyWrite,1683659909.217243,1068432,2,1
1,ReadModifyWrite,1683659909.217263,62925,12,1
1,ReadModifyWrite,1683659909.217478,2041052,7,1
1,ReadModifyWrite,1683659909.217488,2051238,4,1
1,ReadModifyWrite,1683659909.217505,64328,8,1
1,ReadModifyWrite,1683659909.217531,2009448,1,1
1,ReadModifyWrite,1683659909.217558,2017095,5,1
1,ReadModifyWrite,1683659909.217603,77935,6,1
1,ReadModifyWrite,1683659909.217620,73033,0,1
1,ReadModifyWrite,1683659909.218348,2022389,3,1
1,ReadModifyWrite,1683659909.218923,2045041,31,1
1,ReadModifyWrite,1683659909.219561,2020953,28,1
1,ReadModifyWrite,1683659909.219697,2039817,30,1
1,ReadModifyWrite,1683659909.220383,3098365,24,1
1,ReadModifyWrite,1683659909.220474,76409,18,1
1,ReadModifyWrite,1683659909.220856,2043308,26,1
1,ReadModifyWrite,1683659909.220870,2033278,22,1
1,ReadModifyWrite,1683659909.221003,2021006,25,1
1,ReadModifyWrite,1683659909.221024,2047894,15,1
1,ReadModifyWrite,1683659909.221030,2014162,17,1
1,ReadModifyWrite,1683659909.221035,2032519,23,1
1,ReadModifyWrite,1683659909.221079,2039233,20,1
1,ReadModifyWrite,1683659909.280302,1974365,12,1
1,ReadModifyWrite,1683659909.281862,13051,8,1
1,ReadModifyWrite,1683659909.284823,1983265,19,1
1,ReadModifyWrite,1683659909.287978,1957966,27,1
1,ReadModifyWrite,1683659909.290680,1011636,0,1
1,ReadModifyWrite,1683659909.294935,3026119,8,1
1,ReadModifyWrite,1683659909.295575,1972689,6,1
1,ReadModifyWrite,1683659909.296906,1969579,18,1
1,ReadModifyWrite,1683659910.285703,977424,2,1
1,ReadModifyWrite,1683659910.286117,984585,11,1
1,ReadModifyWrite,1683659910.302342,1977931,0,1
1,ReadModifyWrite,1683659911.194623,88270,9,1
1,ReadModifyWrite,1683659911.199833,21465,29,1
1,ReadModifyWrite,1683659911.221320,1075602,29,1
1,ReadModifyWrite,1683659911.226996,18955,1,1
1,ReadModifyWrite,1683659911.233424,1076867,14,1
1,ReadModifyWrite,1683659911.234679,1083167,5,1
1,ReadModifyWrite,1683659911.235117,1056558,16,1
1,ReadModifyWrite,1683659911.235210,29582,17,1
1,ReadModifyWrite,1683659911.240532,22587,28,1
1,ReadModifyWrite,1683659911.240753,1044583,3,1
1,ReadModifyWrite,1683659911.242029,38051,25,1
1,ReadModifyWrite,1683659911.245716,1035560,21,1
1,ReadModifyWrite,1683659911.245966,1037787,1,1
1,ReadModifyWrite,1683659911.245972,21464,27,1
1,ReadModifyWrite,1683659911.253585,1044079,23,1
1,ReadModifyWrite,1683659911.254172,17066,22,1
1,ReadModifyWrite,1683659911.254484,1037442,10,1
1,ReadModifyWrite,1683659911.254680,1035898,12,1
1,ReadModifyWrite,1683659911.258546,1086773,7,1
1,ReadModifyWrite,1683659911.259533,1059004,30,1
1,ReadModifyWrite,1683659911.260336,1015663,20,1
1,ReadModifyWrite,1683659911.263136,1021262,28,1
1,ReadModifyWrite,1683659911.263136,2043858,2,1
1,ReadModifyWrite,1683659911.263987,1069897,31,1
1,ReadModifyWrite,1683659911.264179,1027054,26,1
1,ReadModifyWrite,1683659911.264802,1016682,17,1
1,ReadModifyWrite,1683659911.266501,4084174,18,1
1,ReadModifyWrite,1683659911.267457,1012004,27,1
1,ReadModifyWrite,1683659911.268102,1014247,19,1
1,ReadModifyWrite,1683659911.268279,2085495,6,1
1,ReadModifyWrite,1683659911.268741,1021865,4,1
1,ReadModifyWrite,1683659911.269256,3084066,15,1
1,ReadModifyWrite,1683659911.271252,3074230,22,1
1,ReadModifyWrite,1683659911.272169,1067204,11,1
1,ReadModifyWrite,1683659911.280105,1012915,25,1
1,ReadModifyWrite,1683659911.282909,2045981,9,1
1,ReadModifyWrite,1683659912.276042,2070136,20,1
1,ReadModifyWrite,1683659912.276700,34148,13,1
1,ReadModifyWrite,1683659912.279478,39470,27,1
1,ReadModifyWrite,1683659912.280309,2069443,0,1
1,ReadModifyWrite,1683659912.281291,8742,21,1
1,ReadModifyWrite,1683659912.281499,3068213,17,1
1,ReadModifyWrite,1683659912.282363,72826,19,1
1,ReadModifyWrite,1683659912.283767,3079298,1,1
1,ReadModifyWrite,1683659912.284412,47016,28,1
1,ReadModifyWrite,1683659912.285391,3105689,3,1
1,ReadModifyWrite,1683659912.290052,3060862,21,1
1,ReadModifyWrite,1683659912.290590,3089482,12,1
1,ReadModifyWrite,1683659912.290625,54217,4,1
1,ReadModifyWrite,1683659912.291247,64681,26,1
1,ReadModifyWrite,1683659912.291689,2046253,16,1
1,ReadModifyWrite,1683659912.291936,64228,10,1
1,ReadModifyWrite,1683659912.293036,3096865,25,1
1,ReadModifyWrite,1683659912.296943,1056110,29,1
1,ReadModifyWrite,1683659912.297681,3047587,23,1
1,ReadModifyWrite,1683659912.310317,3070575,14,1
1,ReadModifyWrite,1683659912.310867,30192,13,1
1,ReadModifyWrite,1683659912.317866,2024250,5,1
1,ReadModifyWrite,1683659912.318550,3083867,30,1
1,ReadModifyWrite,1683659912.318765,3031855,24,1
1,ReadModifyWrite,1683659912.318963,3072435,27,1
1,ReadModifyWrite,1683659912.321066,2015499,8,1
1,ReadModifyWrite,1683659912.331456,3073253,28,1
1,ReadModifyWrite,1683659912.333927,4071916,31,1
1,ReadModifyWrite,1683659912.339392,3032566,11,1
1,ReadModifyWrite,1683659912.341076,4062076,13,1
1,ReadModifyWrite,1683659912.344887,1008993,4,1
1,ReadModifyWrite,1683659912.345332,3030424,7,1
1,ReadModifyWrite,1683659912.355215,1000088,19,1
1,ReadModifyWrite,1683659912.355949,3049787,26,1
1,ReadModifyWrite,1683659912.356183,1994385,10,1
1,ReadModifyWrite,1683659913.307017,2096321,2,1
1,ReadModifyWrite,1683659913.328910,1017057,9,1
1,ReadModifyWrite,1683659913.353084,10740,29,1
1,ReadModifyWrite,1683659913.353794,2037569,6,1
1,ReadModifyWrite,1683659913.353898,2006246,4,1
1,ReadModifyWrite,1683659913.355320,2050416,19,1
1,ReadModifyWrite,1683659913.363851,3071257,29,1
1,ReadModifyWrite,1683659914.336614,1038439,8,1
1,ReadModifyWrite,1683659914.338011,1011198,16,1
1,ReadModifyWrite,1683659914.342132,1062870,5,1
1,ReadModifyWrite,1683659914.345493,1035294,22,1
