Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,40,40.000,13051,1068954,2016439,1630984,2039233,2051238,3059613,3098365,3098365
1,5,5.000,21465,88270,977424,809935,984585,1977931,1977931,1977931,1977931
2,34,34.000,17066,1014247,1037787,1162283,1076867,2085495,3084066,4084174,4084174
3,35,35.000,8742,72826,2070136,1995069,3072435,3096865,4062076,4071916,4071916
4,7,7.000,10740,1017057,2037569,1755658,2096321,3071257,3071257,3071257,3071257
5,10,10.000,11767,1011198,1038439,933858,1051195,1062870,1062870,1062870,1062870
6,37,37.000,12909,1010195,1042258,828460,1054754,1074300,1082526,1085195,1085195
7,55,55.000,9531,32809,1024345,749356,1044296,1072532,1101865,5073124,5073124
8,49,49.000,5735,32234,1018726,882233,1045592,2993375,3003630,3011095,3011095
9,33,33.000,10102,41890,1966072,1400590,1995746,2992429,3024470,3051526,3051526
10,7,7.000,979761,1012151,2007777,2158848,3023246,4043168,4043168,4043168,4043168
11,26,26.000,11085,1008385,1035000,1375604,2038045,3036046,3040311,3057994,3057994
12,26,26.000,8160,1011113,2013400,1603193,2042622,2058398,3042387,3052792,3052792
13,8,8.000,989314,1022139,1060701,1280102,2028485,2030308,2030308,2030308,2030308
14,53,53.000,8703,40152,976462,779388,1018965,1990023,4011183,4030778,4030778
15,39,39.000,9903,24862,1027351,1564799,3024833,4016466,4066616,4067267,4067267
16,11,11.000,1009601,2021860,2042487,2317254,3058597,3083246,3089085,3089085,3089085
17,8,8.000,1006204,1020423,2036117,1657387,2069663,3043057,3043057,3043057,3043057
18,22,22.000,7074,1005061,1037429,1170838,2025643,2050707,2071502,2089916,2089916
19,37,37.000,10397,40741,1015476,712570,1041401,1078811,1100892,1113948,1113948
20,81,81.000,3982,27089,54097,654506,1051548,2043364,2054552,3041808,3041808
21,19,19.000,8807,1001388,1015691,917112,1029656,2053308,2055313,2055313,2055313
22,39,39.000,5894,50299,1018095,771260,1040215,1059097,1061364,1065927,1065927
23,63,63.000,5734,28656,992116,741875,1039324,2022947,3014143,3062342,3062342
24,30,30.000,12481,990184,1993395,1454365,2023801,2063273,2072881,2077585,2077585
25,9,9.000,19155,1010179,1022089,910004,1029877,1031823,1031823,1031823,1031823
26,99,99.000,5950,25606,36677,882587,2017053,4034523,4075139,4088093,4088093
27,6,6.000,4553,1004044,1025467,1360170,2058728,3056852,3056852,3056852,3056852
28,16,16.000,32395,2015531,2052487,1857676,2065788,2089158,3096080,3096080,3096080
29,9,9.000,17275,1004087,1024325,914412,1041871,1056536,1056536,1056536,1056536
30,71,71.000,5767,35195,53077,743949,1005373,2026343,3034507,4067979,4067979
31,21,21.000,8647,1017017,2025334,1975967,2050725,3031679,3993958,6074761,6074761
32,11,11.000,1011316,1014755,2018362,2214741,3023143,5056097,5064172,5064172,5064172
33,16,16.000,19069,999327,1007685,1393915,1998028,4042934,4064583,4064583,4064583
34,19,19.000,972240,1026766,3058347,2713668,3994199,4052375,5051654,5051654,5051654
35,10,10.000,22710,992371,3007427,2225178,3026949,6070717,6070717,6070717,6070717
36,10,10.000,13798,2000435,2024824,1922385,2041862,5024831,5024831,5024831,5024831
