Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,24.200,1577.882,8.742,1011.636,1974.365,2047.894,3072.435,3089.482,4071.916,4084.174,0.001
5,36.800,927.474,5.735,38.535,1030.569,1058.912,1993.523,2993.375,4064.326,5073.124,0.001
10,24.000,1200.909,8.160,63.184,1019.552,2022.698,3023.246,3052.792,4030.778,4043.168,0.001
15,23.400,1298.287,7.074,991.340,1031.069,2036.117,3044.089,3083.246,4066.616,4067.267,0.001
20,46.400,822.795,3.982,31.323,1009.789,1048.485,2040.762,2063.273,3041.808,3062.342,0.001
25,27.800,1019.279,4.553,30.092,60.975,2023.689,3056.852,4060.451,4084.192,4088.093,0.001
30,27.600,1395.219,5.767,47.302,1009.122,2036.500,3084.724,4052.375,5064.172,6074.761,0.001
35,15.000,1753.217,12.022,36.350,2005.342,3011.687,3038.401,4031.262,6070.717,6070.717,0.001
40,19.200,1835.888,4.954,28.381,1032.569,3029.221,5004.354,5088.373,8039.453,8039.453,0.001
45,18.200,1467.903,4.512,80.779,1101.107,2081.091,3076.314,3092.889,3968.783,3968.783,0.001
50,29.400,1227.135,4.453,40.533,1029.896,2011.188,3025.284,4028.338,4086.856,6051.708,0.001
55,22.800,1305.253,4.454,36.717,1029.054,2031.511,2060.490,3034.457,4033.766,4057.888,0.001
60,42.000,704.137,4.277,26.519,1001.779,1044.334,2003.773,2026.540,2059.326,2085.441,0.001
65,40.800,871.158,2.735,29.107,1007.568,1936.581,2034.232,2072.706,3080.863,5075.661,0.001
70,25.000,1709.814,3.017,997.310,1028.532,2023.440,5050.800,6044.668,7079.550,7085.178,0.001
75,14.400,1249.958,4.591,17.558,1019.967,2048.848,3048.894,3077.226,4091.367,4091.367,0.001
80,16.200,2375.600,5.123,1004.041,2040.172,4038.476,5082.138,7071.091,9110.304,9110.304,0.000
85,11.800,2476.841,9.052,1014.698,3011.828,3084.300,5062.211,5093.950,6072.299,6072.299,0.000
90,20.000,1367.342,8.614,1007.665,1041.908,2029.611,2080.449,3057.371,4077.626,4077.626,0.001
95,26.000,1271.986,7.055,36.684,1029.425,2028.850,3047.826,3083.237,4073.050,4084.340,0.001
100,36.200,1019.091,4.977,35.452,1002.123,2022.071,2107.138,3028.637,4032.601,5058.894,0.001
105,19.800,1369.141,4.867,36.477,1037.512,2059.423,3025.741,3088.262,5078.748,5078.748,0.001
110,25.200,1284.894,5.253,40.605,1030.907,2032.775,3010.964,3079.481,5054.719,5064.637,0.001
115,171.600,141.601,5.275,15.970,26.059,39.991,87.130,1052.034,2021.755,2066.508,0.007
