Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1785.200,17.911,2.398,11.475,12.460,15.942,20.755,25.712,57.768,1037.761,0.056
5,1263.000,27.973,2.253,11.272,11.846,13.262,20.413,23.167,853.424,2037.101,0.036
10,1812.400,15.806,2.261,11.140,11.688,12.452,19.004,20.409,27.986,1019.177,0.063
15,1998.000,16.011,3.087,11.208,11.791,12.742,20.176,21.655,34.008,1022.683,0.062
20,1464.600,25.781,3.121,11.361,11.980,12.978,19.107,20.658,999.651,1035.878,0.039
25,1086.600,24.132,3.146,11.266,11.834,12.594,19.123,21.061,1002.622,1022.424,0.041
30,1944.400,16.452,2.886,11.245,11.825,12.885,20.354,22.487,37.380,1031.592,0.061
35,2034.000,15.726,2.887,11.272,11.832,12.702,20.230,21.848,39.817,871.723,0.064
40,1607.600,19.902,3.144,11.168,11.711,12.575,20.359,21.478,29.940,1030.610,0.050
45,2452.200,13.044,1.867,11.257,11.890,12.914,20.581,22.691,29.744,43.651,0.077
50,1674.800,21.228,3.224,11.403,12.028,13.332,21.773,25.137,37.319,1025.015,0.047
55,1610.400,17.654,1.938,11.316,11.962,13.900,21.039,23.633,42.629,1032.303,0.057
60,1492.400,21.435,2.638,11.129,11.704,12.753,20.566,22.020,36.776,1027.246,0.047
65,1980.200,16.154,3.166,11.098,11.689,12.611,20.654,22.400,32.917,1023.079,0.062
70,2091.200,15.298,2.322,11.089,11.683,12.474,18.708,21.113,28.806,1030.900,0.065
75,2503.200,12.784,3.077,11.064,11.658,12.627,20.329,22.032,30.349,39.846,0.078
80,1934.600,16.536,1.963,11.122,11.679,12.736,20.537,22.712,38.196,1031.474,0.060
85,1536.000,20.859,3.143,11.060,11.626,12.517,20.537,21.984,32.548,1024.007,0.048
90,1946.400,16.412,3.147,11.150,11.711,12.816,21.091,23.277,37.939,1011.588,0.061
95,1944.600,16.456,3.080,11.055,11.607,12.575,21.357,23.606,41.560,1023.410,0.061
100,2494.200,12.826,1.891,11.168,11.743,12.653,20.481,22.292,33.395,65.115,0.078
105,2045.000,15.644,1.853,11.112,11.633,12.355,20.986,22.678,32.637,1025.198,0.064
110,2396.400,13.351,3.094,11.238,11.866,13.480,20.987,22.298,31.968,50.845,0.075
115,2395.400,13.322,2.920,11.343,11.955,13.063,21.375,23.634,33.543,49.788,0.075
