Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683064012.292365,66560,31,1
1,ReadModifyWrite,1683064012.292366,58826,19,1
1,ReadModifyWrite,1683064012.292487,52745,18,1
1,ReadModifyWrite,1683064012.292526,56974,20,1
1,ReadModifyWrite,1683064012.292559,70774,17,1
1,ReadModifyWrite,1683064012.292572,66435,16,1
1,ReadModifyWrite,1683064012.292589,63570,21,1
1,ReadModifyWrite,1683064012.292608,97789,24,1
1,ReadModifyWrite,1683064012.292621,81605,15,1
1,ReadModifyWrite,1683064012.292655,83112,23,1
1,ReadModifyWrite,1683064012.292656,64619,14,1
1,ReadModifyWrite,1683064012.292689,99057,27,1
1,ReadModifyWrite,1683064012.292697,60250,13,1
1,ReadModifyWrite,1683064012.292722,76279,26,1
1,ReadModifyWrite,1683064012.292726,80332,22,1
1,ReadModifyWrite,1683064012.292750,65996,12,1
1,ReadModifyWrite,1683064012.292766,64366,11,1
1,ReadModifyWrite,1683064012.292769,71654,25,1
1,ReadModifyWrite,1683064012.292780,57460,10,1
1,ReadModifyWrite,1683064012.292805,89322,30,1
1,ReadModifyWrite,1683064012.292832,69033,28,1
1,ReadModifyWrite,1683064012.292849,55922,8,1
1,ReadModifyWrite,1683064012.292873,50648,9,1
1,ReadModifyWrite,1683064012.292882,54727,29,1
1,ReadModifyWrite,1683064012.292907,74517,7,1
1,ReadModifyWrite,1683064012.292965,59498,6,1
1,ReadModifyWrite,1683064012.292981,51191,2,1
1,ReadModifyWrite,1683064012.292993,77078,1,1
1,ReadModifyWrite,1683064012.293134,85521,3,1
1,ReadModifyWrite,1683064012.293142,73014,0,1
1,ReadModifyWrite,1683064012.293247,58497,5,1
1,ReadModifyWrite,1683064012.293315,102503,4,1
1,ReadModifyWrite,1683064012.345090,33890,9,1
1,ReadModifyWrite,1683064012.345227,12697,2,1
1,ReadModifyWrite,1683064012.345258,17561,18,1
1,ReadModifyWrite,1683064012.347632,13630,29,1
1,ReadModifyWrite,1683064012.348791,13851,8,1
1,ReadModifyWrite,1683064012.349522,31578,20,1
1,ReadModifyWrite,1683064012.350264,37074,10,1
1,ReadModifyWrite,1683064012.351217,55846,19,1
1,ReadModifyWrite,1683064012.351765,12785,5,1
1,ReadModifyWrite,1683064012.352485,29931,6,1
1,ReadModifyWrite,1683064012.352969,21977,13,1
1,ReadModifyWrite,1683064012.356177,13189,21,1
1,ReadModifyWrite,1683064012.357148,36565,11,1
1,ReadModifyWrite,1683064012.357297,13211,14,1
1,ReadModifyWrite,1683064012.357960,43759,2,1
1,ReadModifyWrite,1683064012.358761,35093,12,1
1,ReadModifyWrite,1683064012.358960,14860,31,1
1,ReadModifyWrite,1683064012.359024,27466,16,1
1,ReadModifyWrite,1683064012.361278,28537,29,1
1,ReadModifyWrite,1683064012.361882,42225,28,1
1,ReadModifyWrite,1683064012.362703,17670,8,1
1,ReadModifyWrite,1683064012.362833,34376,18,1
1,ReadModifyWrite,1683064012.363349,13649,17,1
1,ReadModifyWrite,1683064012.364448,45655,25,1
1,ReadModifyWrite,1683064012.364563,27503,5,1
1,ReadModifyWrite,1683064012.366170,23365,0,1
1,ReadModifyWrite,1683064012.367446,39226,7,1
1,ReadModifyWrite,1683064012.369016,15938,26,1
1,ReadModifyWrite,1683064012.369381,41685,21,1
1,ReadModifyWrite,1683064012.370092,16742,1,1
1,ReadModifyWrite,1683064012.370522,16137,14,1
1,ReadModifyWrite,1683064012.373079,43971,22,1
1,ReadModifyWrite,1683064012.373853,46953,31,1
1,ReadModifyWrite,1683064012.374243,17659,15,1
1,ReadModifyWrite,1683064012.374961,50370,13,1
1,ReadModifyWrite,1683064012.375788,48923,23,1
1,ReadModifyWrite,1683064012.377014,15837,17,1
1,ReadModifyWrite,1683064012.378671,15750,3,1
1,ReadModifyWrite,1683064012.378995,30475,9,1
1,ReadModifyWrite,1683064012.380388,14249,8,1
1,ReadModifyWrite,1683064012.381111,14444,20,1
1,ReadModifyWrite,1683064012.382144,14152,30,1
1,ReadModifyWrite,1683064012.382436,27100,6,1
1,ReadModifyWrite,1683064012.384970,39233,26,1
1,ReadModifyWrite,1683064012.386505,23530,16,1
1,ReadModifyWrite,1683064012.386671,13354,14,1
1,ReadModifyWrite,1683064012.386844,11982,1,1
1,ReadModifyWrite,1683064012.387353,28428,10,1
1,ReadModifyWrite,1683064012.389550,13013,0,1
1,ReadModifyWrite,1683064012.389826,18015,29,1
1,ReadModifyWrite,1683064012.390413,30516,24,1
1,ReadModifyWrite,1683064012.391760,49942,27,1
1,ReadModifyWrite,1683064012.391916,14418,15,1
1,ReadModifyWrite,1683064012.392081,12821,5,1
1,ReadModifyWrite,1683064012.392867,12588,17,1
1,ReadModifyWrite,1683064012.393727,48859,11,1
1,ReadModifyWrite,1683064012.393868,13089,12,1
1,ReadModifyWrite,1683064012.394436,23525,3,1
