Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1984,1984.000,10897,12082,12594,16177,13935,24700,34008,80659,102024
1,2533,2533.000,10788,11723,12048,12600,12528,13196,15049,24259,38251
2,2579,2579.000,10642,11461,11807,12402,12288,13095,15953,24181,37637
3,2425,2425.000,10604,11442,11773,13184,12227,12929,17067,80761,90515
4,2587,2587.000,10678,11428,11793,12412,12288,13273,17580,24293,33516
5,2582,2582.000,10585,11383,11696,12294,12149,12932,15775,24946,37699
6,2635,2635.000,10690,11432,11738,12195,12139,12686,13493,23425,37763
7,2607,2607.000,10542,11399,11719,12237,12141,12831,14635,24250,33762
8,2632,2632.000,10532,11379,11721,12172,12138,12740,14220,22815,34704
9,2561,2561.000,10521,11394,11712,12519,12204,13203,19886,25261,38645
10,2492,2492.000,10431,11266,11558,12869,11990,12992,17667,68691,77296
11,2560,2560.000,10608,11387,11719,12425,12189,13190,18657,23791,38342
12,2598,2598.000,10599,11267,11567,12286,12048,13311,18192,24401,33343
13,2659,2659.000,10371,11299,11569,12048,11993,12659,13429,23395,30843
14,2621,2621.000,10658,11379,11720,12210,12155,12871,14536,23963,34892
15,2611,2611.000,10372,11344,11685,12273,12142,12995,15930,24140,38928
16,2581,2581.000,10488,11344,11670,12358,12103,13073,17913,24528,45243
17,2494,2494.000,10579,11307,11621,12831,12074,12770,16762,66851,83681
18,2631,2631.000,10561,11416,11735,12169,12163,12830,14340,22718,42220
19,2619,2619.000,10515,11292,11639,12203,12092,12898,16096,24122,35950
20,2617,2617.000,10663,11326,11639,12223,12062,12736,16654,24114,35534
21,2608,2608.000,10537,11384,11714,12225,12142,12902,14874,23691,34782
22,2605,2605.000,10576,11468,11792,12348,12217,12811,14831,24981,38793
23,2625,2625.000,10483,11378,11689,12171,12109,12672,13752,24175,38042
24,2454,2454.000,10555,11356,11642,13005,12116,12998,15881,75835,91251
25,2634,2634.000,10531,11364,11698,12152,12115,12724,13997,23539,36190
26,2611,2611.000,10312,11367,11676,12255,12127,12800,15767,24006,37446
27,2623,2623.000,10631,11378,11685,12190,12068,12786,14752,23756,32536
28,2621,2621.000,10567,11384,11723,12218,12104,12794,14458,23980,32028
29,2600,2600.000,10515,11450,11802,12322,12253,12987,14996,24381,41304
30,2618,2618.000,10490,11392,11713,12174,12098,12615,13547,24289,36529
31,2409,2409.000,10536,11377,11711,13259,12136,13011,19697,79485,97048
32,2617,2617.000,10542,11396,11716,12254,12138,12725,14218,24764,39227
33,2608,2608.000,10546,11329,11641,12267,12036,12622,16687,24320,33858
34,2580,2580.000,10553,11451,11778,12405,12249,13040,17494,24902,37407
35,2618,2618.000,10545,11402,11738,12223,12151,12873,14529,23161,31458
36,2491,2491.000,10484,11393,11749,12817,12282,16837,21142,26564,45001
37,2652,2652.000,10533,11350,11650,12066,12058,12637,13498,22873,35570
38,2581,2581.000,10628,11354,11678,12919,12128,12906,16950,68791,80298
39,2523,2523.000,10632,11328,11659,12134,12056,12620,14225,24096,33544
40,2591,2591.000,10548,11342,11693,12352,12197,13179,17158,25042,39520
41,2503,2503.000,10506,11294,11615,14255,12079,14912,22023,28665,1035144
42,1371,1371.000,10426,11706,12894,20646,23924,32140,33602,35890,823619
43,2631,2631.000,10500,11282,11617,12162,12013,12849,15261,24074,29484
44,2637,2637.000,10479,11298,11647,12130,12072,12862,14304,23900,36830
45,2615,2615.000,10390,11294,11604,12224,11998,12652,17340,25435,42372
46,2469,2469.000,10426,11329,11628,12953,12086,12953,14624,75200,87481
47,2641,2641.000,10480,11273,11580,12120,12018,12707,14347,24263,38119
48,2649,2649.000,10441,11259,11573,12089,12002,12663,14647,23724,35510
49,2636,2636.000,10541,11279,11600,12127,12013,12592,14323,24437,34790
50,2657,2657.000,10497,11293,11587,12027,11979,12562,13568,22830,38118
51,2646,2646.000,10487,11283,11631,12103,12051,12776,14020,23181,39111
52,2632,2632.000,10362,11306,11643,12144,12077,12843,14546,23390,38656
53,2639,2639.000,10460,11263,11569,12123,11964,12592,16182,24063,35313
54,2464,2464.000,10491,11291,11588,12999,12036,12832,17879,76922,89091
55,2612,2612.000,10358,11324,11622,12232,12085,12827,16481,23856,39871
56,2614,2614.000,10235,11275,11567,12184,11997,12800,16116,23620,34065
