Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2421.600,13.221,10.604,11.563,11.956,12.524,13.844,21.370,35.322,102.024,0.076
5,2603.400,12.283,10.521,11.395,11.717,12.152,12.831,15.707,24.112,38.645,0.081
10,2586.000,12.362,10.371,11.312,11.633,12.076,12.920,16.874,24.401,77.296,0.081
15,2587.200,12.363,10.372,11.337,11.671,12.121,12.920,15.902,24.446,83.681,0.081
20,2581.800,12.387,10.483,11.381,11.698,12.128,12.812,14.929,24.722,91.251,0.081
25,2617.800,12.228,10.312,11.388,11.713,12.141,12.822,14.794,23.902,41.304,0.082
30,2566.400,12.460,10.490,11.390,11.710,12.125,12.795,16.687,25.524,97.048,0.080
35,2573.000,12.428,10.484,11.364,11.694,12.120,12.939,16.900,25.619,80.298,0.080
40,2346.600,13.635,10.426,11.328,11.685,12.253,16.948,23.151,32.827,1035.144,0.073
45,2602.000,12.295,10.390,11.284,11.597,12.025,12.706,14.746,25.207,87.481,0.081
50,2607.600,12.270,10.362,11.287,11.602,12.020,12.720,14.573,24.432,89.091,0.082
55,2634.000,12.143,10.235,11.275,11.590,12.026,12.801,15.127,23.799,39.871,0.082
60,2589.800,12.354,10.304,11.246,11.573,12.020,12.814,17.704,25.213,85.446,0.081
65,2647.400,12.082,10.489,11.267,11.589,12.015,12.715,14.297,23.252,41.694,0.083
70,2598.600,12.314,10.448,11.295,11.618,12.048,12.779,15.618,24.316,90.675,0.081
75,2461.200,12.988,10.492,11.313,11.648,12.101,13.022,19.768,30.157,1032.461,0.077
80,2605.800,12.286,10.408,11.327,11.642,12.053,12.852,17.854,24.002,59.009,0.081
85,2575.000,12.425,10.429,11.314,11.640,12.063,12.853,17.926,24.881,100.230,0.080
90,2577.000,12.419,10.438,11.264,11.599,12.089,13.339,17.446,24.881,83.069,0.081
95,2648.400,12.085,10.387,11.258,11.579,12.006,12.710,14.278,23.566,39.176,0.083
100,2114.000,15.124,10.361,11.406,11.852,12.737,23.852,31.020,56.012,154.487,0.066
105,2621.600,12.208,10.495,11.334,11.647,12.094,12.822,15.256,24.328,43.056,0.082
110,2064.600,15.497,10.427,11.432,11.833,12.576,22.264,36.364,77.465,202.886,0.065
115,1947.800,16.375,10.425,11.415,11.885,12.766,23.245,28.965,84.500,1021.296,0.061
