Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,517.400,66.504,10.130,11.704,17.993,27.541,39.527,596.176,995.580,1025.821,0.015
5,325.800,92.400,10.064,11.122,14.682,25.808,40.102,873.148,992.695,1034.900,0.011
10,402.200,90.616,10.034,11.492,15.820,25.946,40.406,926.201,1011.789,1046.204,0.011
15,294.200,97.709,10.142,11.355,15.587,25.859,42.054,908.924,1011.836,1033.175,0.010
20,426.400,71.210,9.887,11.205,16.092,25.158,39.954,688.859,972.072,2008.721,0.014
25,363.400,90.707,9.970,11.237,17.554,32.454,264.397,680.684,1077.160,1235.040,0.011
30,461.000,71.218,9.961,11.045,14.416,28.146,82.391,549.321,955.234,1029.370,0.014
35,324.800,92.971,10.022,11.383,16.656,27.591,46.508,934.835,1020.366,1039.686,0.011
40,376.400,96.704,9.856,11.183,15.372,26.594,53.907,941.098,1011.665,1861.141,0.010
45,412.800,75.848,10.021,11.381,16.797,26.036,39.543,803.479,1006.201,1943.140,0.013
50,309.200,105.777,9.961,10.996,15.957,27.994,146.506,929.890,1000.710,1933.565,0.009
55,294.800,98.372,10.009,11.175,15.387,26.549,51.713,883.835,1007.152,1145.041,0.010
60,427.800,74.608,10.033,11.346,15.988,25.408,41.470,823.423,948.460,1871.789,0.013
65,382.200,87.615,9.854,11.124,15.311,25.343,42.878,884.252,1010.017,1901.020,0.011
70,411.400,85.625,9.947,11.345,15.812,26.910,49.300,795.609,1142.176,1916.348,0.012
75,441.000,58.798,9.971,11.377,16.587,27.184,42.981,314.043,897.467,1035.793,0.017
80,539.800,59.302,10.010,11.447,16.476,26.086,37.408,78.847,987.858,1032.842,0.017
85,393.400,81.321,9.998,11.470,16.797,27.381,41.344,902.743,1018.940,2041.326,0.012
90,372.200,96.402,10.007,11.082,15.029,25.571,46.118,914.968,1010.096,1872.005,0.010
95,696.200,43.495,9.920,11.653,17.412,26.221,35.506,44.827,919.730,1027.851,0.023
100,373.800,79.921,10.135,11.502,17.087,26.401,39.216,701.144,1939.314,2033.387,0.013
105,463.000,72.355,10.026,11.355,16.250,26.229,38.708,752.416,1009.717,1821.636,0.014
110,288.800,114.915,9.972,11.112,15.137,26.201,833.407,952.942,1010.823,1030.823,0.009
115,345.400,75.035,9.987,11.076,14.863,24.776,58.665,876.832,1007.155,1044.018,0.013
