Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1007,1007.000,18952,25011,28271,32182,32933,41796,54950,104335,129751
1,1085,1085.000,17646,25169,27984,29327,31479,36741,42196,55558,83002
2,1083,1083.000,18494,25084,28131,29628,31954,37438,44542,54813,68233
3,1062,1062.000,17965,25213,28298,30062,32426,38285,45364,62589,103002
4,1074,1074.000,18669,24832,28115,29817,32370,38790,43315,58801,83703
5,1031,1031.000,18925,25089,28509,30986,32981,40202,49632,74743,95833
6,944,944.000,19379,27734,31410,33936,36866,44386,51263,72287,126060
7,953,953.000,19355,28399,31531,33672,35979,42509,50829,69221,93441
8,945,945.000,20239,28324,31998,33730,36633,44036,49539,65856,90651
9,944,944.000,21357,28367,31827,33946,36421,44263,51107,68957,119716
10,938,938.000,19575,28284,31810,34157,36975,45720,52099,74110,99513
11,945,945.000,17153,28243,31558,33918,36071,45393,53288,69439,98285
12,922,922.000,19687,28490,32094,34699,37172,45672,54070,74286,100597
13,873,873.000,14837,26382,29970,38147,35220,48995,66146,102812,1081289
14,922,922.000,18648,26743,30815,33125,35729,42453,50268,69143,224199
15,963,963.000,19890,27565,30731,33734,35357,42831,49416,65373,930879
16,937,937.000,18935,26067,29497,33609,34383,42179,49700,75392,408938
17,944,944.000,19668,28916,32172,34223,37119,44032,50446,65159,92552
18,927,927.000,20566,28225,31571,34120,36863,44686,51375,74387,132062
19,935,935.000,17157,27640,31821,34432,37494,48392,55159,73726,104610
20,941,941.000,18651,27614,30812,33938,36206,44703,55162,80923,108033
21,967,967.000,20814,28138,31100,33016,35762,42910,49749,58347,79078
22,941,941.000,17863,26132,29111,37178,33391,39664,48868,430508,832383
23,916,916.000,17980,26210,29755,31771,34563,41749,48470,62221,178622
24,952,952.000,19575,28107,31425,34649,36808,43385,51004,61872,1039805
25,868,868.000,16048,26239,29410,35723,35628,43743,58016,129259,758526
26,953,953.000,19977,27850,31490,33559,36369,44392,51033,64479,75303
27,935,935.000,18888,28316,31881,34884,36964,47356,58459,82114,100202
28,937,937.000,15320,27701,31284,33410,35805,43373,52640,70125,116288
29,913,913.000,17736,25156,28111,36506,32539,40362,49182,262929,1031003
30,903,903.000,17174,27755,32030,34049,37512,46096,53588,73007,110210
31,954,954.000,19989,27980,31394,33551,36498,44797,50335,63830,85532
32,926,926.000,21533,28651,31917,34744,36982,47564,57032,71155,99076
33,928,928.000,20778,28434,32149,34234,37399,44394,50753,71187,122444
34,952,952.000,20374,27883,31329,33611,36385,44760,51932,65596,101188
35,931,931.000,21432,28627,32161,34524,37300,46174,54031,70511,101264
36,947,947.000,21263,28423,31516,33749,36034,43450,52658,65634,103290
37,935,935.000,18637,27868,31508,34162,36932,45840,54829,73220,101471
38,956,956.000,18826,28132,31588,33466,35918,43922,51202,65209,88464
39,950,950.000,20921,28510,31484,33688,35615,44113,51762,66044,86284
40,905,905.000,16749,28525,32603,35173,38409,46914,56886,80985,123884
41,934,934.000,20865,27907,31597,34292,37263,46477,55612,67807,128962
42,923,923.000,15485,28249,32036,34572,36946,45322,57113,78272,101893
43,948,948.000,20617,28379,31979,34117,36867,44777,51383,64118,98028
44,931,931.000,21198,28792,32059,34041,36971,43648,49615,65540,92318
45,954,954.000,19358,28301,31771,33674,36461,44362,51665,64129,86455
46,934,934.000,21491,28187,31732,34275,36846,45827,52757,75519,97634
47,899,899.000,21803,28680,32505,35582,38068,48024,60816,82096,91362
