Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1062.200,30.176,17.646,25.053,28.146,32.245,38.577,45.216,64.328,129.751,0.033
5,963.400,33.214,18.925,27.499,31.070,35.976,43.349,50.941,70.832,126.060,0.030
10,920.000,34.767,14.837,27.707,31.255,36.288,45.651,54.473,78.561,1081.289,0.029
15,941.200,34.022,17.157,27.663,31.225,36.321,44.271,51.385,71.901,930.879,0.029
20,943.400,34.119,17.863,27.200,30.492,35.327,42.800,50.441,71.172,1039.805,0.029
25,921.200,34.790,15.320,26.960,30.478,35.712,44.135,52.968,80.384,1031.003,0.029
30,932.600,34.033,17.174,28.117,31.767,36.938,45.347,53.050,68.405,122.444,0.029
35,943.800,33.915,18.637,28.316,31.666,36.333,44.861,52.725,67.329,103.290,0.029
40,928.200,34.434,15.485,28.361,32.042,37.238,45.289,53.576,73.764,128.962,0.029
45,936.000,34.245,19.358,28.328,31.842,37.074,45.117,53.294,73.563,97.634,0.029
50,955.400,33.481,15.828,27.755,31.125,36.109,43.941,52.150,67.993,143.988,0.030
55,950.400,33.638,17.632,28.212,31.462,36.154,43.106,51.194,67.670,109.193,0.030
60,937.200,34.151,19.419,28.272,31.929,36.768,44.657,53.567,69.572,103.231,0.029
65,942.000,33.938,15.263,28.024,31.500,36.767,44.601,52.624,70.354,118.349,0.029
70,930.800,34.395,19.177,27.981,31.660,37.110,44.925,52.793,68.174,1023.349,0.029
75,931.200,34.376,19.121,28.329,32.025,37.294,45.572,54.317,71.365,123.522,0.029
80,721.000,44.333,14.135,30.339,35.599,44.416,60.463,101.650,180.094,508.968,0.023
85,852.600,37.579,16.439,29.255,33.851,40.914,51.101,59.829,82.665,948.401,0.027
90,746.400,42.872,14.845,28.394,32.273,39.658,59.062,103.133,220.434,1020.738,0.023
95,938.600,34.081,20.020,28.129,31.812,36.713,45.119,52.532,70.356,126.779,0.029
100,931.200,34.342,14.319,28.338,31.852,37.149,44.934,53.115,77.543,122.051,0.029
105,915.600,34.929,19.452,27.771,31.296,36.413,44.401,52.112,75.699,1023.417,0.029
110,919.000,35.085,18.576,27.745,31.310,36.624,44.439,52.557,72.361,1029.369,0.029
115,685.800,45.955,14.759,28.479,34.012,43.766,64.495,126.395,229.624,1093.573,0.022
