Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.800,3229.413,55.025,83.132,5062.820,6099.239,6102.662,6103.496,6104.459,6104.459,0.000
5,15.200,2351.005,11.002,1034.356,1043.634,5059.658,5084.780,5085.663,5087.257,5087.257,0.000
10,17.000,1815.931,3.268,2032.852,2042.945,2045.480,2056.826,3060.972,3064.070,3064.070,0.001
15,9.400,3775.564,4.224,2023.150,5034.066,5038.870,5039.928,5040.723,5041.440,5041.440,0.000
20,13.200,2188.023,4.949,2014.744,2078.478,3039.836,3084.125,3085.250,3086.753,3086.753,0.000
25,14.000,3145.068,3.298,1020.278,2041.267,6042.057,7052.158,7053.455,7054.705,7054.705,0.000
30,8.400,2548.752,1009.738,2013.581,2028.098,3029.020,3039.443,5044.377,5049.550,5049.550,0.000
35,21.600,1488.465,2.274,19.507,2030.905,2060.347,3049.145,3069.663,4081.693,4083.942,0.001
40,19.200,2260.117,4.554,27.336,42.207,4061.375,7086.496,8060.736,8063.207,8063.207,0.000
45,5.600,7296.497,1009.517,6040.894,6049.055,11060.995,13082.612,13083.075,13083.726,13083.726,0.000
50,4.600,8322.890,2.666,6033.376,10065.409,11094.776,11096.679,11097.882,11098.045,11098.045,0.000
55,2.600,5142.466,1008.543,5071.207,6076.239,6076.671,6078.497,6079.594,6079.594,6079.594,0.000
60,9.600,4556.823,5.259,2048.207,6064.821,6067.096,7080.859,7081.094,7081.209,7081.209,0.000
65,2.400,2629.194,1010.875,2043.247,2044.214,3062.481,5068.165,6074.541,6074.541,6074.541,0.000
70,7.400,4534.638,13.006,5040.876,5053.052,5054.665,5060.245,7073.428,8079.024,8079.024,0.000
75,10.000,4650.115,4.856,4047.537,4058.840,6056.855,8077.266,8077.775,8078.371,8078.371,0.000
80,9.000,3444.023,3.791,3013.503,3014.414,4038.770,7044.927,7049.453,7052.919,7052.919,0.000
85,5.400,4008.908,4.980,4036.382,4042.343,4056.404,5062.009,5062.579,5062.990,5062.990,0.000
90,22.600,2142.192,1.858,1027.077,2029.883,3023.893,3051.638,10083.454,10084.822,10087.069,0.000
95,5.400,7216.353,4.339,7053.733,7062.132,9098.789,11111.868,11112.440,11119.415,11119.415,0.000
100,7.200,2908.480,1.940,12.338,4067.606,4074.816,5073.135,7086.438,8093.480,8093.480,0.000
105,7.600,6048.416,4.459,7035.268,7053.673,7055.988,9078.388,9079.582,9080.261,9080.261,0.000
110,0.600,5728.271,4056.569,4056.569,6060.926,7067.319,7067.319,7067.319,7067.319,7067.319,0.000
115,4.600,893.683,2.204,3.034,22.547,2044.140,2044.819,2045.113,2051.788,2051.788,0.001
