Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1720.000,18.639,10.417,12.318,13.339,18.650,26.193,31.603,52.112,1028.777,0.054
5,1468.000,22.074,10.365,12.147,13.395,18.831,30.750,63.735,137.299,984.738,0.045
10,1010.200,31.217,10.201,11.901,13.797,26.665,49.383,79.085,348.977,1009.863,0.032
15,1303.600,24.543,10.240,12.194,13.660,23.509,35.655,51.193,154.592,1031.638,0.041
20,1875.600,17.057,10.721,12.324,13.324,18.391,28.244,34.522,48.497,107.004,0.059
25,1315.400,24.339,10.074,11.627,12.482,16.653,24.601,30.302,524.583,1021.619,0.041
30,1692.400,18.879,10.330,12.204,13.312,18.960,28.654,34.584,48.293,1024.371,0.053
35,1839.800,17.399,10.266,12.023,12.959,18.035,25.328,30.166,44.865,923.608,0.057
40,1932.400,16.548,10.494,11.981,12.790,17.831,24.192,28.824,40.669,1021.449,0.060
45,1635.600,19.562,10.173,11.885,12.703,16.742,23.766,29.088,74.198,1019.086,0.051
50,2008.000,15.984,10.587,12.101,12.933,17.685,24.162,28.642,39.149,314.000,0.063
55,1851.400,17.231,10.590,12.077,12.888,18.194,24.759,30.260,50.703,282.906,0.058
60,1874.600,17.065,10.522,11.986,12.806,18.056,24.469,29.800,89.808,644.546,0.059
65,1885.000,16.967,10.403,12.014,12.848,17.950,24.225,29.253,42.373,634.778,0.059
70,1819.400,17.593,10.657,12.085,12.899,18.695,25.193,31.545,114.534,306.166,0.057
75,1885.200,17.315,10.385,12.055,12.879,18.352,24.480,29.762,44.832,1017.655,0.058
80,1806.000,17.352,10.275,11.907,12.735,16.903,23.526,27.994,40.035,992.235,0.058
85,1749.800,18.291,10.234,12.110,12.909,18.301,24.953,30.869,48.545,710.941,0.055
90,1748.600,18.294,10.393,12.139,13.060,19.329,25.366,31.496,89.672,471.295,0.055
95,2001.000,16.017,10.460,11.953,12.792,18.029,23.945,28.313,41.385,610.559,0.062
100,1837.800,17.775,10.294,11.880,12.711,17.657,24.102,28.851,42.850,1011.941,0.056
105,1847.200,16.929,10.307,11.807,12.573,17.671,24.003,28.621,43.075,874.959,0.059
110,1796.800,17.800,10.152,11.969,12.783,18.089,24.026,28.886,41.599,1008.660,0.056
115,1540.200,20.708,10.297,11.932,12.819,19.718,26.217,34.770,155.986,910.261,0.048
