Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1761,1761.000,11189,12922,13995,18280,20847,28920,35890,65177,91627
1,1894,1894.000,11237,12682,13623,16841,19789,26485,31367,40600,49917
2,1943,1943.000,10894,12318,13204,18122,18561,25680,30069,41282,1028777
3,1040,1040.000,10417,11223,11746,27683,13436,22100,29038,672419,962049
4,1962,1962.000,10780,12253,13132,16412,18951,25760,30116,42678,82546
5,1404,1404.000,10365,11327,12022,24065,14331,22953,28271,455465,984738
6,1865,1865.000,10522,12151,13019,16072,18339,25110,29763,40925,64692
7,1585,1585.000,10839,12742,14149,20655,20145,36138,62215,95870,132239
8,1297,1297.000,10892,12778,14677,24590,20624,60105,88334,127386,172429
9,1189,1189.000,10556,12285,14036,28282,20299,72589,109684,192610,346799
10,879,879.000,10524,11956,14789,33966,31222,95692,129969,182536,318843
11,757,757.000,11513,22631,29768,42303,51962,79254,102951,157314,210633
12,1633,1633.000,10774,12284,13615,23929,18936,34326,44760,65739,1009863
13,1076,1076.000,10263,11355,12268,30798,16245,27395,36105,658297,1009694
14,706,706.000,10201,11089,11907,33399,14925,27253,35369,728618,841982
15,1813,1813.000,10864,12415,13736,19859,20876,29883,36022,49887,1031638
16,709,709.000,10240,11205,12093,39362,14944,26150,40686,802451,928360
17,821,821.000,11097,21745,27550,41131,39766,89592,133786,203503,282660
18,1344,1344.000,10578,11858,12815,22601,22288,49846,58669,140647,243290
19,1831,1831.000,10885,12302,13443,17427,19694,30736,35786,46514,80415
20,1823,1823.000,10964,12407,13499,17617,18755,31144,37786,49002,72292
21,1801,1801.000,11040,12598,13752,17695,19427,30475,36182,51485,85850
22,1886,1886.000,10932,12336,13330,16973,18392,28636,34187,47239,73126
23,1963,1963.000,10784,12227,13029,16271,17691,26138,31217,40667,63424
24,1905,1905.000,10721,12158,13048,16806,17805,25679,31329,71365,107004
25,1216,1216.000,10151,11344,12171,30823,16371,23643,30021,723421,1012825
26,1667,1667.000,10074,12029,12723,15849,17523,24869,29622,39784,154142
27,1039,1039.000,10189,11035,11719,32242,13916,22007,30199,781976,1021619
28,968,968.000,10252,11415,12040,36231,16796,24203,34030,800469,1019443
29,1687,1687.000,10499,12055,13010,16362,18221,25958,30337,46025,93061
30,1882,1882.000,10677,12402,13517,16972,18783,28418,33416,43433,62109
31,1786,1786.000,10779,12429,13732,17945,20125,31275,38226,52413,79815
32,1841,1841.000,10750,12250,13301,17305,20400,29557,35491,48139,83319
33,1904,1904.000,10821,12291,13363,17840,20010,27588,32347,42972,1024371
34,1049,1049.000,10330,11181,12065,28536,14690,24408,32417,623855,762471
