Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1762,1762.000,11011,12557,13738,18315,21277,29813,38003,58887,82139
1,1893,1893.000,11062,12501,13527,16948,18956,27082,32914,44914,56748
2,1782,1782.000,10540,11997,12885,24864,18294,26354,32347,687774,1016694
3,948,948.000,10022,11707,12656,20634,16477,25453,30816,322811,628675
4,1947,1947.000,10696,12121,13048,16415,19054,25531,29832,40262,205658
5,1998,1998.000,10564,12181,13005,15983,16910,24838,29474,41239,79463
6,1976,1976.000,10735,12003,12840,16226,17750,24491,29834,60093,98792
7,1927,1927.000,10767,12216,13200,16629,19588,26883,31437,43876,66122
8,1861,1861.000,10605,12400,13645,17197,20085,27211,31985,43708,118788
9,1761,1761.000,10989,12577,14021,18299,22313,28807,35905,50118,83009
10,659,659.000,15064,21662,49873,50045,59028,77750,122455,188133,257713
11,1563,1563.000,10596,11794,12576,20858,20131,35533,62113,124561,218676
12,1586,1586.000,10333,11823,13048,18954,19381,27620,36124,135680,235285
13,1976,1976.000,10563,11918,12816,17181,18689,24519,29415,41905,484067
14,1817,1817.000,10371,11668,12557,18246,17373,24547,30063,56236,499608
15,1635,1635.000,10205,11705,12705,17746,16877,24592,30524,114398,383580
16,1391,1391.000,10328,12434,14018,30821,20537,37578,58539,676348,1045087
17,842,842.000,10119,11648,13234,25940,19772,51261,73424,258211,519279
18,535,535.000,13723,19022,49824,59399,76610,132560,157077,232332,380108
19,1468,1468.000,10845,12716,14274,21504,24204,45515,52599,75890,133509
20,1729,1729.000,10793,12577,13856,18381,19802,33472,40787,57283,71784
21,1843,1843.000,10719,12353,13573,17405,18834,29306,35957,47445,84262
22,1930,1930.000,10828,12125,13100,16612,18206,27525,33145,44577,71462
23,1948,1948.000,10622,12190,13159,16329,18628,25775,30206,42402,58722
24,1996,1996.000,10477,12030,12863,16055,16468,25280,30395,42406,90922
25,1961,1961.000,10706,12136,13092,19256,19103,24728,29474,39596,895613
26,1004,1004.000,10118,11343,12145,26090,15767,24521,31850,507642,727242
27,2002,2002.000,10776,12195,13093,16572,17813,25278,29047,38605,638638
28,1593,1593.000,10167,11628,12514,19291,15842,23984,29781,250699,551262
29,1688,1688.000,10220,11587,12572,19049,16979,24533,29321,215891,509958
30,1853,1853.000,10605,12251,13415,17201,18937,26542,32723,66739,91919
31,1965,1965.000,10677,12049,13052,16272,19668,25230,29739,41506,55313
32,1876,1876.000,10897,12422,13540,17042,20085,27232,32843,44827,79213
33,1858,1858.000,10874,12423,13530,17295,20934,27163,33293,43993,76650
34,1951,1951.000,10882,12258,13194,16367,19471,25256,29717,41349,56960
35,2000,2000.000,10788,12031,13023,16009,18294,25176,30276,41726,55743
36,1969,1969.000,10979,12206,13152,16208,19004,25105,29671,39318,70935
37,1982,1982.000,10815,12306,13202,16124,18213,24739,29654,40552,65970
38,1983,1983.000,10812,12092,13043,16135,18492,25351,30046,41409,50885
39,1118,1118.000,10133,11446,12149,28641,16055,23233,30325,615422,855997
40,1889,1889.000,10761,12154,13030,16973,17081,25136,32516,80859,106352
41,2017,2017.000,10588,12084,12968,15807,17197,24593,29321,38269,54439
42,1995,1995.000,10739,12134,13037,16053,19002,25015,29357,38791,52514
43,2032,2032.000,10786,12127,12924,15762,17876,24194,28441,37769,54054
44,2020,2020.000,10663,12117,12976,15832,17720,24221,29586,39627,59317
45,2002,2002.000,10577,12094,12961,15964,17764,24525,30024,39675,84058
46,2001,2001.000,10698,12040,12890,15999,18914,25227,29446,38744,51926
47,1978,1978.000,10656,11913,12761,16198,17266,23102,27643,36894,328746
48,2004,2004.000,10711,12020,12877,16262,17245,24003,27841,38788,336736
49,1555,1555.000,10125,11502,12271,23674,17434,23847,30905,459978,734325
50,1669,1669.000,10105,12129,12955,15848,18174,23782,28382,36784,179928
51,1914,1914.000,10806,12183,13155,16738,19397,25389,30527,59918,82726
52,2061,2061.000,10802,12063,12888,15552,16189,23823,28033,39518,48742
53,2003,2003.000,10628,12164,13120,15961,18668,24740,28393,37542,48401
54,2008,2008.000,10790,12189,13045,15904,17468,24819,29465,39433,53939
55,1833,1833.000,10545,12048,13025,17523,17877,24742,29797,49106,412317
56,1827,1827.000,10172,11964,12882,17496,16956,25112,30367,133090,232144
57,1985,1985.000,10858,12301,13245,16099,18386,24763,28593,38029,50788
58,2011,2011.000,10883,12087,12894,17783,18358,24521,29196,38257,1026086
59,1348,1348.000,10327,11534,12135,20956,15560,23679,31041,164798,768940
60,1994,1994.000,10635,12130,12956,15972,18690,24564,29426,39589,57529
61,1820,1820.000,10857,12186,13171,19609,20289,28118,38156,57456,1022871
62,875,875.000,10288,11323,12181,32455,19266,26957,36376,730356,876639
63,2037,2037.000,10770,12111,12919,15686,17310,24247,28323,37197,53751
64,1968,1968.000,10485,12063,12930,17618,16726,24656,29712,79381,330299
65,1601,1601.000,10309,11539,12340,22935,16340,23105,28426,369642,1030170
66,1138,1138.000,10156,10944,11477,21708,13158,20828,29560,305540,712230
67,2010,2010.000,10757,12144,13020,15908,18187,24354,29260,38293,51025
68,1857,1857.000,10851,12420,13586,17197,20723,26737,32625,46652,63564
69,2003,2003.000,10742,12234,13113,15975,17739,24571,28747,37215,59636
70,1898,1898.000,10724,12186,13074,16864,19140,26017,33759,58474,87360
71,1892,1892.000,10332,12083,13011,16907,19410,25905,31551,56379,130007
72,1574,1574.000,10164,11734,12651,20544,17202,24625,35319,200100,266083
73,1999,1999.000,10740,12070,12953,15858,17731,24478,28900,38880,87494
74,1973,1973.000,10745,12065,13025,16145,19502,25034,29158,39970,50420
75,1999,1999.000,10372,12129,12980,17400,17757,24879,29745,39521,1028913
76,1065,1065.000,10230,11122,11993,27458,16147,22753,28927,665855,889658
77,2007,2007.000,10555,12030,12984,15957,18014,24753,28531,40028,106016
78,2024,2024.000,10755,12130,12999,15857,18729,24370,28049,37352,53321
79,1999,1999.000,10683,12042,12978,15950,18000,24619,29185,38676,61578
80,2001,2001.000,10612,12108,12919,16913,16767,23800,28554,37767,633010
81,1818,1818.000,10546,11792,12808,16645,17330,24611,30773,59285,358414
82,1981,1981.000,10795,12134,13117,16131,19137,25125,29253,41083,50887
83,2012,2012.000,10606,11952,12776,15870,19210,23962,27747,36428,372425
84,2004,2004.000,10652,12049,12960,15996,18759,24814,28497,38478,49255
85,1850,1850.000,10459,12186,13260,21129,18471,24183,28882,53462,771265
86,1392,1392.000,10264,11795,12782,18007,17133,25375,31284,55657,458245
87,1800,1800.000,10430,12184,13450,20154,19962,26440,33160,241795,363482
88,1639,1639.000,10268,12076,13026,16757,19569,25325,29602,41900,207118
89,2018,2018.000,10837,12164,12941,15880,18032,24599,28073,37643,46763
90,1637,1637.000,10379,11940,12818,22550,18108,25410,32321,373194,445346
91,1654,1654.000,10064,12006,12878,16818,16714,25694,32585,70508,143951
92,1894,1894.000,10384,11905,12775,17518,18373,24531,29647,43000,625155
93,1846,1846.000,10172,11743,12661,16263,16952,24883,29645,45484,219724
94,1941,1941.000,10669,12221,13105,16480,19808,25761,30601,42025,56353
95,1976,1976.000,10457,12161,13141,16197,18670,25191,30054,41417,53170
96,1929,1929.000,10769,12336,13555,16619,19269,25936,30728,39842,57755
97,1759,1759.000,10535,12009,13146,24252,17547,24012,29956,614731,1022311
98,1090,1090.000,10180,11804,12622,19544,16761,24960,29949,297262,538693
99,1972,1972.000,10658,12038,13026,17588,17836,25098,29571,41174,769470
100,1699,1699.000,10368,11414,12399,17218,16663,23304,28303,42768,516515
101,2018,2018.000,10679,12137,13005,15862,18344,23609,28298,39086,64072
102,1865,1865.000,10655,12269,13275,17146,20252,25643,30884,65812,85635
103,2026,2026.000,10683,12117,12970,16091,17644,24277,28703,38538,694520
104,1950,1950.000,10600,11708,12455,16131,17450,23152,27577,39343,317812
105,2001,2001.000,10900,12154,12951,16906,17562,24472,29038,40903,599192
106,1171,1171.000,10131,11027,11659,30256,15319,22396,33655,532703,1019083
107,1685,1685.000,10058,12058,12937,15870,17710,24321,28392,38072,165201
108,1963,1963.000,10434,11938,12889,17806,18410,24339,29135,41837,794648
109,1714,1714.000,10314,11694,12576,16867,15889,23709,28521,44246,322473
110,1998,1998.000,10785,12184,13136,16066,18855,24283,29190,40195,61328
111,1962,1962.000,10780,12136,13113,16218,19295,25163,30266,40136,51339
112,2097,2097.000,10623,11915,12685,15325,15536,23084,26534,36391,148298
113,1829,1829.000,10350,11718,12545,18936,17766,24113,31262,89141,497504
114,1821,1821.000,10184,11917,12917,16101,17319,24612,29681,42024,163622
115,2003,2003.000,10746,12100,12958,15960,17565,24846,29695,39672,51112
116,1986,1986.000,10822,12242,13164,16141,18788,24999,29413,37886,66646
117,1980,1980.000,10861,12168,13129,17196,19074,25476,29668,39736,1017275
