Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,376,376.000,10508,13935,21530,101410,38790,90609,878486,993182,1036373
1,1059,1059.000,10584,13200,19972,39472,29145,38595,46111,742491,836105
2,579,579.000,10320,13487,20266,29833,28815,37855,44656,562326,897803
3,415,415.000,10347,12435,18540,74798,26820,47421,739184,834950,845875
4,601,601.000,10374,13039,20048,71284,28608,42175,873217,992276,1040391
5,693,693.000,10300,12609,20064,63484,29827,45261,78668,995794,1027394
6,255,255.000,10082,11648,17786,115771,29688,809268,938186,1024236,1030224
7,237,237.000,10377,11685,18132,147554,27404,887992,994049,1021859,1034302
8,226,226.000,10219,12275,18510,127118,29349,891076,927194,965704,1016444
9,196,196.000,10239,13092,21520,61885,30902,50033,76370,890865,923553
10,605,605.000,10177,13281,20804,66025,31447,49000,659937,897336,931645
11,981,981.000,10653,13501,21766,38933,31041,40742,50133,904325,965704
12,279,279.000,10153,12320,18022,63021,25915,40936,741668,869981,878865
13,1044,1044.000,10013,13737,21888,50528,31613,44076,53086,925527,1038377
14,459,459.000,10734,13369,21659,24581,30396,41025,52070,72678,102036
15,555,555.000,10242,13285,20601,69191,31005,46830,722339,925831,1696637
16,210,210.000,10222,11465,16557,167482,27368,837644,901997,1846352,1858992
17,183,183.000,10420,11542,16132,151619,26772,898380,940218,1011202,1013781
18,519,519.000,10289,13271,21391,74009,32632,53519,797089,903508,968233
19,240,240.000,10044,12036,17213,138385,26983,882990,959552,1012804,1031926
20,787,787.000,10733,13647,21287,24436,29939,41941,49120,73227,103354
21,818,818.000,10242,13805,21498,59518,31161,47681,63503,1002085,1056409
22,591,591.000,10369,13405,21685,45767,31601,46830,56637,975926,1053195
23,273,273.000,10180,11345,17260,73695,28387,45245,734088,893570,909353
24,954,954.000,10067,13413,21325,48899,32164,45357,64117,787137,907604
25,312,312.000,10334,13687,22272,112555,33970,792677,907526,952743,962597
26,596,596.000,10706,13318,21919,23970,30820,40707,46486,61394,68921
27,351,351.000,10137,12862,20197,99667,32769,53067,850043,959151,1009911
28,1127,1127.000,10318,13699,21411,47223,30433,43600,55582,927684,973608
29,250,250.000,10975,13157,22159,31054,31796,45735,51515,77434,854955
30,1267,1267.000,10880,14161,22465,25248,31856,42976,52040,65940,89365
31,352,352.000,10646,13157,22181,108712,33135,66053,956594,1025062,1043395
32,1063,1063.000,10952,13565,21502,24144,30787,40688,47272,62403,80182
33,565,565.000,10336,13098,21642,75923,31515,46158,914358,1000636,1046595
34,871,871.000,10670,14202,21418,27108,30190,40521,48402,66709,887784
35,341,341.000,10285,12873,20616,86438,30634,49420,776259,830847,856264
36,913,913.000,10321,13725,21852,54228,31923,45944,58884,906769,959105
37,270,270.000,10371,12812,19881,129228,32171,874001,930642,1070091,1094202
38,255,255.000,10201,11323,17404,141068,34076,909981,993996,1033555,1092957
39,251,251.000,10254,13402,21785,30647,30418,39121,46030,106733,862313
40,471,471.000,10201,12710,19366,78892,28507,46182,770119,996203,1057857
41,394,394.000,10383,12194,19844,118003,31055,121720,977149,1904528,1974226
42,104,104.000,10242,11050,17475,243451,47646,960671,1004046,1016448,1026236
43,353,353.000,10432,12350,19293,98751,28396,45916,881148,1007005,1022517
44,596,596.000,10393,12716,19417,51837,27139,40040,49426,924383,1021963
