Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683067364.579919,65796,30,1
1,ReadModifyWrite,1683067364.579921,91258,26,1
1,ReadModifyWrite,1683067364.580351,71668,3,1
1,ReadModifyWrite,1683067364.580377,80351,29,1
1,ReadModifyWrite,1683067364.581208,79142,27,1
1,ReadModifyWrite,1683067364.581219,75396,28,1
1,ReadModifyWrite,1683067364.581266,98546,24,1
1,ReadModifyWrite,1683067364.581282,120194,25,1
1,ReadModifyWrite,1683067364.581303,79267,23,1
1,ReadModifyWrite,1683067364.581328,59702,19,1
1,ReadModifyWrite,1683067364.581369,80779,20,1
1,ReadModifyWrite,1683067364.581385,83485,22,1
1,ReadModifyWrite,1683067364.581413,79033,21,1
1,ReadModifyWrite,1683067364.581495,69124,17,1
1,ReadModifyWrite,1683067364.581505,101290,18,1
1,ReadModifyWrite,1683067364.581520,62796,16,1
1,ReadModifyWrite,1683067364.581579,71177,15,1
1,ReadModifyWrite,1683067364.581635,72048,14,1
1,ReadModifyWrite,1683067364.581679,86337,13,1
1,ReadModifyWrite,1683067364.581697,71280,12,1
1,ReadModifyWrite,1683067364.581873,90609,10,1
1,ReadModifyWrite,1683067364.581888,56650,11,1
1,ReadModifyWrite,1683067364.581900,77799,9,1
1,ReadModifyWrite,1683067364.581977,84106,8,1
1,ReadModifyWrite,1683067364.581991,56425,7,1
1,ReadModifyWrite,1683067364.582005,68185,6,1
1,ReadModifyWrite,1683067364.582058,65232,4,1
1,ReadModifyWrite,1683067364.582077,68914,5,1
1,ReadModifyWrite,1683067364.582090,64868,0,1
1,ReadModifyWrite,1683067364.582100,65508,1,1
1,ReadModifyWrite,1683067364.582160,101734,2,1
1,ReadModifyWrite,1683067364.638508,14456,7,1
1,ReadModifyWrite,1683067364.638553,25477,11,1
1,ReadModifyWrite,1683067364.641059,14672,19,1
1,ReadModifyWrite,1683067364.644339,27624,16,1
