Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,368.600,86.838,10.138,12.035,19.431,31.621,71.328,778.120,946.052,1849.421,0.012
5,334.200,103.542,10.175,11.335,16.870,27.117,47.663,932.620,1012.010,1722.071,0.010
10,393.800,74.609,10.101,11.431,16.481,26.052,37.519,836.889,950.452,1031.370,0.013
15,334.800,104.424,10.063,11.455,16.714,26.193,60.197,921.983,1012.060,1990.594,0.010
20,428.600,70.016,10.021,11.467,16.058,25.290,36.591,751.768,996.326,1035.877,0.014
25,326.000,109.583,10.034,10.779,13.057,29.376,402.529,824.585,1011.496,1870.348,0.009
30,348.600,89.519,10.187,11.532,17.648,28.663,52.085,919.575,1012.032,1078.130,0.011
35,301.400,93.559,10.129,11.554,17.403,27.180,41.248,807.506,1942.242,2009.620,0.011
40,444.200,76.206,9.893,11.517,14.957,24.761,41.710,795.746,1008.852,1056.369,0.013
45,270.400,125.020,9.914,11.300,16.581,27.740,297.242,905.749,1956.974,2020.328,0.008
50,279.800,102.920,10.015,11.418,16.322,26.592,85.311,959.978,1022.484,1121.905,0.010
55,259.600,129.694,10.128,11.208,16.182,28.908,708.072,972.401,1757.341,1896.069,0.008
60,371.400,80.712,10.185,11.557,16.092,25.852,38.245,873.680,996.914,1044.452,0.012
65,400.200,88.983,10.006,11.509,17.180,28.093,53.779,834.741,994.954,1209.960,0.011
70,297.800,96.816,10.142,11.663,17.173,28.654,52.916,895.570,1105.344,1321.371,0.010
75,381.200,83.458,10.035,11.766,18.519,31.061,102.700,770.631,984.524,1114.638,0.012
80,426.400,76.054,10.093,11.709,17.081,27.310,40.699,722.990,1009.002,1318.369,0.013
85,498.400,65.792,9.975,11.814,17.585,29.682,48.794,702.691,979.187,1068.831,0.015
90,494.400,61.276,10.096,11.564,16.396,26.934,38.831,492.293,1007.819,1046.618,0.016
95,589.200,58.520,10.105,11.699,17.434,26.731,37.287,62.336,980.033,1960.966,0.017
100,656.600,47.577,9.999,11.900,18.115,27.881,39.081,53.037,882.728,1037.136,0.021
105,237.000,130.135,10.069,11.220,14.186,25.988,859.988,960.668,1024.030,1979.375,0.008
110,473.400,73.163,10.058,11.655,16.837,27.096,40.024,781.521,979.176,1053.081,0.014
115,304.800,85.880,10.070,11.173,13.771,24.230,37.133,842.274,1136.574,2020.472,0.012
