Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,564.200,63.617,10.271,12.622,19.138,29.790,47.840,161.125,1002.106,1055.664,0.016
5,391.400,77.959,9.472,11.765,17.723,27.745,43.894,831.807,999.340,1026.142,0.013
10,517.600,65.090,10.109,12.084,18.220,28.161,44.337,153.175,993.296,1949.163,0.015
15,353.600,81.501,10.102,11.990,18.216,27.657,39.210,791.440,1637.300,1778.362,0.012
20,392.400,79.734,10.164,11.768,17.795,27.031,44.377,851.082,1016.086,1192.551,0.013
25,417.800,77.935,10.223,11.778,18.004,27.911,42.688,857.577,994.596,2014.491,0.013
30,326.800,101.778,10.143,11.705,16.837,26.622,50.910,892.291,1013.319,1036.776,0.010
35,456.600,70.209,10.012,11.997,18.422,27.448,39.362,776.848,1009.499,1037.959,0.014
40,513.800,66.167,10.009,11.992,17.196,27.100,40.446,260.885,998.756,1093.515,0.015
45,363.000,84.595,10.197,11.943,17.977,27.410,47.047,882.929,1011.171,1812.336,0.012
50,543.600,53.778,10.103,12.763,21.448,31.947,50.742,93.218,959.364,1031.857,0.019
55,407.200,88.754,10.079,11.830,18.229,28.347,52.488,858.415,1000.462,1036.518,0.011
60,309.000,90.890,10.118,11.695,17.150,32.180,97.235,801.490,990.078,1040.450,0.011
65,458.400,80.730,10.222,11.928,18.374,29.482,45.172,819.284,1017.338,1995.141,0.012
70,351.000,82.080,10.156,11.787,17.713,28.498,56.913,745.824,1001.689,1251.782,0.012
75,430.200,74.036,10.186,11.872,18.220,27.871,43.249,802.834,997.775,1036.351,0.014
80,702.600,45.776,10.249,12.514,19.405,28.437,39.588,50.200,917.765,1023.927,0.022
85,637.400,53.708,10.133,11.976,17.609,26.954,38.839,54.579,962.138,1045.675,0.019
90,416.400,72.129,10.013,11.796,17.588,27.230,41.922,790.343,923.827,1031.971,0.014
95,351.200,85.237,10.147,11.947,18.306,29.059,49.530,867.997,996.735,1058.397,0.012
100,456.800,75.153,10.091,11.772,17.663,27.592,46.372,704.340,1008.537,1907.140,0.013
105,447.400,67.454,10.126,11.650,16.836,26.759,42.915,652.040,928.537,1029.546,0.015
110,672.400,46.462,10.224,12.183,18.912,27.830,39.086,49.150,928.691,1093.661,0.022
115,458.400,69.417,10.191,11.946,18.339,27.982,41.756,743.731,997.079,1066.021,0.014
