Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2535.200,12.609,3.244,11.744,12.497,13.546,15.379,17.136,24.511,80.672,0.079
5,2705.800,11.818,3.097,11.186,11.782,12.428,13.357,14.595,26.964,95.883,0.085
10,2171.800,14.734,3.051,11.335,12.194,16.816,23.515,29.181,42.628,60.542,0.068
15,2481.800,12.884,3.055,11.188,11.836,12.710,17.158,24.848,39.357,62.766,0.078
20,2857.800,11.190,3.022,11.096,11.663,12.224,12.852,13.400,14.826,28.488,0.089
25,1957.000,16.345,3.192,11.454,12.428,18.567,29.154,38.068,53.811,76.984,0.061
30,2453.400,13.037,3.121,11.461,12.085,12.988,17.742,23.220,38.876,55.858,0.077
35,2382.000,13.429,3.087,11.442,12.123,13.210,20.231,25.796,38.118,64.868,0.074
40,2752.000,11.620,3.137,11.344,11.899,12.459,13.101,13.628,14.974,110.051,0.086
45,2862.400,11.175,2.724,11.073,11.682,12.272,12.873,13.356,14.644,26.315,0.089
50,2863.400,11.172,2.965,11.093,11.677,12.245,12.852,13.310,14.804,19.998,0.090
55,2772.200,11.541,3.107,11.213,11.800,12.430,13.235,14.472,20.341,27.429,0.087
60,2737.600,11.684,3.094,11.235,11.846,12.496,13.368,14.806,23.030,27.587,0.086
65,2815.200,11.367,3.091,11.196,11.770,12.366,13.036,13.645,16.391,34.182,0.088
70,2828.000,11.309,3.132,11.222,11.819,12.411,13.016,13.434,14.810,27.030,0.088
75,2798.800,11.432,3.126,11.122,11.695,12.293,12.983,13.509,15.741,104.825,0.087
80,2852.800,11.211,2.954,11.067,11.684,12.306,12.955,13.445,15.272,24.169,0.089
85,2489.000,12.858,3.096,11.241,11.870,12.783,17.463,23.480,37.064,61.343,0.078
90,2520.800,12.691,2.848,11.247,11.871,12.700,17.360,23.821,31.617,53.447,0.079
95,2414.600,13.251,3.061,11.336,11.984,13.244,19.390,25.596,35.626,50.626,0.075
100,2842.200,11.257,3.026,11.146,11.743,12.355,13.023,13.531,14.741,22.769,0.089
105,2819.800,11.344,3.089,11.126,11.737,12.333,13.064,13.844,17.035,26.928,0.088
110,2768.800,11.555,2.975,11.142,11.736,12.339,13.060,13.765,18.703,101.402,0.087
115,2803.200,11.388,3.110,11.126,11.702,12.288,12.931,13.578,22.529,35.399,0.088
