Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2132,2132.000,3386,11937,13309,14992,16682,20900,25193,63084,80672
1,2626,2626.000,3390,11643,12423,12156,13386,14760,15847,17556,30347
2,2608,2608.000,3520,11834,12590,12275,13547,14920,15578,17138,20996
3,2585,2585.000,3512,11971,12638,12380,13524,14713,15789,18695,24127
4,2725,2725.000,3244,11548,12135,11715,12752,13707,14368,16552,21844
5,2808,2808.000,3097,11312,11874,11392,12443,13065,13604,15132,23440
6,2615,2615.000,3241,11120,11644,12219,12213,13021,13954,93687,95883
7,2880,2880.000,3143,11031,11647,11104,12205,12845,13278,14123,15446
8,2790,2790.000,3159,11222,11807,11472,12486,13367,14450,16783,25825
9,2436,2436.000,3199,11322,12010,13118,13194,17681,25124,37705,47440
10,2859,2859.000,3213,10966,11541,11251,12058,12715,13462,23184,29989
11,2179,2179.000,3197,11532,12289,14615,16033,23496,28691,40149,48337
12,2008,2008.000,3416,11625,13242,15916,19491,24429,27362,43722,60542
13,1934,1934.000,3051,11514,13623,16538,20590,27862,32773,42598,46591
14,1879,1879.000,3239,11557,13634,17049,20224,29835,39392,55727,59980
15,1930,1930.000,3353,11481,12976,16538,19878,30539,35963,40280,44946
16,1914,1914.000,3136,11651,12794,16808,18442,29521,38948,52037,62766
17,2887,2887.000,3055,10993,11554,11023,12101,12677,13124,14400,16330
18,2837,2837.000,3274,11135,11731,11275,12367,13177,13762,15165,18563
19,2841,2841.000,3253,11133,11717,11254,12260,12929,13480,14987,25816
20,2885,2885.000,3114,11062,11594,11072,12105,12659,13105,14123,17797
21,2862,2862.000,3185,11145,11728,11166,12230,12734,13056,13951,16961
22,2869,2869.000,3050,11029,11632,11158,12235,12834,13300,14714,26096
23,2807,2807.000,3077,11150,11740,11395,12415,13385,14356,16265,28488
24,2866,2866.000,3022,11134,11657,11164,12187,12787,13372,14570,16938
25,2233,2233.000,3192,11305,12094,14318,14957,20759,27852,52319,72626
26,1534,1534.000,3269,12109,16831,20952,28061,38318,45190,55488,58386
27,2299,2299.000,3293,11325,11970,13831,13180,22471,26132,40290,46470
28,1686,1686.000,3361,11602,14054,19049,24123,36682,40849,56769,62195
29,2033,2033.000,3429,11493,12445,15695,16824,25683,32229,58852,76984
30,1782,1782.000,3121,11727,14982,18021,21962,30233,40267,51654,55858
31,2515,2515.000,3293,11384,12029,12669,12790,15086,24006,33638,43818
32,2787,2787.000,3129,11395,11947,11477,12500,13188,13703,16396,22799
33,2781,2781.000,3306,11428,11981,11500,12568,13218,13734,15021,18038
34,2402,2402.000,3191,11513,12208,13313,13903,19124,22342,33841,38305
35,1913,1913.000,3205,11868,13406,16840,20126,29823,35858,47911,53978
36,1718,1718.000,3425,12513,16027,18491,23930,28938,31943,49729,64868
37,2627,2627.000,3087,11452,12056,12164,12764,14281,16797,26551,29135
38,2832,2832.000,3137,11211,11769,11304,12341,12998,13528,15615,17771
39,2820,2820.000,3218,11279,11869,11343,12436,12975,13442,14828,18440
40,2817,2817.000,3308,11292,11821,11330,12386,12963,13436,14986,18147
41,2792,2792.000,3330,11422,11976,11468,12494,13138,13600,14827,16265
42,2805,2805.000,3137,11361,11940,11409,12489,13062,13498,14549,15953
43,2778,2778.000,3169,11337,11961,11517,12596,13460,13980,15359,20254
44,2568,2568.000,3222,11287,11820,12441,12315,12868,13372,108442,110051
45,2889,2889.000,2955,10967,11651,11095,12214,12811,13277,14368,22169
46,2898,2898.000,3099,10909,11535,11027,12146,12746,13167,14565,18732
47,2810,2810.000,3220,11276,11862,11375,12426,12989,13406,14113,26315
48,2841,2841.000,2724,11175,11751,11257,12328,12986,13459,14833,18498
49,2874,2874.000,3264,10988,11627,11124,12210,12845,13373,16471,23374
50,2868,2868.000,2965,11065,11717,11162,12293,12827,13198,14182,17297
51,2876,2876.000,3264,11107,11658,11113,12174,12720,13143,14403,16860
52,2860,2860.000,3194,11154,11653,11199,12210,12782,13284,15582,17506
53,2820,2820.000,3160,11217,11822,11336,12441,13079,13607,15026,19998
54,2893,2893.000,3178,10930,11542,11052,12111,12803,13285,15186,17242
55,2864,2864.000,3222,11138,11695,11171,12259,12851,13276,14074,22354
56,2725,2725.000,3157,11353,11928,11734,12526,13211,14306,24030,27429
57,2594,2594.000,3237,11277,11988,12330,12956,17307,19422,21392,23716
58,2845,2845.000,3171,11206,11772,11259,12309,12932,13429,15505,16654
59,2833,2833.000,3107,11129,11712,11289,12358,13008,13495,16395,22940
60,2837,2837.000,3182,11241,11800,11274,12364,12936,13359,14191,15985
61,2464,2464.000,3094,11319,11918,12984,12894,21425,23304,26373,27587
62,2750,2750.000,3200,11263,11958,11654,12626,13688,14815,19342,23618
63,2799,2799.000,3253,11133,11758,11410,12463,13310,14256,17819,21654
64,2838,2838.000,3282,11201,11805,11263,12341,12946,13307,14163,16022
65,2848,2848.000,3220,11198,11743,11248,12312,12822,13215,14260,23033
66,2813,2813.000,3196,11219,11849,11363,12472,13117,13666,14897,17233
67,2758,2758.000,3091,11258,11816,11614,12386,13201,14171,25091,34182
68,2813,2813.000,3311,11242,11810,11348,12392,13076,13605,15198,16907
69,2844,2844.000,3230,11064,11648,11268,12266,12980,14018,17028,21456
70,2847,2847.000,3255,11175,11785,11220,12340,12925,13251,14397,17074
71,2863,2863.000,3136,11140,11710,11184,12270,12858,13283,14170,17856
72,2784,2784.000,3238,11405,11989,11480,12562,13120,13581,15172,16967
73,2809,2809.000,3217,11315,11889,11413,12502,13139,13571,15155,25266
74,2837,2837.000,3132,11142,11729,11249,12378,13017,13534,15478,27030
75,2870,2870.000,3126,11055,11652,11157,12213,12883,13367,15513,17351
76,2808,2808.000,3286,11244,11763,11649,12356,13226,14209,16618,104462
77,2589,2589.000,3253,11160,11708,12067,12304,12954,13368,15202,104825
78,2826,2826.000,3174,11167,11741,11315,12419,13186,13857,15591,21130
79,2901,2901.000,3153,10981,11587,11038,12163,12730,13156,13902,15281
80,2836,2836.000,3025,11089,11781,11283,12429,13136,13632,15593,24169
81,2844,2844.000,2954,11099,11701,11234,12277,12855,13254,19335,20538
82,2835,2835.000,3192,11088,11704,11293,12399,13166,13840,15835,21522
83,2899,2899.000,3094,10948,11529,11039,12118,12727,13168,14439,18274
84,2850,2850.000,3060,11127,11715,11208,12284,12914,13383,14578,18545
85,2880,2880.000,3253,11048,11605,11108,12197,12806,13342,14707,16844
86,2853,2853.000,3244,11176,11711,11238,12286,12848,13361,15048,26919
87,2390,2390.000,3096,11234,12000,13486,13798,21496,25002,34815,45816
88,2229,2229.000,3332,11559,12362,14389,15219,20584,28503,44224,55659
89,2093,2093.000,3288,11414,12063,15125,15780,25559,33614,54623,61343
90,2310,2310.000,2848,11502,12176,13846,13850,23595,25927,39619,43024
91,2337,2337.000,3270,11320,11983,13684,13151,21994,27070,48330,53447
92,2363,2363.000,3379,11328,11957,13561,13257,22928,25472,27545,35121
93,2756,2756.000,3220,11182,11759,11583,12411,13159,14271,24764,29146
94,2838,2838.000,3129,10986,11621,11282,12212,12893,13530,21635,33158
95,2393,2393.000,3319,11384,12106,13412,13553,20168,27239,35351,38891
96,2060,2060.000,3399,11850,14076,15573,18196,23812,28104,36528,46473
97,2726,2726.000,3061,11232,11757,11656,12309,12940,13578,29852,47094
98,2035,2035.000,3380,11575,12528,15738,18312,27943,31899,42011,50626
99,2859,2859.000,3214,11121,11662,11190,12256,12908,13324,14666,18111
100,2829,2829.000,3177,11122,11734,11301,12375,13159,13665,15830,19640
101,2879,2879.000,3136,11084,11636,11112,12185,12779,13174,14148,16236
