Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1291.800,24.778,2.673,14.632,21.161,28.284,40.117,54.697,112.168,351.701,0.040
5,1395.400,22.940,2.705,16.017,22.352,28.602,36.159,42.600,69.656,134.935,0.044
10,1440.600,22.193,3.317,16.280,22.357,28.094,34.757,39.451,49.456,121.607,0.045
15,1410.000,22.708,2.482,15.839,21.998,28.304,35.943,41.292,70.780,121.316,0.044
20,1468.400,21.774,3.372,16.102,22.336,27.951,33.662,37.592,47.571,73.420,0.046
25,1437.600,22.256,2.989,16.292,21.802,27.503,34.313,39.688,68.342,101.334,0.045
30,1501.400,21.301,3.394,16.212,21.853,27.053,32.346,36.077,44.656,65.902,0.047
35,1413.000,22.647,2.636,15.674,22.103,28.496,35.245,40.520,76.230,136.537,0.044
40,1460.800,21.891,3.141,15.764,22.279,28.031,34.433,38.697,48.745,76.903,0.046
45,1419.200,22.564,2.800,16.400,22.240,28.220,34.688,40.151,63.688,115.576,0.044
50,1437.200,22.252,3.467,15.978,22.225,28.509,35.484,40.578,50.230,75.423,0.045
55,1413.800,22.625,2.374,16.226,22.392,28.443,35.383,40.369,65.175,102.697,0.044
60,1423.600,22.505,3.110,16.379,22.725,28.820,35.287,40.320,49.527,78.447,0.044
65,1361.200,23.499,2.435,16.310,22.702,28.834,36.556,43.380,78.679,197.858,0.043
70,1441.800,22.178,3.383,16.503,22.436,28.042,34.075,38.799,50.489,93.147,0.045
75,1415.200,22.608,2.631,16.125,22.357,28.175,34.694,40.254,73.061,106.589,0.044
80,1445.400,22.154,3.482,16.444,22.455,27.986,34.316,38.896,48.505,77.546,0.045
85,1407.800,22.706,2.752,16.185,22.446,28.126,34.911,40.580,68.877,115.178,0.044
90,1458.400,21.975,3.517,16.245,22.352,27.919,33.971,38.222,46.908,83.996,0.046
95,1443.800,22.126,2.645,15.449,22.165,27.938,34.199,39.382,62.675,109.670,0.045
100,1460.400,21.897,3.214,16.079,22.564,27.880,33.640,37.808,48.242,75.334,0.046
105,1429.800,22.397,2.853,15.780,22.268,28.050,34.213,39.188,74.328,131.980,0.045
110,1453.000,22.000,3.128,15.770,22.327,28.396,34.657,39.508,50.036,69.240,0.045
115,1420.600,22.422,2.536,15.967,22.198,28.123,34.623,40.058,67.348,115.532,0.045
