Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1666,1666.000,4975,15906,16816,19227,19665,27249,30163,70989,86308
1,1338,1338.000,4858,15538,16241,41463,18627,25825,27402,1032998,1037852
2,496,496.000,4960,15596,16262,17183,17463,25902,26356,35173,36127
3,1966,1966.000,4736,15379,15994,16263,16860,22864,25631,26698,29313
4,1929,1929.000,3274,15399,16099,16585,17186,24468,26011,29277,33216
5,1234,1234.000,4719,15138,15798,43571,17193,25958,34619,1038865,1040045
6,646,646.000,4640,15205,15874,16027,16854,18984,26431,29293,31021
7,1930,1930.000,4544,14929,15704,16546,16684,25648,26802,30706,36999
8,1755,1755.000,4657,15136,15760,51929,16681,26188,27964,1960492,1965857
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,313,313.000,3425,14681,15365,15282,16084,18611,24139,24806,25271
11,1994,1994.000,3260,15049,15693,16022,16406,22996,25132,32869,35845
12,367,367.000,4672,14969,15658,103881,19107,26580,1022175,1026814,1027329
13,1556,1556.000,4041,15221,15836,16634,16754,24165,26865,34313,35767
14,2078,2078.000,4606,14824,15456,15416,16085,17151,25584,27281,30169
15,2013,2013.000,4679,15001,15541,15900,16192,17934,25946,36036,37106
16,1865,1865.000,4566,15169,15840,17148,16720,25433,26818,69880,71509
17,1847,1847.000,4640,15014,15676,17264,16598,26017,30477,63026,64728
18,1301,1301.000,4603,14941,15585,41164,16625,24837,26973,1026072,1027247
19,647,647.000,4769,15204,15696,16200,16453,24830,25443,26364,27049
20,1995,1995.000,4622,14964,15534,16034,16220,20323,25201,45378,50413
21,624,624.000,4683,14979,15554,67451,16243,24704,1017650,1030636,1032930
22,751,751.000,2928,15180,15896,60533,18265,34776,35663,1025989,1035308
23,498,498.000,4703,15059,15619,17007,16482,26122,34803,35706,36350
24,2008,2008.000,4556,14969,15601,15929,16307,24560,26378,27559,28883
25,458,458.000,4583,15011,15812,86186,16745,22301,1027694,1030729,1033172
26,1208,1208.000,4746,14844,15402,42062,15972,16842,25803,1036313,1037932
