Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1479.000,21.637,3.274,15.518,16.248,17.527,25.471,26.768,46.269,1037.852,0.046
5,1113.000,33.637,4.544,15.082,15.764,16.789,25.809,27.298,1038.337,1965.857,0.030
10,1261.600,21.048,3.260,14.985,15.625,16.340,23.633,25.727,34.181,1027.329,0.048
15,1534.600,20.841,4.566,15.042,15.656,16.490,25.113,26.868,63.310,1027.247,0.048
20,1175.200,27.229,2.928,14.995,15.600,16.375,24.789,26.882,1023.805,1035.308,0.037
25,808.800,39.549,4.563,14.880,15.483,16.231,21.831,25.842,1030.251,1039.024,0.025
30,1656.200,19.314,3.178,14.893,15.487,16.246,19.121,26.131,32.202,962.937,0.052
35,1588.600,20.140,3.181,15.004,15.684,16.474,24.596,26.275,37.189,1027.468,0.050
40,1228.200,26.039,3.299,14.854,15.466,16.162,17.731,26.501,1019.623,1030.692,0.038
45,1985.000,16.111,3.114,14.846,15.462,16.258,24.541,26.838,34.808,47.316,0.062
50,1541.200,24.507,3.337,15.113,15.781,16.609,24.607,26.648,42.527,1033.384,0.041
55,1272.200,20.603,3.132,14.953,15.624,16.475,22.239,26.953,33.401,932.947,0.049
60,1249.400,25.623,2.878,14.960,15.611,16.563,24.259,27.633,936.716,953.066,0.039
65,1588.000,20.151,3.309,14.937,15.518,16.227,25.155,27.281,38.789,1030.346,0.050
70,1587.400,20.148,3.061,14.820,15.423,16.218,25.960,27.476,35.265,1029.411,0.050
75,1889.400,16.933,3.135,15.092,15.759,16.731,26.422,27.705,37.707,48.004,0.059
80,1520.800,21.021,3.346,15.082,15.758,16.746,26.150,27.808,38.497,1004.532,0.048
85,1365.800,23.441,3.480,14.942,15.587,16.408,26.245,27.728,39.829,1041.419,0.043
90,1541.400,20.786,3.068,15.010,15.642,16.507,26.898,28.891,39.518,1036.512,0.048
95,1539.000,20.825,3.342,15.174,15.818,16.659,26.300,28.181,39.518,1044.532,0.048
100,1899.000,16.776,3.120,15.109,15.776,16.675,26.338,28.195,38.878,53.718,0.060
105,1499.600,21.351,4.524,15.121,15.855,16.851,26.902,29.039,40.778,1059.832,0.047
110,1860.800,17.185,3.016,15.241,15.926,17.054,27.721,29.637,39.419,52.368,0.058
115,1905.200,16.723,2.636,15.080,15.724,16.563,27.392,29.014,35.269,45.659,0.060
