Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2122,2122.000,10986,12189,12836,15099,14112,20959,26281,56441,114826
1,2287,2287.000,10843,12041,12621,14027,13580,19116,23869,32530,47599
2,2383,2383.000,10566,11655,12188,13368,13016,17617,22261,29003,46336
3,2445,2445.000,10701,11631,12080,13070,12791,15021,21514,26114,38578
4,2265,2265.000,10419,11650,12184,14144,13167,19298,22819,62031,87726
5,2408,2408.000,10742,11682,12155,13273,13009,15895,21895,27507,48498
6,2429,2429.000,10629,11580,12067,13174,12812,16044,21455,28507,49878
7,2439,2439.000,10660,11618,12147,13121,12897,15122,21150,26712,40441
8,2440,2440.000,10634,11597,12069,13109,12800,15778,21412,26175,40056
9,2432,2432.000,10581,11584,12006,13116,12755,16427,21324,27867,56533
10,2515,2515.000,10559,11495,11919,12764,12586,13945,20123,25391,39816
11,2480,2480.000,10497,11537,11992,12875,12665,14456,20091,25421,38530
12,2475,2475.000,10390,11589,12034,12950,12701,15023,20593,25632,38079
13,2320,2320.000,10659,11663,12109,13744,12829,17880,21171,61216,89634
14,2458,2458.000,10580,11524,11979,13028,12753,15719,20513,27852,43253
15,2414,2414.000,10522,11507,11965,13226,12779,17432,20979,28845,97139
16,2496,2496.000,10444,11514,11986,12853,12670,14300,20493,24564,38997
17,2445,2445.000,10516,11579,12063,13069,12806,15168,20571,27606,65653
18,2483,2483.000,10565,11513,11946,12863,12556,14424,20468,26419,38672
19,2445,2445.000,10629,11545,12010,13111,12770,16667,21360,28330,43316
20,2444,2444.000,10572,11580,12027,13083,12769,15882,20651,27578,47144
21,2321,2321.000,10496,11511,11946,13780,12669,19137,21936,64868,82592
22,2462,2462.000,10580,11540,11970,12998,12692,15195,20962,25638,40272
23,2457,2457.000,10632,11496,11933,13002,12737,16174,20400,27160,72424
24,2406,2406.000,10590,11584,11996,13314,12683,19796,21782,26178,46115
25,2464,2464.000,10628,11597,12033,12954,12687,14550,20559,24516,63292
26,2475,2475.000,10741,11615,12022,12958,12710,14503,20682,25169,39297
27,2452,2452.000,10541,11528,11983,13047,12756,17276,20809,25390,41503
28,2491,2491.000,10568,11548,11972,12833,12623,14728,20235,23783,30081
29,2414,2414.000,10631,11602,12034,13670,12734,18197,21638,58655,87837
30,2384,2384.000,10597,11512,11993,12978,12728,16546,21056,24705,33239
31,2502,2502.000,10685,11493,11910,12831,12601,14492,20328,25110,36384
32,2430,2430.000,10548,11512,11956,13119,12701,17650,21150,28451,78261
33,2471,2471.000,10586,11548,12004,12934,12706,14471,20620,25508,41623
34,2482,2482.000,10667,11512,11944,12909,12613,14277,20640,26444,61277
35,2477,2477.000,10471,11567,11974,12968,12638,15080,20569,26629,42151
36,2452,2452.000,10612,11513,11955,12975,12627,15349,20815,27009,44924
37,2466,2466.000,10619,11588,12032,12960,12698,14750,20445,25467,40951
38,2394,2394.000,10476,11484,11877,13393,12483,14494,20867,63362,79447
39,2447,2447.000,10599,11551,11992,13085,12765,17416,20903,25897,44508
40,2435,2435.000,10583,11579,12052,13115,12897,16492,20507,27063,40686
41,2396,2396.000,10502,11520,12006,13350,13144,17438,20350,28890,64993
42,2409,2409.000,10293,11568,12050,14250,12768,15746,20716,27698,1024512
43,2257,2257.000,10528,11529,11915,13151,12651,16934,21690,27754,119124
44,2483,2483.000,10588,11522,11975,12869,12613,14588,20510,26002,37961
45,2451,2451.000,10637,11547,11938,13062,12631,18013,20839,27322,43042
46,2292,2292.000,10587,11576,12059,14757,12843,17465,21858,67520,1027561
47,2234,2234.000,10454,11380,11796,13489,12466,15666,20348,25256,816832
48,2486,2486.000,10608,11546,11987,12865,12738,14449,19811,24957,38478
49,2468,2468.000,10458,11536,11988,12988,12683,14772,20207,25558,75449
50,2020,2020.000,10340,11244,11667,17583,12385,19447,21941,29957,1020065
51,2224,2224.000,10389,11307,11804,12774,12516,14299,19942,25729,135358
52,2468,2468.000,10635,11540,11974,12948,12682,14449,20757,27307,49163
53,2470,2470.000,10618,11618,12078,12971,12763,14771,20386,24407,34360
54,2464,2464.000,10521,11560,12003,12992,12657,15503,20758,25898,40715
55,2340,2340.000,10643,11551,11972,13656,12606,15829,21208,68991,83148
56,2454,2454.000,10296,11608,12058,13036,12726,14901,20987,26561,42064
57,2452,2452.000,10672,11583,12039,13057,12815,16046,20523,25845,47496
58,2472,2472.000,10479,11529,11984,12911,12687,14663,20381,25016,47023
59,2457,2457.000,10449,11532,12000,13045,12749,17548,21183,25173,40128
60,2451,2451.000,10657,11579,12050,13020,12749,14561,20863,26316,39619
61,2479,2479.000,10381,11513,11938,12936,12635,14657,21171,26284,41187
62,2470,2470.000,10586,11546,12028,12984,12741,15314,20676,25626,33612
63,2351,2351.000,10500,11553,11989,13581,12674,17303,21552,58162,72466
64,2475,2475.000,10523,11586,12014,12928,12676,14143,20975,25115,42625
65,2431,2431.000,10631,11639,12152,13156,12902,15636,20792,28421,43061
66,2461,2461.000,10507,11586,12020,12984,12669,14441,21131,27214,43711
67,2429,2429.000,10658,11652,12192,13195,13007,15963,20766,26691,69887
68,2442,2442.000,10663,11630,12062,13087,12721,15773,21053,26045,42164
69,2471,2471.000,10570,11547,12002,12973,12717,14830,20832,25592,43811
70,2262,2262.000,10756,11923,12506,14165,13828,20078,23808,34164,56718
71,2051,2051.000,10723,11918,12679,15592,16479,25158,26746,41706,68958
72,671,671.000,14942,26991,47427,47721,65867,71424,76264,153146,188119
73,973,973.000,11305,14243,17655,34590,39365,61553,151352,178303,218847
74,1412,1412.000,10345,11275,11940,21894,13843,48769,65027,175521,225248
75,1939,1939.000,10217,11211,11731,16147,13032,18564,30542,132053,218762
76,2251,2251.000,10574,11714,12294,14269,13509,17828,28601,43221,71617
77,2351,2351.000,10549,11606,12130,13534,13054,16247,23461,35391,50923
78,2407,2407.000,10533,11535,12058,13351,12878,15510,22762,33892,61011
79,2387,2387.000,10591,11614,12133,13346,12998,15703,22552,32203,45406
80,2425,2425.000,10603,11591,12056,13191,12835,15587,22141,28439,36709
81,2416,2416.000,10415,11511,11938,13277,12639,15263,21688,31238,109356
82,2402,2402.000,10645,11614,12149,13297,13084,17163,21121,27622,41262
83,2315,2315.000,10528,11511,11952,13811,12608,17473,22438,72057,97969
84,2464,2464.000,10608,11602,12069,12991,12794,14596,20685,26315,35216
85,2416,2416.000,10488,11565,12042,13220,12862,16827,21822,27235,46019
86,2458,2458.000,10544,11512,11966,13024,12766,14945,21536,27005,37116
87,2462,2462.000,10372,11504,11950,13026,12628,14831,20800,28330,80524
88,2439,2439.000,10560,11521,12008,13122,12755,15627,21373,28432,54308
89,2465,2465.000,10615,11580,12014,12969,12706,15062,20312,26108,44772
90,1964,1964.000,10601,12120,13074,16736,15344,20668,29332,97715,213563
91,1744,1744.000,10580,12109,13065,17879,15074,19921,56804,109872,186619
92,1532,1532.000,10758,12017,13581,21278,21242,24036,37425,173371,260523
93,734,734.000,10770,12602,26374,42616,70678,98258,105692,155435,269479
