Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2300.400,13.908,10.419,11.786,12.365,13.334,18.733,22.968,33.968,114.826,0.072
5,2429.600,13.159,10.581,11.611,12.091,12.858,15.852,21.430,27.365,56.533,0.076
10,2449.600,13.063,10.390,11.555,12.001,12.700,14.912,20.480,27.471,89.634,0.077
15,2456.600,13.023,10.444,11.532,11.994,12.712,15.314,20.690,27.169,97.139,0.077
20,2418.000,13.230,10.496,11.545,11.974,12.709,18.051,21.272,28.416,82.592,0.076
25,2459.200,13.090,10.541,11.576,12.012,12.703,15.313,20.728,25.860,87.837,0.076
30,2453.800,12.954,10.548,11.516,11.958,12.662,15.089,20.794,25.596,78.261,0.077
35,2447.200,13.075,10.471,11.541,11.964,12.646,15.273,20.735,27.358,79.447,0.076
40,2396.000,13.347,10.293,11.545,11.999,12.763,16.964,20.734,27.249,1024.512,0.075
45,2386.200,13.412,10.454,11.516,11.949,12.673,15.735,20.622,27.500,1027.561,0.075
50,2329.200,13.734,10.340,11.468,11.920,12.628,16.650,20.657,26.256,1020.065,0.073
55,2435.000,13.136,10.296,11.562,12.010,12.720,15.660,20.840,26.843,83.148,0.076
60,2445.200,13.085,10.381,11.554,11.999,12.697,14.807,21.024,27.331,72.466,0.076
65,2446.800,13.079,10.507,11.609,12.081,12.791,15.486,20.930,26.691,69.887,0.076
70,1473.800,21.796,10.345,11.928,12.945,21.730,44.913,60.791,155.530,225.248,0.046
75,2267.000,14.049,10.217,11.534,12.094,13.086,16.637,24.223,42.304,218.762,0.071
80,2404.400,13.308,10.415,11.565,12.033,12.787,15.769,21.642,29.707,109.356,0.075
85,2448.000,13.072,10.372,11.536,11.996,12.755,15.387,21.166,27.567,80.524,0.076
90,1626.200,19.688,10.510,11.980,13.044,16.063,28.417,56.995,120.624,269.479,0.051
95,2124.000,15.245,10.578,11.828,12.513,14.448,22.516,28.196,45.121,265.505,0.066
100,1864.800,16.935,10.376,11.685,12.353,14.024,23.300,36.736,92.170,287.819,0.059
105,2456.200,13.026,10.366,11.580,12.023,12.706,15.216,20.669,26.553,70.357,0.077
110,2438.600,13.118,10.532,11.609,12.029,12.675,15.009,20.672,27.116,89.027,0.076
115,2443.800,13.053,10.416,11.556,12.002,12.654,14.695,20.587,26.870,85.161,0.077
